id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_basis,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v27_event_key
117,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오 노조, 내일 '인적분할 반대' 선포식…""경영실패 책임져야""",카카오 노조 내일 인적분할 반대 선포식 경영실패 책임져야,네이트,네이트,"Tue, 25 Aug 2026 02:38:00 GMT","카카오 노조, 내일 '인적분할 반대' 선포식…""경영실패 책임져야"" 네이트",https://news.google.com/rss/articles/CBMiYEFVX3lxTE1jSmllTEZGZXU4OHQtUXM1WW9pcHhfSTh4bFdMWVRualoybThxSWZXRDR4M016UTVwMVpfdjEwTE5zWmxxN09VNnpvWWVoZlQ4U3lQTDI4LUdfWXlqdk9EbQ?oc=5,google_rss_카카오 노조 when:2d,114.8,71.5,"labor_dispute,labor_negotiation",labor_general,카카오,,,Y,must_review:self_strict:labor_strike:labor_negotiation,,,direct_self_risk,14.0,published_yesterday,direct_risk,global_incident:labor_ir:kakao:labor_ir,review_scheduled,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,114.8,labor_negotiation,self:labor_strike,global_incident:labor_ir:kakao:labor_ir:conflict_escalation,global_incident:labor_ir:kakao:labor_ir,자사_및_계열사_이슈,SELF_DIRECT_RISK,self_labor,카카오 노조 임단협/파업 및 내부 갈등,카카오 또는 계열사에 직접 발생한 외부 대응 필요 이슈,5,5,5,,,로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전,local_low_confidence,DIRECT_RISK,,,other,,,카카오 노조 임단협/파업 및 내부 갈등,self_labor,
334,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오게임즈,"카뱅 노조 닷새연속 전면파업 예고…카카오지회 ""인적분할 반대""",카뱅 노조 닷새연속 전면파업 예고 카카오지회 인적분할 반대,파이낸셜뉴스,파이낸셜뉴스,"Tue, 25 Aug 2026 02:22:52 GMT","카뱅 노조 닷새연속 전면파업 예고…카카오지회 ""인적분할 반대"" 파이낸셜뉴스",https://news.google.com/rss/articles/CBMiWkFVX3lxTE9NOFhYS2pYWDk4TFNrbXQyZUdNbFBkbUNpZkxSeDRnNi1aTnpsSFpSN1lmUGVmdFBGMk5wN0tBVmF6ZXVtOUsxWmhkMWVNZzBYbHgtTm5FQlV2QQ?oc=5,google_rss_카카오게임즈 site:fnnews.com when:2d,107.8,89.5,"labor_dispute,labor_negotiation",labor_strike_action,카카오,brand_not_in_title,,Y,must_review:self_strict:labor_strike:labor_negotiation,,,direct_self_risk,14.0,published_yesterday,direct_risk,global_incident:labor_ir:kakao:strike_negotiation,review_scheduled,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,107.8,labor_negotiation,self:labor_strike,global_incident:labor_ir:kakao:strike_negotiation:conflict_escalation,global_incident:labor_ir:kakao:strike_negotiation,자사_및_계열사_이슈,SELF_DIRECT_RISK,self_labor,카카오 노조 임단협/파업 및 내부 갈등,카카오 또는 계열사에 직접 발생한 외부 대응 필요 이슈,5,5,5,,,로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전,local_low_confidence,DIRECT_RISK,,,other,,,카카오 노조 임단협/파업 및 내부 갈등,self_labor,
291,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오톡,"카뱅 노조 닷새연속 전면파업 예고…카카오지회 ""인적분할 반대""",카뱅 노조 닷새연속 전면파업 예고 카카오지회 인적분할 반대,매일경제 마켓,매일경제 마켓,"Tue, 25 Aug 2026 02:21:51 GMT","카뱅 노조 닷새연속 전면파업 예고…카카오지회 ""인적분할 반대"" 매일경제 마켓",https://news.google.com/rss/articles/CBMiUkFVX3lxTE1pM0ZlTDZzVGx6ZUt1UHV5bmFFRTlGUS1NSVJ0eHd6WTNzNnB5TGt3b1BMamh6bVpUOVQ0Y2NkbkV0ZEZBTEVQTHdWN1ZBOTdZSnc?oc=5,google_rss_카카오톡 조정 when:2d,107.8,89.5,"labor_dispute,labor_negotiation",labor_strike_action,카카오,brand_not_in_title,,Y,must_review:self_strict:labor_strike:labor_negotiation,,,direct_self_risk,14.0,published_yesterday,direct_risk,global_incident:labor_ir:kakao:strike_negotiation,review_scheduled,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,107.8,labor_negotiation,self:labor_strike,global_incident:labor_ir:kakao:strike_negotiation:conflict_escalation,global_incident:labor_ir:kakao:strike_negotiation,자사_및_계열사_이슈,SELF_DIRECT_RISK,self_labor,카카오 노조 임단협/파업 및 내부 갈등,카카오 또는 계열사에 직접 발생한 외부 대응 필요 이슈,5,5,5,,,로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전,local_low_confidence,DIRECT_RISK,,,other,,,카카오 노조 임단협/파업 및 내부 갈등,self_labor,
287,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오톡,"카카오 노조 ""인적분할 반대...공동교섭 요구""",카카오 노조 인적분할 반대 공동교섭 요구,파이낸셜뉴스,파이낸셜뉴스,"Tue, 25 Aug 2026 05:10:13 GMT","카카오 노조 ""인적분할 반대...공동교섭 요구"" 파이낸셜뉴스",https://news.google.com/rss/articles/CBMiWkFVX3lxTFB6YnRLTm1OWWpTT180eXZtZWd2NkM1WS1NZmk0R21HUkNndmFhaGVKXzRCM3JQZ01ZTTgtVVI1UW00Ykh3Q3ZFUUpzZGM0T0xQX0p3Skl5Z0huZw?oc=5,google_rss_카카오톡 노조 when:2d,107.8,71.5,"labor_dispute,labor_negotiation",labor_general,카카오,brand_not_in_title,,Y,must_review:self_strict:labor_strike:labor_negotiation,,,direct_self_risk,14.0,published_yesterday,direct_risk,global_incident:labor_ir:kakao:labor_ir,vote_or_mediation,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,107.8,labor_negotiation,self:labor_strike,global_incident:labor_ir:kakao:labor_ir:conflict_escalation,global_incident:labor_ir:kakao:labor_ir,자사_및_계열사_이슈,SELF_DIRECT_RISK,self_labor,카카오 노조 임단협/파업 및 내부 갈등,카카오 또는 계열사에 직접 발생한 외부 대응 필요 이슈,5,5,5,,,로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전,local_low_confidence,DIRECT_RISK,,,other,,,카카오 노조 임단협/파업 및 내부 갈등,self_labor,
329,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오뱅크,"카카오 노조, 내일 '인적분할 반대' 선포식…""경영실패 책임져야""",카카오 노조 내일 인적분할 반대 선포식 경영실패 책임져야,edaily.co.kr,이데일리,"Tue, 25 Aug 2026 02:36:33 GMT","카카오 노조, 내일 '인적분할 반대' 선포식…""경영실패 책임져야"" edaily.co.kr",https://news.google.com/rss/articles/CBMigAFBVV95cUxOR0NwQXFVQ2JZelFWUkRuY29HLW1ISTliaHNUbG5KdXFNNGNLTC1sc3IxelZRalRsMUkwMFlwUFVPU0k2VjRwUlNuVXM1TzNYNEtES29zOUxDd0NsMzNwam4zeDJ1N0NDRWw1V3NDUU1mT194UV9NWkl1VFVMQ3ZvTg?oc=5,google_rss_카카오뱅크 site:edaily.co.kr when:2d,105.8,90.5,"ai_infrastructure_security,labor_dispute,labor_negotiation",labor_general,카카오,brand_not_in_title,,Y,must_review:self_strict:labor_strike:labor_negotiation,,,direct_self_risk,14.0,published_yesterday,direct_risk,global_incident:labor_ir:kakao:labor_ir,review_scheduled,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,105.8,"labor_negotiation,ai_infrastructure_security",self:labor_strike,global_incident:labor_ir:kakao:labor_ir:conflict_escalation,global_incident:labor_ir:kakao:labor_ir,자사_및_계열사_이슈,SELF_DIRECT_RISK,self_labor,카카오 노조 임단협/파업 및 내부 갈등,카카오 또는 계열사에 직접 발생한 외부 대응 필요 이슈,5,5,5,,,로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전,local_low_confidence,DIRECT_RISK,,,other,,,카카오 노조 임단협/파업 및 내부 갈등,self_labor,
289,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오톡,"카카오뱅크 노조, 다음주 닷새간 전면 총파업 예고",카카오뱅크 노조 다음주 닷새간 전면 총파업 예고,네이트,네이트,"Tue, 25 Aug 2026 06:32:00 GMT","카카오뱅크 노조, 다음주 닷새간 전면 총파업 예고 네이트",https://news.google.com/rss/articles/CBMiU0FVX3lxTE01UlF6T3N2eVVXTk1yT2oxWjNKOVpPRzR0MnhMaks5YUhKQnFTZ0hsX1pKZEc3SEhvd2pWS09TM0FRUGptOGpQTzh3VmhNekE4U1g0?oc=5,google_rss_카카오톡 노조 when:2d,104.8,92.0,"labor_dispute,labor_negotiation",labor_strike_action,"카카오,카카오뱅크",brand_not_in_title,,Y,must_review:self_strict:labor_strike:labor_negotiation,,,direct_self_risk,14.0,published_yesterday,direct_risk,global_incident:labor_ir:kakao:strike_negotiation,action_started,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,104.8,labor_negotiation,self:labor_strike,global_incident:labor_ir:kakao:strike_negotiation:conflict_escalation,global_incident:labor_ir:kakao:strike_negotiation,자사_및_계열사_이슈,SELF_DIRECT_RISK,self_labor,카카오 노조 임단협/파업 및 내부 갈등,카카오 또는 계열사에 직접 발생한 외부 대응 필요 이슈,5,5,5,,,로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전,local_low_confidence,DIRECT_RISK,,,other,,,카카오 노조 임단협/파업 및 내부 갈등,self_labor,
288,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오톡,"카카오뱅크 노조, 다음주 닷새간 전면 총파업 예고",카카오뱅크 노조 다음주 닷새간 전면 총파업 예고,v.daum.net,v.daum.net,"Tue, 25 Aug 2026 06:30:00 GMT","카카오뱅크 노조, 다음주 닷새간 전면 총파업 예고 v.daum.net",https://news.google.com/rss/articles/CBMiVEFVX3lxTE5Gdno3SHhqUGdJakJfeWo2UE4tc3dnYXVSMDV0S2ZaMVl0eDVNMXQ3cHdJNWJUYVVySWZHT1FISXBTXzZCX0E1TFczNzQ2UXR2TVpVNA?oc=5,google_rss_카카오톡 노조 when:2d,104.8,92.0,"labor_dispute,labor_negotiation",labor_strike_action,"카카오,카카오뱅크",brand_not_in_title,,Y,must_review:self_strict:labor_strike:labor_negotiation,,,direct_self_risk,14.0,published_yesterday,direct_risk,global_incident:labor_ir:kakao:strike_negotiation,action_started,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,104.8,labor_negotiation,self:labor_strike,global_incident:labor_ir:kakao:strike_negotiation:conflict_escalation,global_incident:labor_ir:kakao:strike_negotiation,자사_및_계열사_이슈,SELF_DIRECT_RISK,self_labor,카카오 노조 임단협/파업 및 내부 갈등,카카오 또는 계열사에 직접 발생한 외부 대응 필요 이슈,5,5,5,,,로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전,local_low_confidence,DIRECT_RISK,,,other,,,카카오 노조 임단협/파업 및 내부 갈등,self_labor,
290,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오톡,"""카카오 인적분할 반대""…카뱅 노조, 5영업일 연속 전면파업 예고",카카오 인적분할 반대 카뱅 노조 5영업일 연속 전면파업 예고,네이트,네이트,"Tue, 25 Aug 2026 05:11:00 GMT","""카카오 인적분할 반대""…카뱅 노조, 5영업일 연속 전면파업 예고 네이트",https://news.google.com/rss/articles/CBMiU0FVX3lxTFB4ZldBMXZrbzMzWUV4NklBUXRtNVlxd2c5akFIc2hNNURNY0R2VFl6OVFSSmJpNTdXM1ZGcVlBdU5lSzE1bkpNUjJSekVJNWlJTlRV?oc=5,google_rss_카카오톡 파업 when:2d,104.8,89.5,"labor_dispute,labor_negotiation",labor_strike_action,카카오,brand_not_in_title,,Y,must_review:self_strict:labor_strike:labor_negotiation,,,direct_self_risk,14.0,published_yesterday,direct_risk,global_incident:labor_ir:kakao:strike_negotiation,review_scheduled,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,104.8,labor_negotiation,self:labor_strike,global_incident:labor_ir:kakao:strike_negotiation:conflict_escalation,global_incident:labor_ir:kakao:strike_negotiation,자사_및_계열사_이슈,SELF_DIRECT_RISK,self_labor,카카오 노조 임단협/파업 및 내부 갈등,카카오 또는 계열사에 직접 발생한 외부 대응 필요 이슈,5,5,5,,,로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전,local_low_confidence,DIRECT_RISK,,,other,,,카카오 노조 임단협/파업 및 내부 갈등,self_labor,
97,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"네이버·카카오, 거세지는 통합교섭 요구…“조직·고용구조 다 바꾸나”",네이버 카카오 거세지는 통합교섭 요구 조직 고용구조 다 바꾸나,CEO스코어데일리,CEO스코어데일리,"Tue, 25 Aug 2026 08:57:13 GMT","네이버·카카오, 거세지는 통합교섭 요구…“조직·고용구조 다 바꾸나” CEO스코어데일리",https://news.google.com/rss/articles/CBMiaEFVX3lxTE9ac2xLUWQ4RDVnRnE5ellnZXVkcFpoMVhnTmRibC1XT2s5TDV0RkR1c1dKX21ReUduRVduQnVESHhPdUFtY19yZUVsUEdfX3R1Z2RNTFZ2bUZYNG5PZXJiTk9OSHFPanFC?oc=5,google_rss_카카오 노조 when:2d,99.8,64.0,labor_negotiation,labor_negotiation,"네이버,카카오",,,Y,must_review:self_strict:labor_strike:labor_negotiation,,,direct_self_risk,14.0,published_yesterday,general,global_incident:leadership_service:kakao:leadership_service,vote_or_mediation,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,99.8,labor_negotiation,self:labor_strike,global_incident:leadership_service:kakao:leadership_service:general,global_incident:leadership_service:kakao:leadership_service,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_strategic_reference,global_incident:leadership_service:kakao:leadership_service,"카카오·계열사의 사업 확장, 제휴, MOU, 신규 서비스 참고 이슈",4,3,4,,,v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,local_low_confidence,STRATEGIC_REFERENCE,,COMP_DOMESTIC_STRATEGY,domestic,,카카오 현직자가 사업 방향과 외부 질의 가능성을 참고할 실질 변화,global_incident:leadership_service:kakao:leadership_service,self_strategic_reference,
115,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,네이버 이어 카카오도 '통합교섭'…IT업계 노사협상 새 국면,네이버 이어 카카오도 통합교섭 it업계 노사협상 새 국면,ebn.co.kr,ebn.co.kr,"Tue, 25 Aug 2026 01:35:37 GMT",네이버 이어 카카오도 '통합교섭'…IT업계 노사협상 새 국면 ebn.co.kr,https://news.google.com/rss/articles/CBMiaEFVX3lxTE1CSkx1NTFQQnlIZXpCRm8xQUtmU1ZIUHdoQjhQYXNVUWUzMHFCTEJqdmFZdm9RRFBWSFlLaWlsdlpzeUVrQWJkRG5qWmZucmNmTDJMc3hVekVZUHVfTmhmeHVEMEZBZDJl?oc=5,google_rss_카카오 노조 when:2d,97.8,64.0,labor_negotiation,labor_negotiation,"네이버,카카오",,,Y,must_review:self_strict:labor_strike:labor_negotiation,,,direct_self_risk,14.0,published_yesterday,general,event:네이버+카카오:labor_negotiation,vote_or_mediation,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,97.8,labor_negotiation,self:labor_strike,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_strategic_reference,self_strategic_reference:네이버 이어 카카오도 통합교섭 it업계 노사협상 새 국면,"카카오·계열사의 사업 확장, 제휴, MOU, 신규 서비스 참고 이슈",4,3,4,,,v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,local_low_confidence,STRATEGIC_REFERENCE,,COMP_DOMESTIC_STRATEGY,domestic,,카카오 현직자가 사업 방향과 외부 질의 가능성을 참고할 실질 변화,self_strategic_reference:네이버 이어 카카오도 통합교섭 it업계 노사협상 새 국면,self_strategic_reference,
28,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오페이, '내 카드 머니연결' 출시…하나카드 체크카드부터 적용",카카오페이 내 카드 머니연결 출시 하나카드 체크카드부터 적용,디지털투데이,디지털투데이,"Wed, 26 Aug 2026 00:25:33 GMT","카카오페이, '내 카드 머니연결' 출시…하나카드 체크카드부터 적용 디지털투데이",https://news.google.com/rss/articles/CBMic0FVX3lxTE5TSDZ4X2dpNklnWlp1cnNodDZIZVdKd0NSUFd2VDVYNHVtTXhTOTFJd05FM19nN2ZJVXZJeGpMcXBydkxaaFdkeEg2OTRpYko0RzZ5ck02bjlEcHl4TWVuYnpjWTFkUVZKVGc5UlR3Ym9HQWs?oc=5,google_rss_카카오 when:2d,96.8,104.0,platform_obligation,platform_obligation,"카카오,카카오페이",,Y,,,,self:platform_obligation,platform_operator_obligation,24.0,published_today,general,global_incident:platform_regulation:kakao:platform_operator_obligation,action_started,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,,,,96.8,platform_obligation,self:platform_obligation,global_incident:platform_regulation:kakao:platform_operator_obligation:general,global_incident:platform_regulation:kakao:platform_operator_obligation,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_strategic_reference,global_incident:platform_regulation:kakao:platform_operator_obligation,"카카오·계열사의 사업 확장, 제휴, MOU, 신규 서비스 참고 이슈",4,3,4,,,v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,local_low_confidence,STRATEGIC_REFERENCE,,,other,,,global_incident:platform_regulation:kakao:platform_operator_obligation,self_strategic_reference,
252,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"[IB토마토]카카오게임즈, 적자 확대에도 전 대표 상여 8배…보상체계 도마",ib토마토 카카오게임즈 적자 확대에도 전 대표 상여 8배 보상체계 도마,뉴스토마토,뉴스토마토,"Mon, 24 Aug 2026 22:40:00 GMT","[IB토마토]카카오게임즈, 적자 확대에도 전 대표 상여 8배…보상체계 도마 뉴스토마토",https://news.google.com/rss/articles/CBMiYEFVX3lxTFB6XzZ5UVNxMmcwZzRidjRzVzhpMG94Wi1nakh6WFlXcXcyVHIxYUZESndBSnJTWlZDQ2RSR1hhQjFfdTlLV0V3STlEUkFQQXB2X3JvVl81alRoeGJKZm9lbA?oc=5,google_rss_카카오 카카오게임즈 when:2d,96.8,60.0,"earnings,financial_performance,kakao_games_management",kakao_games_earnings_outlook,"카카오,카카오게임즈",,,,,,,general,14.0,published_yesterday,direct_risk,global_incident:leadership_service:kakao:leadership_service,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,,,,96.8,financial_performance,self:financial_performance,global_incident:leadership_service:kakao:leadership_service:general,global_incident:leadership_service:kakao:leadership_service,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_strategic_reference,global_incident:leadership_service:kakao:leadership_service,"카카오·계열사의 사업 확장, 제휴, MOU, 신규 서비스 참고 이슈",5,4,5,,,v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,local_low_confidence,STRATEGIC_REFERENCE,,,other,,,global_incident:leadership_service:kakao:leadership_service,self_strategic_reference,
71,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오 브랜드메시지, 발송비 1원당 매출 5원 효과",카카오 브랜드메시지 발송비 1원당 매출 5원 효과,전자신문,전자신문,"Tue, 25 Aug 2026 05:39:29 GMT","카카오 브랜드메시지, 발송비 1원당 매출 5원 효과 전자신문",https://news.google.com/rss/articles/CBMiTkFVX3lxTE1ETUE2UHA5UlBJZnBmeDdzaEVZcmdLcjRGWHQ3cWR1RV9uMXFvYkZWMVNxQUlTaHIzd2Z4TVV6ZWk0akFKdGxZSmJtWGRvZw?oc=5,google_rss_카카오 when:2d,93.8,50.5,"earnings,financial_performance,search_ads",financial_performance,카카오,,,,,,,general,14.0,published_yesterday,general,event:카카오:financial_performance,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,93.8,financial_performance,self:financial_performance,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,self_filler_reference:카카오 브랜드메시지 발송비 1원당 매출 5원 효과,직접 리스크는 아니지만 자사 섹션 보강용으로 참고 가능한 홍보·캠페인성 이슈,2,2,3,,,v40: 강한 자사 이슈가 없을 때 3순위로 허용하는 소프트 홍보 이슈,local_low_confidence,FILLER_REFERENCE,,,other,,,self_filler_reference:카카오 브랜드메시지 발송비 1원당 매출 5원 효과,self_filler_reference,
258,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"""카카오 브랜드메시지, 발송비 1원당 매출 5원 효과""",카카오 브랜드메시지 발송비 1원당 매출 5원 효과,아시아경제,아시아경제,"Tue, 25 Aug 2026 04:15:00 GMT","""카카오 브랜드메시지, 발송비 1원당 매출 5원 효과"" 아시아경제",https://news.google.com/rss/articles/CBMiggFBVV95cUxNZzRfbk40VXAwY0Q1UHAtc3RMR0JDV3g4NUhMbENmRHpsV05mdjJRYnlVRkphNGY2VnhYY3ZCWjFlX0xXR2thZjBfaUlTc0l6RGJDX0JhLWdORm83cHBiSlpweWM3dEdQeVFXTjF4M0FPWGthU0FxbjdsLU83OWhsS3NR?oc=5,google_rss_카카오 김범수 when:2d,90.8,50.5,"earnings,financial_performance,search_ads",financial_performance,카카오,,,,,,,general,14.0,published_yesterday,general,event:카카오:financial_performance,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,90.8,financial_performance,self:financial_performance,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,self_filler_reference:카카오 브랜드메시지 발송비 1원당 매출 5원 효과,직접 리스크는 아니지만 자사 섹션 보강용으로 참고 가능한 홍보·캠페인성 이슈,2,2,3,,,v40: 강한 자사 이슈가 없을 때 3순위로 허용하는 소프트 홍보 이슈,local_low_confidence,FILLER_REFERENCE,,,other,,,self_filler_reference:카카오 브랜드메시지 발송비 1원당 매출 5원 효과,self_filler_reference,
163,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,[단독] 카카오AI 사외이사에 오승필 전 KT CTO 합류…전직 장관·국세청장도 물망(종합),카카오ai 사외이사에 오승필 전 kt cto 합류 전직 장관 국세청장도 물망,네이트,네이트,"Tue, 25 Aug 2026 07:09:00 GMT",[단독] 카카오AI 사외이사에 오승필 전 KT CTO 합류…전직 장관·국세청장도 물망(종합) 네이트,https://news.google.com/rss/articles/CBMiU0FVX3lxTE85U1U0aTRqRG1QNHZpNndQSDNicEEtdVlXR3UtLVZlV05NSDc0d3FfYURvbXhZZndkb2FEOUxjZGdJeE5Jck5kdjNQamNTbXhVeVlv?oc=5,google_rss_카카오 AI when:2d,90.8,38.5,ai_infrastructure_security,ai_infrastructure_security,"KT,카카오",,,,,,,general,19.0,published_yesterday+exclusive_breaking,direct_risk,global_incident:leadership_service:kakao:leadership_service,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,90.8,ai_infrastructure_security,self:ai_strategy,global_incident:leadership_service:kakao:leadership_service:announcement,global_incident:leadership_service:kakao:leadership_service,자사_및_계열사_이슈,SELF_DIRECT_RISK,self_leadership_service,KT 금융 AX/AI 인프라 전략,카카오 또는 계열사에 직접 발생한 외부 대응 필요 이슈,5,5,5,,,로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전,local_low_confidence,DIRECT_RISK,,COMP_DOMESTIC_PUBLIC_INFRA,domestic,,카카오 또는 계열사에 직접 발생한 외부 대응 필요 이슈,KT 금융 AX/AI 인프라 전략,self_leadership_service,
152,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,[단독] 카카오AI 사외이사에 오승필 전 KT CTO 합류…전직 장관·국세청장도 물망(종합),카카오ai 사외이사에 오승필 전 kt cto 합류 전직 장관 국세청장도 물망,edaily.co.kr,이데일리,"Tue, 25 Aug 2026 07:07:55 GMT",[단독] 카카오AI 사외이사에 오승필 전 KT CTO 합류…전직 장관·국세청장도 물망(종합) edaily.co.kr,https://news.google.com/rss/articles/CBMigAFBVV95cUxQTGVHWHpkYk1kMWU4aER0RE1iUmp1SUNkOVFxVkgzdnNucHRUMHdVYkwwbGNVSHJIcXlMOXJMYzNpR2xsLW1rT29XQUZUcmhDcHBVbUFTckxuTXRlY3o5WjRpaWNFbk9VZE9qOVhzdHJCc1BkMzR3enhfSGNzVFJpMQ?oc=5,google_rss_카카오 AI when:2d,88.8,38.5,ai_infrastructure_security,ai_infrastructure_security,"KT,카카오",,,,,,,general,19.0,published_yesterday+exclusive_breaking,direct_risk,global_incident:leadership_service:kakao:leadership_service,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,88.8,ai_infrastructure_security,self:ai_strategy,global_incident:leadership_service:kakao:leadership_service:announcement,global_incident:leadership_service:kakao:leadership_service,자사_및_계열사_이슈,SELF_DIRECT_RISK,self_leadership_service,KT 금융 AX/AI 인프라 전략,카카오 또는 계열사에 직접 발생한 외부 대응 필요 이슈,5,5,5,,,로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전,local_low_confidence,DIRECT_RISK,,COMP_DOMESTIC_PUBLIC_INFRA,domestic,,카카오 또는 계열사에 직접 발생한 외부 대응 필요 이슈,KT 금융 AX/AI 인프라 전략,self_leadership_service,
38,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오, 브랜드메시지 발송비 1원당 5원 매출 효과",카카오 브랜드메시지 발송비 1원당 5원 매출 효과,뉴스핌,뉴스핌,"Tue, 25 Aug 2026 10:24:00 GMT","카카오, 브랜드메시지 발송비 1원당 5원 매출 효과 뉴스핌",https://news.google.com/rss/articles/CBMiXEFVX3lxTE10NTQyd2hOZWZDZE5pdFB0R2ZWTmZpWHdEVWxrMlpVdWV6eHhJUlRlRFFZelpmN1FLakFEU3VlbVJGRkkzbEo0bGNTU0tadnNXS29jVkVRd25ONzB1?oc=5,google_rss_카카오 when:2d,87.8,50.5,"earnings,financial_performance,search_ads",financial_performance,카카오,,,,,,,general,14.0,published_yesterday,general,event:카카오:financial_performance,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,87.8,financial_performance,self:financial_performance,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,self_filler_reference:카카오 브랜드메시지 발송비 1원당 5원 매출 효과,직접 리스크는 아니지만 자사 섹션 보강용으로 참고 가능한 홍보·캠페인성 이슈,2,2,3,,,v40: 강한 자사 이슈가 없을 때 3순위로 허용하는 소프트 홍보 이슈,local_low_confidence,FILLER_REFERENCE,,,other,,,self_filler_reference:카카오 브랜드메시지 발송비 1원당 5원 매출 효과,self_filler_reference,
