issue_id,issue_group,issue_family,internal_category,primary_category,self_tier,gov_tier,competitor_tier,competitor_scope,issue_score,max_ceo_priority,max_pa_priority,max_relevance,article_count,top_article_id,candidate_article_ids,titles,sources,company_impact,label_reasons,is_pr,exclude
I071,AI 기업 IPO 경쟁,AI_IPO,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,,COMP_OVERSEAS_PLATFORM_AI,overseas,158.25,2,2,2,1,2289,2289,"AI IPO 러시 본격화…앤트로픽·오픈AI·스페이스X, 수익성 검증대 오른다",테크월드,"앤트로픽, 오픈AI 등 주요 AI 기업들의 IPO 추진 동향은 AI 시장 전반의 투자 및 성장 전망을 가늠하게 하며, 카카오의 AI 사업 전략 수립에 참고 자료가 된다.","글로벌 AI 시장의 주요 플레이어들의 IPO 및 수익성 검증 동향을 보여주며, 카카오의 AI 사업 전략 및 투자 방향 설정에 중요한 참고 자료가 될 수 있다.",False,False
I072,오픈AI-스페이스X IPO 경쟁,AI_IPO,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,,COMP_OVERSEAS_PLATFORM_AI,overseas,157.75,2,2,2,1,2330,2330,"오픈AI vs 스페이스X, 2026년 IPO 대격돌…1조 달러 대 1조 7,500억 달러 가치 경쟁의 승자는",유스연합,"오픈AI와 스페이스X의 IPO 경쟁은 AI 및 우주 산업 분야의 대규모 자금 조달 동향을 보여주며, 관련 시장의 경쟁 구도 변화를 예측하는 데 도움을 준다.",AI 분야 선도 기업인 오픈AI의 IPO 관련 정보는 카카오의 AI 사업 방향 설정에 중요한 참고 자료가 될 수 있다.,False,False
I073,마이크로소프트 프로젝트 솔라라 AI 발표,AI 플랫폼,GOV_AI_DIGITAL_POLICY,산업동향,,GOV_AI_CORE_POLICY,COMP_OVERSEAS_PLATFORM_AI,overseas,157.5,2,1,2,1,2757,2757,"[발표] 마이크로소프트는 차세대 '에이전트 우선' 기업용 디바이스, 즉 기존 애플리케이션 대신 AI 에이전트를 실행하도록 설계된 하드웨어를 지원하는 칩-클라우드 플랫폼인 프로젝트 솔라라 AI를 공개",인벤,"마이크로소프트가 발표한 '프로젝트 솔라라 AI'는 AI 에이전트를 실행하는 칩-클라우드 플랫폼으로, AI 기술 트렌드를 보여줌.",마이크로소프트의 차세대 AI 플랫폼 발표는 카카오의 AI 전략에 직접적인 영향을 줄 수 있는 중요한 사안임.,False,False
I074,가상자산 피싱 방지 협력,규제/제재,GOV_PLATFORM_REGULATION,정부_국회,,GOV_REGULATORY_ENFORCEMENT,COMP_DOMESTIC_DIRECT_RISK,domestic,155.5,1,1,1,1,2884,2884,"빗썸, 가상자산 피싱 차단 성과 인정…경찰청 감사장 받아",이투데이,빗썸은 경찰청과 협력하여 가상자산 피싱 차단 성과를 인정받아 감사장을 받음.,가상자산 피싱 방지 관련 정부와의 협력 강화는 카카오페이 등 카카오의 금융 서비스 영역에서도 중요한 보안 및 고객 보호 이슈임.,False,False
I075,AI 정책 컨트롤타워 인선/공백,AI 보안,GOV_AI_DIGITAL_POLICY,정부_국회,,GOV_AI_CORE_POLICY,COMP_OVERSEAS_PLATFORM_AI,mixed,155.5,1,1,1,1,403,403,[미토스 디데이①] AI 해킹 현실화…드러난 韓 보안 공백,MTN 머니투데이방송,"AI 해킹의 현실화 및 국내 보안 공백 보도는 카카오의 AI 서비스 개발 및 운영에 있어 보안 강화의 시급성을 강조하며, AI 기술 활용 시 발생할 수 있는 잠재적 위험을 인지하도록 함.",AI 기술 활용의 증가와 더불어 AI 기반 해킹의 현실화는 카카오의 AI 서비스 보안에 대한 깊은 고민을 요구하는 사안임.,False,False
I076,홍콩ELS 제재 수위 완화,금융 제재,GOV_PLATFORM_REGULATION,정부_국회,,GOV_REGULATORY_ENFORCEMENT,COMP_DOMESTIC_DIRECT_RISK,domestic,155.5,1,1,1,1,770,770,1.4조→6000억…홍콩ELS 제재 수위 대폭 낮춘 금감원 : 네이버 블로그,Naver Blog,"홍콩ELS 제재 수위 완화는 금융 상품 관련 규제 변화 동향을 보여주며, 카카오페이 등 금융 관련 자회사 운영 시의 규제 리스크를 파악하는 데 참고가 될 수 있음.","카카오페이 등 금융 관련 자회사가 있는 경우, 금융 상품 관련 규제 변화는 중요한 정보임.",False,False
I077,FIU 소송 및 특금법 잣대,가상자산 규제,GOV_FINANCIAL_DIGITAL_POLICY,정부_국회,,GOV_DIGITAL_FINANCE_POLICY,,other,155.5,2,2,2,1,2806,2806,"[인터뷰] 다윈KS 이종명 대표 ""FIU 소송은 특금법 잣대가 부른 규제 충돌""",한스경제,FIU 관련 소송 및 특금법 해석 관련 내용은 카카오가 운영하는 가상자산 관련 서비스의 규제 준수 및 법적 리스크 관리에 중요한 정보를 제공함. 이를 통해 향후 법적 분쟁 발생 시 참고 자료로 활용할 수 있음.,"가상자산 관련 법적 분쟁 및 규제 해석 관련 내용은 카카오의 관련 사업에 영향을 줄 수 있으나, 직접적인 언급이 없어 우선순위는 2.",False,False
I078,가상자산 거래소 내부통제 강화법 발의,가상자산 규제,GOV_FINANCIAL_DIGITAL_POLICY,정부_국회,,GOV_DIGITAL_FINANCE_POLICY,,other,155.5,2,2,2,1,2859,2859,백선희 의원 ‘가상자산 거래소 내부통제 강화법’ 대표발의,KNS뉴스통신,가상자산 거래소 내부통제 강화법 발의는 카카오가 운영할 수 있는 가상자산 거래소 서비스의 규제 환경 변화 가능성을 시사함. 이에 따라 카카오의 관련 서비스 출시 및 운영 계획에 영향을 미칠 수 있음.,"가상자산 거래소 관련 법안 발의는 카카오의 관련 사업에 영향을 줄 수 있으나, 현재 직접적인 사업 운영과 연관성이 낮아 우선순위는 2.",False,False
I079,AI_조종_취약점,AI_보안_취약점,COMPETITOR_PLATFORM_RISK,경쟁사_해외이슈,,,COMP_OVERSEAS_REGULATION_DATA,overseas,154.5,1,3,1,1,2284,2284,왓츠앱·슬랙 알림 악용해 AI 조종... 메신저 알림으로 제미나이 납치,보안뉴스,"메신저 알림을 악용해 AI를 조종하는 사례는 AI 시스템의 보안 취약점을 보여주며, 카카오 AI 서비스에도 적용될 수 있는 리스크임.",AI 서비스의 보안 취약점은 카카오의 AI 서비스에도 직접적으로 영향을 미칠 수 있는 중요한 리스크 이슈.,False,False
I080,인도_애플_반독점_조사,디지털_금융_규제,GOV_FINANCIAL_DIGITAL_POLICY,경쟁사_해외이슈,,GOV_DIGITAL_FINANCE_POLICY,COMP_OVERSEAS_PLATFORM_AI,overseas,152.5,3,1,1,1,2558,2558,Apple 주식은 인도 반독점 조사가 App Store 관행을 겨냥한 후 보합세를 보이고 있습니다.,Traders Union,"인도에서 애플의 반독점 조사가 App Store 관행을 겨냥하고 있어, 글로벌 플랫폼 사업자의 규제 환경 변화를 시사.","인도에서의 애플 반독점 조사는 글로벌 플랫폼 사업자에 대한 규제 동향을 파악하는 데 중요하며, 카카오의 해외 사업 전략 수립에 영향을 줄 수 있어 GOV_DIGITAL_FINANCE_POLICY로 분류.",False,False
I081,카카오톡 내 ChatGPT 연동,플랫폼_시장_점유율,SELF_AFFILIATE_BUSINESS,자사_및_계열사_이슈,STRATEGIC_REFERENCE,,,other,151.5,1,3,1,1,174,174,플랫폼 판 '선두 사업자 중심' 굳나…카톡 92%·챗GPT 68% 독주,아이티데일리,카카오톡이 92%의 높은 시장 점유율을 기록하며 선두 사업자로서의 지위를 공고히 하고 있음.,"카카오톡의 시장 지배력에 대한 긍정적인 정보이며, 챗GPT의 높은 점유율은 카카오의 AI 전략 수립에 중요한 시사점을 제공.",False,False
I082,카카오페이 슈퍼월렛 원화코인/스테이블코인 구상,디지털_금융_서비스,SELF_AFFILIATE_BUSINESS,자사_및_계열사_이슈,STRATEGIC_REFERENCE,,,other,151.5,1,3,1,1,144,144,"카카오페이, 슈퍼월렛서 원화코인 간편결제 서비스 제공[비트코인 서울 2026]",서울경제,카카오페이가 슈퍼월렛에서 원화코인 간편결제 서비스를 제공한다는 소식은 디지털 자산 결제 시장 진출을 의미.,카카오페이의 디지털 자산 결제 시장 진출은 카카오의 미래 성장 동력 확보와 관련된 중요한 전략적 이슈.,False,False
I083,competitor_general_low_relevance:올해 들어 처음 리니지m 구글 애플 매출 1위 탈환,competitor_general_low_relevance,COMPETITOR_PLATFORM_RISK,경쟁사_해외이슈,,,COMP_GENERAL_LOW_RELEVANCE,overseas,151.25,2,2,2,1,2202,2202,"올해 들어 처음, 리니지M 구글·애플 매출 1위 탈환",게임메카,카카오 대외협력 관점 간접 참고,로컬 보조 라벨,False,False
I084,competitor_general_low_relevance:국산 게임 구글 매출 톱 10서 절반을 차지했다,competitor_general_low_relevance,COMPETITOR_PLATFORM_RISK,경쟁사_해외이슈,,,COMP_GENERAL_LOW_RELEVANCE,overseas,151.25,2,2,2,1,2226,2226,국산 게임 구글 매출 톱 10서 절반을 차지했다,더게임스,카카오 대외협력 관점 간접 참고,로컬 보조 라벨,False,False
I085,global_incident:privacy_security:meta:meta,competitor_general_low_relevance,COMPETITOR_PLATFORM_RISK,경쟁사_해외이슈,,,COMP_GENERAL_LOW_RELEVANCE,overseas,150.5,2,2,2,1,2470,2470,"""인스타그램 해킹/비실명 ★텔𝓤𝓑𝓣𝓒99★010인증 및 해외인증.lyt"" - Results on X | Live Posts & Updates",x.com,카카오 대외협력 관점 간접 참고,로컬 보조 라벨,False,False
I086,competitor_general_low_relevance:왕의 귀환 엔씨 리니지m 구글 매출 1위 탈환,competitor_general_low_relevance,COMPETITOR_PLATFORM_RISK,경쟁사_해외이슈,,,COMP_GENERAL_LOW_RELEVANCE,overseas,149.25,2,2,2,1,2258,2258,'왕의 귀환'…엔씨 '리니지M' 구글 매출 1위 탈환,네이트,카카오 대외협력 관점 간접 참고,로컬 보조 라벨,False,False
I087,개인정보 유출 '티빙' 과징금 주목,개인정보 유출,GOV_PLATFORM_REGULATION,정부_국회,DIRECT_RISK,GOV_REGULATORY_ENFORCEMENT,,other,147.5,1,1,1,1,1066,1066,강화된 규정 1호 적용될까…개인정보 유출 '티빙' 과징금 주목,v.daum.net,"티빙의 개인정보 유출 사고에 대한 과징금 부과 가능성은 카카오 서비스의 개인정보 보호 및 보안 관리의 중요성을 강조하며, 잠재적 리스크 요인을 인지하도록 함.","388번 기사와 연결되는 이슈로, 개인정보 유출 사고와 과징금 관련 내용은 카카오 서비스 운영에 있어 개인정보 보호의 중요성을 재확인시킴.",False,False
I088,"공정위, 광고 관련 제재",허위/과장 광고 제재,GOV_PLATFORM_REGULATION,정부_국회,DIRECT_RISK,GOV_REGULATORY_ENFORCEMENT,,other,147.5,1,1,1,1,203,203,"공정위, 공원 규모 부풀린 ‘한화 포레나’ 광고 제재",이데일리,"공정위의 허위/과장 광고 제재 사례는 카카오 서비스 내 광고 및 프로모션 진행 시 준수해야 할 법규를 상기시키며, 광고 관련 리스크 관리에 대한 중요성을 강조함.","카카오의 광고 사업은 주요 수익원 중 하나이므로, 공정위의 광고 관련 제재 동향은 매우 중요함.",False,False
I089,global_incident:platform_regulation:platform_sector:platform_algorithm_ad_obligation,government_general_policy,GOV_PLATFORM_REGULATION,정부_국회,,OFF_TOPIC,,other,147.5,2,2,2,1,1439,1439,"노파인, 부동산 광고 검수 서비스 확대...다수 플랫폼·전 매물 유형 대응",하이뉴스,카카오 대외협력 관점 간접 참고,로컬 보조 라벨,False,False
I090,티빙 개인정보 유출 사고 및 경영 영향,개인정보 유출,GOV_PLATFORM_REGULATION,정부_국회,DIRECT_RISK,GOV_REGULATORY_ENFORCEMENT,,other,147.5,1,1,1,1,405,405,적자의 늪 티빙 덮친 대형 악재…해킹 충격에 넷플 대항 좌초되나,v.daum.net,"티빙의 개인정보 유출 사고가 경영에 미치는 영향에 대한 분석은 카카오 서비스의 개인정보 보호 및 보안 관리의 중요성을 다시 한번 강조하며, 잠재적 리스크 요인을 인지하도록 함.","1066번, 390번 기사와 연결되는 이슈로, 티빙의 개인정보 유출 사고가 경영에 미치는 영향은 카카오 서비스 운영에도 중요한 시사점을 줌.",False,False
I091,"카카오뱅크, 카카오페이 동향",카카오 금융/서비스,SELF_AFFILIATE_BUSINESS,자사_및_계열사_이슈,FILLER_REFERENCE,,,mixed,147.25,2,2,1,1,13,13,[더밸류 브리핑] 오늘의 카카오 소식...카카오뱅크· 카카오페이,더밸류뉴스,카카오뱅크와 카카오페이에 대한 단신 정보 모음임.,"단신 정보 모음으로, 특정 이슈에 대한 깊이 있는 분석이나 중요도는 낮음.",False,False
I092,self_filler_reference:왕의 귀환 엔씨 리니지m 구글 매출 1위 탈환,self_filler_reference,SELF_AFFILIATE_BUSINESS,자사_및_계열사_이슈,FILLER_REFERENCE,,COMP_GENERAL_LOW_RELEVANCE,overseas,141.25,2,2,2,1,2272,2272,'왕의 귀환'…엔씨 '리니지M' 구글 매출 1위 탈환,v.daum.net,카카오 대외협력 관점 간접 참고,로컬 보조 라벨,False,False
I093,미국_정부_AI_기업_지분_확보_검토,AI_기업_지분_및_규제,GOV_AI_DIGITAL_POLICY,경쟁사_해외이슈,,GOV_AI_CORE_POLICY,COMP_OVERSEAS_PLATFORM_AI,overseas,141.0,1,1,1,11,2287,"2287,2608,2347,2299,2292,2300,2291,2325,2294,2617","""트럼프 행정부, 오픈AI 등 AI기업들 지분 확보 검토"" | ""트럼프 행정부, AI기업 지분 확보 검토…AI 과실 국민공유 구상"" | ""트럼프 행정부, 오픈AI 등 AI기업들 지분 확보 검토"" | ""트럼프 행정부, 오픈AI 등 AI기업들 지분 확보 검토"" | 미국, 오픈AI 지분 인수 검토",연합뉴스 | 뉴스1 | 매일경제 마켓 | SBS 뉴스 | 리드경제,미국 정부의 오픈AI 등 주요 AI 기업 지분 확보 검토는 AI 산업의 투자 및 규제 환경 변화 가능성을 시사.,"AI 산업의 미래 및 주요 플레이어의 전략에 큰 영향을 미칠 수 있는 미국 정부의 정책적 움직임으로, 카카오의 AI 전략 수립에 중요한 시사점을 제공.",False,False
I094,채널톡의 AI 비서 도입,AI 플랫폼,GOV_AI_DIGITAL_POLICY,산업동향,,GOV_AI_CORE_POLICY,,domestic,139.5,1,1,1,1,2763,2763,"""경영자도 신입도 AI 비서 쓴다""…채널톡의 플랫폼 진화 실험",네이트,채널톡이 AI 비서를 도입하여 플랫폼을 진화시키는 실험을 하고 있다는 소식임.,"AI 에이전트 기술의 실제 적용 사례로, 카카오의 AI 전략에 시사점을 제공함.",False,False
I095,전자상거래 플랫폼 수수료 인상 및 판매자·구매자 부담,플랫폼 수수료,GOV_PLATFORM_REGULATION,산업동향,,GOV_PLATFORM_MARKET_RULE,,other,135.5,1,1,3,1,2770,2770,"전자상거래 플랫폼들이 수수료를 인상하면서 판매자들은 어려움을 겪고, 구매자들은 손해를 보고 있다.",Vietnam.vn,전자상거래 플랫폼들의 수수료 인상 문제는 카카오가 운영하는 커머스 플랫폼(예: 카카오쇼핑)의 수수료 정책 결정 및 판매자·구매자 대상 프로모션 전략 수립에 참고할 만한 사례임. 시장 경쟁 환경 변화를 주시해야 함.,전자상거래 플랫폼의 수수료 인상은 카카오 커머스 사업 전략 및 시장 경쟁력에 직접적인 영향을 미치므로 관련성이 높음.,False,False
I096,쿠팡 상설특검 직권남용 의혹 수사,플랫폼_규제_수사,COMPETITOR_PLATFORM_RISK,경쟁사_해외이슈,,GOV_REGULATORY_ENFORCEMENT,COMP_DOMESTIC_STRATEGY,domestic,135.5,1,1,1,1,1944,1944,"공수처, ‘쿠팡 상설특검’ 직권남용 의혹 수사 착수",문화일보,"공수처의 쿠팡 상설특검 직권남용 의혹 수사는 플랫폼 기업에 대한 정부의 규제 및 감시가 강화되고 있음을 보여주며, 카카오 등 타 플랫폼 기업들의 법규 준수 및 투명한 경영 활동의 중요성을 강조한다.","플랫폼 기업에 대한 정부의 규제 및 감시 강화 움직임을 보여주며, 카카오의 사업 운영에 대한 법규 준수 및 투명성 확보의 중요성을 시사한다.",False,False
I097,카카오 노조 임단협/파업 및 내부 갈등,노동/파업,SELF_DIRECT_RISK,자사_및_계열사_이슈,DIRECT_RISK,,COMP_DOMESTIC_STRATEGY,other,134.0,1,1,1,32,136,"136,107,72,86,105,214,57,204,106,85","엔비디아 기대에 네이버는 '뛰고' 파업 리스크에 카카오는 '밀렸다' | 엔비디아 기대에 네이버는 ′뛰고′ 파업 리스크에 카카오는 ′밀렸다′ | 카카오 노조 ""엔터프라이즈, 경영실패 책임 노동자에 전가"" | 카카오 노조 “엔터프라이즈 임단협 결렬, 고용불안이 원인” | 카카오 노조, 파업 전 연일 회사 압박…""교섭 결렬은 경영진탓""",네이트 | 메디컬투데이 | 연합뉴스 | 서울경제TV | 뉴스1,"엔비디아 이슈로 네이버는 주가가 상승한 반면, 카카오는 파업 리스크로 인해 주가가 밀리는 현상이 나타남. / 카카오 노조가 엔터프라이즈 부문의 경영 실패 책임을 노동자에게 전가하고 있다고 주장하며 반발하고 있음. / 카카오 노조가 엔터프라이즈 임단협 결렬의 원인을 고용 불안에 있다고 지적하며 경영진의 책임 회피를 비판함. / 카카오 노조가 파업 전 회사를 압박하며 교섭 결렬은 경영진 탓이라고 주장함. / 카카오 노조는 카카오엔터프 임단협 결렬…경영진 책임 회피가 원인이라고 주장함. / 임단협 결렬에 대해 카카오 노조가 경영진 탓이라며 공세를 강화하고 있음. / 카카오","내부 파업 이슈가 주가 하락으로 이어지며 경쟁사 대비 열위로 작용하는 점은 경영진의 면밀한 관찰이 필요함. / 계열사 경영 실패와 관련된 노조의 비판은 직접적인 내부 리스크임. / 계열사 임단협 이슈와 연계된 노조의 경영진 책임론 제기는 직접적인 내부 리스크임. / 노조와 경영진 간의 갈등 심화는 직접적인 내부 리스크로, 경영진의 인지가 필수적임. / 노조의 경영진 책임론 제기는 직접적인 내부 갈등 심화 사안으로, 경영진의 주의가 필요함. / 노사 간의 교섭 부재 및 불신은 직접적인 내부 갈등 심화 사안임. / 노조 이슈가 경영진 리더십까지 영향을 미치는 상황은 직접적인 내부 리스크임. / 노조와 경영진 간의 첨예한 대립은 직접적인 내부",False,False
I098,네이버 실명 인증 ID 해킹,개인정보_보안_위협,COMPETITOR_PLATFORM_RISK,경쟁사_해외이슈,,,COMP_DOMESTIC_DIRECT_RISK,domestic,132.75,1,1,1,1,1815,1815,"""네이버 실명인증 id★텔𝓤𝓑𝓣𝓒99★트위터 해킹/비실명id.xqu"" - Results on X | Live Posts & Updates",x.com,"네이버 실명 인증 ID의 해킹 시도는 개인정보 보안의 취약성을 드러내며, 카카오 ID 및 관련 서비스의 보안 강화 및 이용자 보호 대책 마련의 필요성을 강조한다.",네이버 ID 해킹 시도는 카카오 ID의 보안 취약점을 점검하고 이용자 개인정보 보호를 위한 대책 마련의 중요성을 시사한다.,False,False
I099,"트럼프 행정부, AI 기업 지분 직접 인수 검토",AI 투자,GOV_AI_DIGITAL_POLICY,정부_국회,,GOV_AI_CORE_POLICY,COMP_OVERSEAS_PLATFORM_AI,overseas,132.5,1,1,1,1,2610,2610,"트럼프 행정부, AI 기업 지분 직접 인수 검토… ""공공 배당 재원 활용""",디지털데일리,"트럼프 행정부의 AI 기업 지분 직접 인수 검토는 AI 기술 투자 및 육성에 대한 정부의 적극적인 개입 의지를 보여주며, 글로벌 AI 산업 생태계 변화에 대한 전망을 제시함.","AI 기술의 중요성이 커짐에 따라 정부의 투자 동향은 산업 전반에 영향을 미치며, 카카오의 AI 사업 전략에도 참고가 될 수 있음.",False,False
I100,원화 스테이블코인 법제화 논의,디지털 자산/금융,GOV_FINANCIAL_DIGITAL_POLICY,산업동향,,GOV_DIGITAL_FINANCE_POLICY,COMP_DOMESTIC_FINANCE_COMMERCE,domestic,129.5,1,1,1,1,2779,2779,"금융사 가상자산 영토 확장 각축전···한투증권, 코인원 4자 연합 전면에",여성경제신문,"신한, KB금융, 토스, IBK기업은행 등 금융권이 원화 스테이블코인 법제화 및 공동 대응 방안을 논의했다는 소식임. 금융권의 디지털 자산 시장 진출 움직임을 보여줌.","디지털 금융 및 규제 관련 중요한 동향으로, 카카오의 디지털 금융 사업에 영향을 줄 수 있음.",False,False
I101,가상자산 시장 경쟁 심화,디지털 자산/금융,GOV_FINANCIAL_DIGITAL_POLICY,산업동향,,GOV_DIGITAL_FINANCE_POLICY,COMP_DOMESTIC_FINANCE_COMMERCE,domestic,129.5,1,1,1,1,2788,2788,한투·OKX 손잡은 코인원…가상자산 넘어 글로벌 종합 금융사 도약,아주경제,한투증권과 코인원이 손잡고 가상자산을 넘어 글로벌 종합 금융사로 도약하려는 움직임을 보임. 금융권의 디지털 자산 시장 진출 경쟁 심화를 보여줌.,"디지털 금융 및 가상자산 시장 경쟁 관련 중요한 동향으로, 카카오의 관련 사업에 영향을 줄 수 있음.",False,False
I102,카카오게임즈 경영진 교체,경영권/인선,SELF_DIRECT_RISK,자사_및_계열사_이슈,DIRECT_RISK,,,other,128.5,1,1,1,3,221,"221,94,192","매각 카카오게임즈, 대표 전격 교체 | 매각 카카오게임즈, 대표 전격 교체 | 매각 카카오게임즈, 대표 전격 교체",헤럴드경제 | v.daum.net | 네이트,매각 절차를 밟고 있는 카카오게임즈의 대표가 전격 교체됨. / 매각된 카카오게임즈의 대표가 전격 교체됨.,매각 중인 카카오게임즈의 대표 교체는 직접적인 내부 이슈임.,False,False
I103,"영국 반독점당국, 구글에 'AI 콘텐츠 차단권' 설치 명령",플랫폼 규제,GOV_PLATFORM_REGULATION,정부_국회,,GOV_REGULATORY_ENFORCEMENT,COMP_OVERSEAS_REGULATION_DATA,overseas,128.5,1,1,1,1,1449,1449,"영국 반독점당국, 구글에 'AI 콘텐츠 차단권' 설치 명령",임팩트온,"영국 반독점당국의 구글 대상 AI 콘텐츠 차단권 설치 명령은 AI 생성 콘텐츠의 저작권 및 공정 이용 문제에 대한 글로벌 규제 동향을 보여주며, 카카오의 AI 서비스 기획 및 콘텐츠 정책 수립에 참고가 될 수 있음.","AI 생성 콘텐츠에 대한 규제는 카카오의 AI 서비스 개발 및 운영에 직결되는 중요한 사안으로, 해외 사례를 통해 선제적으로 파악해야 함.",False,False
I104,MS의 AI 에이전트 검증 및 통제 기준 제시,AI_에이전트_거버넌스,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,GOV_AI_CORE_POLICY,COMP_OVERSEAS_PLATFORM_AI,overseas,128.5,1,1,1,1,2367,2367,"MS, AI 에이전트 검증·통제 기준 제시…""정책 위반 차단""",지디넷코리아,"MS가 제시하는 AI 에이전트 검증 및 통제 기준은 AI 에이전트의 책임 있는 개발 및 배포를 위한 중요한 가이드라인을 제시하며, 카카오의 AI 에이전트 개발 및 운영 정책 수립에 참고할 수 있다.","MS의 AI 에이전트 검증 및 통제 기준은 AI 서비스 거버넌스에 대한 글로벌 동향을 보여주며, 카카오의 AI 에이전트 개발 및 규제 대응에 중요한 참고 자료가 된다.",False,False
I105,카카오게임즈 실적 발표,계열사 실적,SELF_AFFILIATE_BUSINESS,자사_및_계열사_이슈,FILLER_REFERENCE,,,other,127.5,2,2,1,1,211,211,"카카오게임즈, 2026년 1분기 매출액 829억 영업손실 255억 기록",인벤,카카오게임즈의 실적 발표는 카카오 전체 연결 실적에 영향을 미치는 사안이므로 참고할 필요가 있음. 구체적인 경영 전략이나 중대한 변화가 없다면 FILLER_REFERENCE로 분류함.,"카카오게임즈의 실적 발표는 자사 관련 소식이나, 경영진 인지 및 외부 커뮤니케이션이 필요한 직접적 이슈가 아니므로 FILLER_REFERENCE로 분류함.",False,False
I106,카카오톡 선물하기 공식 입점,카카오톡 서비스 입점,SELF_AFFILIATE_BUSINESS,자사_및_계열사_이슈,FILLER_REFERENCE,,,other,127.5,2,2,1,1,177,177,"레스팅거, 카카오톡 선물하기 공식 입점…온·오프라인 유통망 전방위 확대",컨슈머타임스,"레스팅거의 카카오톡 선물하기 공식 입점은 카카오톡 플랫폼의 사업 확장 사례로, 특별히 중대한 리스크나 정책적 시사점은 없어 FILLER_REFERENCE로 분류함.","카카오톡 선물하기 서비스 입점은 일반적인 사업 확장 사례이며, 직접적인 정책 영향이나 리스크가 없어 FILLER_REFERENCE로 분류함.",False,False
I107,AI 시장 급성장,AI_시장_동향,GOV_AI_DIGITAL_POLICY,산업동향,,GOV_AI_CORE_POLICY,,overseas,126.5,1,1,1,1,668,668,"스페이스X IPO 띄우는 골드만삭스 ""AI 매출 5년새 100배 급증""",연합뉴스,AI 시장의 급성장으로 인해 관련 투자 및 매출이 크게 증가할 것으로 예상됨.,AI 시장의 급성장은 카카오의 AI 전략 수립에 필수적인 시장 동향 정보임.,False,False
I108,온라인 커머스 플랫폼의 질적 차별화,플랫폼 시장,INDUSTRY_STRUCTURAL_CHANGE,산업동향,,,,other,125.5,1,3,1,1,2783,2783,"성숙기 맞은 온라인 커머스 플랫폼… ""질적 차별화와 전략적 진화 필요"" [2026 온라인유통산업 웨비나]",IT조선,온라인 커머스 플랫폼 시장이 성숙기에 접어들어 질적 차별화와 전략적 진화가 필요하다는 논의가 있었음. 카카오의 커머스 사업 방향에 참고할 수 있음.,온라인 커머스 플랫폼 시장의 주요 트렌드 및 발전 방향에 대한 중요한 논의임.,False,False
I109,카카오페이지 웹툰 론칭,카카오페이지,SELF_AFFILIATE_BUSINESS,자사_및_계열사_이슈,FILLER_REFERENCE,,,other,124.0,2,2,1,3,20,"20,21,95","누적 조회수 3.7억 '괴담출근', 웹툰 론칭…5일 카카오페이지 공개 | 카카오페이지, '괴담출근' 웹툰 5일 오후 10시 공개 | 카카오페이지, '괴담출근' 웹툰 5일 오후 10시 공개",전자신문 | 뉴스1 | 파이낸셜뉴스,카카오페이지가 신규 웹툰 '괴담출근'을 론칭하는 소식임.,"서비스 콘텐츠 론칭 소식으로, 직접적인 영향이나 중요도는 낮음.",False,False
I110,카카오모빌리티 미래 관련 기고,카카오모빌리티,SELF_AFFILIATE_BUSINESS,자사_및_계열사_이슈,FILLER_REFERENCE,,,other,122.0,2,2,1,2,23,"23,127",[기고] 누가 카카오모빌리티의 미래를 막았는가 | [기고] 누가 카카오모빌리티의 미래를 막았는가,이데일리 | 네이트,카카오모빌리티의 미래에 대한 비판적인 시각을 담은 기고문임.,"기고문 형식의 의견 개진으로, 직접적인 영향이나 중요도는 낮음.",False,False
I111,AI 기반 보안 솔루션 및 개인정보 유출 조사,AI 보안,GOV_AI_DIGITAL_POLICY,정부_국회,,GOV_AI_CORE_POLICY,,other,121.5,1,1,1,1,388,388,[#시큐리티 포커스] 라온 '금융권 PQC 공급' 확대·파수AI 'AI DLP 전략' 공개·인피닉 'AI 영상분석 PoC 프로그램'·KISIA '日 정보보호 협력'·KISA '암호모듈 전문교육'·개보위-과기부 '티빙 개인정보 유출' 조사,뉴스웍스,"AI 기반 보안 솔루션 동향(AI DLP, AI 영상분석 등) 및 티빙 개인정보 유출 조사 뉴스는 카카오의 AI 기술 활용 시 보안 및 개인정보 보호 측면에서 고려해야 할 사항들을 제시함.",AI 기술 발전과 더불어 개인정보 유출 사고 및 관련 규제 동향은 카카오의 AI 서비스 보안 및 개인정보 보호 정책 수립에 매우 중요한 정보임.,False,False
