id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_basis,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v26_2_profile_reason,v26가드레일사유,v27_event_key
725,정부/국회,정부_국회,공정거래위원회,"공정위, 플랫폼 '갑질' 전방위 조사…배달·숙박·오픈마켓 정조준",공정위 플랫폼 갑질 전방위 조사 배달 숙박 오픈마켓 정조준,미래경제,미래경제,"Thu, 09 Jul 2026 23:55:00 GMT","공정위, 플랫폼 '갑질' 전방위 조사…배달·숙박·오픈마켓 정조준 미래경제",https://news.google.com/rss/articles/CBMibEFVX3lxTE5DTUdsM29URXUtV29tVGE1M3B6djgtVDZJRHBod1pHNm1vcnpSRHFHemgwYzNtUFJUTFBpQUFBa0VVQ2QzNHpWWE9OVEdCMnZPdnNrbjgxNTI5UEJpZUV5RGNwRzRic2RLbFVKag?oc=5,google_rss_공정거래위원회 조사 when:4d,97.0,55.5,"antitrust_platform,market_power_platform",antitrust_general,공정위,,,,,,,general,0.0,,official_action,global_incident:platform_regulation:fair_trade_authority:platform_regulation,general,,"generic_platform_without_digital_business_context:actor=False,change=False,bridge=False",0,,,,97.0,"policy_legislation,market_power_platform",government:regulatory_enforcement,global_incident:platform_regulation:fair_trade_authority:platform_regulation:general,global_incident:platform_regulation:fair_trade_authority:platform_regulation,정부_국회,GOV_PLATFORM_REGULATION,government_regulatory_enforcement,global_incident:platform_regulation:fair_trade_authority:platform_regulation,카카오 플랫폼·AI·대관 대응 경로에 영향을 줄 수 있는 정책/감독 이슈,4,5,4,,,로컬 보조 라벨,local_low_confidence,,GOV_REGULATORY_ENFORCEMENT,,other,카카오 플랫폼·AI·대관 대응 경로에 영향을 줄 수 있는 정책/감독 이슈,,global_incident:platform_regulation:fair_trade_authority:platform_regulation,government_regulatory_enforcement,,,
554,정부/국회,정부_국회,방송미디어통신위원회,"방미통위, 정책홍보에 'AI' 입혔다…숏폼·모니터링 업무 자동화",방미통위 정책홍보에 ai 입혔다 숏폼 모니터링 업무 자동화,v.daum.net,v.daum.net,"Fri, 10 Jul 2026 08:46:46 GMT","방미통위, 정책홍보에 'AI' 입혔다…숏폼·모니터링 업무 자동화 v.daum.net",https://news.google.com/rss/articles/CBMiVEFVX3lxTFB4eHNtSUl6UHhpMl96aUV5QkhNV0dMZ3Q2NEEyOGgzRWEwaFpNcG05TU16MUMwakROdWtLX3ItWVZoVlJEXzVCVmtkaGJZOFRRaFR0MQ?oc=5,google_rss_방송미디어통신위원회 when:4d,97.0,52.5,"ai_infrastructure_security,policy_legislation",ai_infrastructure_security,방미통위,,,,,,,general,0.0,,business_change,event:방미통위:ai_infrastructure_security+policy_legislation,general,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,,,,97.0,"policy_legislation,ai_infrastructure_security",government:tech_security_policy,,,정부_국회,SELF_AFFILIATE_BUSINESS,self_filler_reference,self_filler_reference:방미통위 정책홍보에 ai 입혔다 숏폼 모니터링 업무 자동화,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,2,2,5,,,v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류,local_low_confidence,OFF_TOPIC,GOV_AI_CORE_POLICY,,other,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,,self_filler_reference:방미통위 정책홍보에 ai 입혔다 숏폼 모니터링 업무 자동화,self_filler_reference,,,
947,정부/국회,정부_국회,금융위원회,"[AI 정책] ""AI 공격은 AI로 방어""…금융위, 금융권 망분리 전면 해제 카드 꺼냈다",ai 정책 ai 공격은 ai로 방어 금융위 금융권 망분리 전면 해제 카드 꺼냈다,AI라이프경제,AI라이프경제,"Fri, 10 Jul 2026 00:50:47 GMT","[AI 정책] ""AI 공격은 AI로 방어""…금융위, 금융권 망분리 전면 해제 카드 꺼냈다 AI라이프경제",https://news.google.com/rss/articles/CBMia0FVX3lxTE5YeVUxZ3Q0eExxMnFVMWxXVmhnTlR0N3dzM2ROSk1wRDZVdUtQMndsS0tLdkZSWnk4M19fd05ZQkRPSmlQS2pkblo2R0FqRlpDZkJZbk1QNEl0SWVYdzZRQ1M1c1JuOEYxZ2tN?oc=5,google_rss_금융위원회 AI when:4d,97.0,52.5,"ai_infrastructure_security,policy_legislation",ai_infrastructure_security,금융위,,,,,,,general,0.0,,business_change,event:금융위:ai_infrastructure_security+policy_legislation,general,,"insufficient_industry_basis:actor=False,change=True,bridge=False",1,,,,97.0,"policy_legislation,ai_infrastructure_security",government:tech_security_policy,,,정부_국회,GOV_AI_DIGITAL_POLICY,government_ai_core_policy,government_ai_core_policy:ai 정책 ai 공격은 ai로 방어 금융위 금융권 망분리 전면 해제 카드 꺼냈다,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,5,4,5,,,로컬 보조 라벨,local_low_confidence,,GOV_AI_CORE_POLICY,,other,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,,government_ai_core_policy:ai 정책 ai 공격은 ai로 방어 금융위 금융권 망분리 전면 해제 카드 꺼냈다,government_ai_core_policy,,,
1728,정부/국회,정부_국회,국가AI전략위원회,"[국회] 강득구 의원, 도서관은 AI시대 국가 핵심 인프라 강화:시사앤피플",국회 강득구 의원 도서관은 ai시대 국가 핵심 인프라 강화 시사앤피플,시사앤피플,시사앤피플,"Thu, 09 Jul 2026 18:31:00 GMT","[국회] 강득구 의원, 도서관은 AI시대 국가 핵심 인프라 강화:시사앤피플 시사앤피플",https://news.google.com/rss/articles/CBMiSEFVX3lxTE1ZVkFya3JXaGdabTM5Umh2VzdqRFplNzdNcHZKUFhTQ0lfdWdNRVBOcXhNYllrNjZYYi1FcVRneFVYNUdnb1h6btIBZEFVX3lxTE9hLV8zMVl3VndEY0pESktRaWNxVnBzNVZVVW9aUXBmb2xBamxGQTdsbjdLUnV0Mm1BUWExdndVUGRjUEJZZ0kySHBvUEhYckVYSGRmZXlYR2hKM25RbjA2bHRJYUk?oc=5,google_rss_국가AI전략위원회 when:4d,97.0,50.0,"ai_infrastructure_security,policy_legislation",ai_infrastructure_security,,,,,,,,general,0.0,,business_change,,general,,"insufficient_industry_basis:actor=False,change=True,bridge=False",1,,,,97.0,"policy_legislation,ai_infrastructure_security",government:tech_security_policy,,,정부_국회,GOV_AI_DIGITAL_POLICY,government_ai_core_policy,AI 정책 컨트롤타워 인선/공백,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,5,4,5,,,로컬 보조 라벨,local_low_confidence,,GOV_AI_CORE_POLICY,,other,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,,AI 정책 컨트롤타워 인선/공백,government_ai_core_policy,,,
60,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,카카오게임즈 '오딘' 출시 5주년 업데이트로 양대 마켓 '매출 1위',카카오게임즈 오딘 출시 5주년 업데이트로 양대 마켓 매출 1위,네이트,네이트,"Mon, 13 Jul 2026 01:58:00 GMT",카카오게임즈 '오딘' 출시 5주년 업데이트로 양대 마켓 '매출 1위' 네이트,https://news.google.com/rss/articles/CBMiU0FVX3lxTFBWWFphUzhvYS1uaG1KcHNhSDNpdGV3THVackYwWFVwdjE0MEh0VFdDeUlBY2VCaDRmbXFBTE9JNkNqQ1Z3U1pRak5PdEFGUHBtNWNR?oc=5,google_rss_카카오 when:4d,95.8,50.0,"earnings,financial_performance",financial_performance,"카카오,카카오게임즈",,,,,,,general,24.0,published_today,general,event:카카오+카카오게임즈:financial_performance,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,,,,95.8,financial_performance,self:financial_performance,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_strategic_reference,self_strategic_reference:카카오게임즈 오딘 출시 5주년 업데이트로 양대 마켓 매출 1위,"카카오·계열사의 사업 확장, 제휴, MOU, 신규 서비스 참고 이슈",4,3,4,,,v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,local_low_confidence,STRATEGIC_REFERENCE,,,other,,,self_strategic_reference:카카오게임즈 오딘 출시 5주년 업데이트로 양대 마켓 매출 1위,self_strategic_reference,,,
3367,산업동향,산업동향,인공지능 산업 동향,"""AI 데이터센터 전력 기술 협력""...LS일렉트릭, 독일 인피니언과 맞손",ai 데이터센터 전력 기술 협력 ls일렉트릭 독일 인피니언과 맞손,한국면세뉴스,한국면세뉴스,"Mon, 13 Jul 2026 00:42:36 GMT","""AI 데이터센터 전력 기술 협력""...LS일렉트릭, 독일 인피니언과 맞손 한국면세뉴스",https://news.google.com/rss/articles/CBMiakFVX3lxTE43dDhYbF9RSHpYR0RJU3JPRGRKdVgycDA5dG1fNmFsSFdxS1VTNEotU0pVQ3hEOFZlNHRhYWlkNzEwUC1iT2hXT2RyX0s0R3NKaVViZ3c0c2V5MVhvUXZkZk52N2w4RDk5U3c?oc=5,google_rss_인공지능 산업 동향 when:4d,95.0,35.0,"ai_infrastructure_security,aidc_datacenter",aidc_law_power,,,,,,,,general,24.0,published_today,business_change,,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,95.0,ai_infrastructure_security,industry:ai_infrastructure,,,경쟁사_해외이슈,GOV_AI_DIGITAL_POLICY,government_ai_core_policy,국가 AI 인프라/AIDC/GPU 정책,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,4,4,5,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local_low_confidence,,OFF_TOPIC,,other,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,,국가 AI 인프라/AIDC/GPU 정책,government_ai_core_policy,,,
63,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"엔씨, 카카오게임즈 상대 저작권 소송 완패...'아키에이지워' 이어 '롬' 소송도 패소",엔씨 카카오게임즈 상대 저작권 소송 완패 아키에이지워 이어 롬 소송도 패소,생생비즈플러스,생생비즈플러스,"Mon, 13 Jul 2026 00:28:26 GMT","엔씨, 카카오게임즈 상대 저작권 소송 완패...'아키에이지워' 이어 '롬' 소송도 패소 생생비즈플러스",https://news.google.com/rss/articles/CBMibEFVX3lxTE1wM2o3SGJtT0ctd1haVFJNOTB6aEk4X0h6N2ozdmVaRzNPQWYxN1VNdksyamhBNjFOd04wSTZwNWJCb2EtNHdWd2M4M3VvbWRiRzBYbEJxNE9qemU0QnA0bEdkTE4yTkJ5Zy1ERA?oc=5,google_rss_카카오 when:4d,94.8,35.0,copyright_ai,copyright_ai,"카카오,카카오게임즈",,,,,,,general,24.0,published_today,direct_risk,event:카카오+카카오게임즈:copyright_ai,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,94.8,,,,,자사_및_계열사_이슈,SELF_DIRECT_RISK,self_legal_regulatory,self_legal_regulatory:엔씨 카카오게임즈 상대 저작권 소송 완패 아키에이지워 이어 롬 소송도 패소,카카오 또는 계열사에 직접 발생한 외부 대응 필요 이슈,5,5,5,,,로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전,local_low_confidence,DIRECT_RISK,,,other,,,self_legal_regulatory:엔씨 카카오게임즈 상대 저작권 소송 완패 아키에이지워 이어 롬 소송도 패소,self_legal_regulatory,,,
1294,정부/국회,정부_국회,행정안전부,"안산시, 행안부 국가 AI 프로젝트 선정… AI 기반 행정혁신 본격 추진",안산시 행안부 국가 ai 프로젝트 선정 ai 기반 행정혁신 본격 추진,뉴스21 통신,뉴스21 통신,"Sun, 12 Jul 2026 10:06:44 GMT","안산시, 행안부 국가 AI 프로젝트 선정… AI 기반 행정혁신 본격 추진 뉴스21 통신",https://news.google.com/rss/articles/CBMiVkFVX3lxTFBuV0JLRWY3NWF3TlFHQ2UtR1JUbnI2Mkp6QUI2SWFpS0YwM290c0RYTTJNSjJBcU8zaVNTRVJGbnpleU52TEIxcUtHQ045blRvOHVUQTZn?oc=5,google_rss_행정안전부 when:4d,94.6,40.0,ai_infrastructure_security,ai_infrastructure_security,행안부,,,,,,,general,14.0,published_yesterday,business_change,event:행안부:ai_infrastructure_security,general,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,,,,94.6,ai_infrastructure_security,government:tech_security_policy,,,정부_국회,GOV_AI_DIGITAL_POLICY,government_ai_core_policy,government_ai_core_policy:안산시 행안부 국가 ai 프로젝트 선정 ai 기반 행정혁신 본격 추진,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,5,4,5,,,로컬 보조 라벨,local_low_confidence,,GOV_AI_CORE_POLICY,,other,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,,government_ai_core_policy:안산시 행안부 국가 ai 프로젝트 선정 ai 기반 행정혁신 본격 추진,government_ai_core_policy,,,
381,정부/국회,정부_국회,과학기술정보통신부,"과기정통부·OECD, AI 시대 인재양성 보고서 공개...디지털 역량 강화가 핵심",과기정통부 oecd ai 시대 인재양성 보고서 공개 디지털 역량 강화가 핵심,테크데일리,테크데일리,"Fri, 10 Jul 2026 06:51:57 GMT","과기정통부·OECD, AI 시대 인재양성 보고서 공개...디지털 역량 강화가 핵심 테크데일리",https://news.google.com/rss/articles/CBMickFVX3lxTE1IVkJ1aEoza0NkMnhkNUYzNThMc3paVnh6RXZFYVg5UXJtQWtmQ1Z1cTYyNjFZdkVDMG9lWXNlTUozMDFhdW9wbTNPTzE1TG5uMklJVnZUR0ZNakU3N0dKekoyeWV1ZVk4eEFoRmNXU2xSQdIBckFVX3lxTE1IVkJ1aEoza0NkMnhkNUYzNThMc3paVnh6RXZFYVg5UXJtQWtmQ1Z1cTYyNjFZdkVDMG9lWXNlTUozMDFhdW9wbTNPTzE1TG5uMklJVnZUR0ZNakU3N0dKekoyeWV1ZVk4eEFoRmNXU2xSQQ?oc=5,google_rss_과학기술정보통신부 when:4d,94.0,45.5,ai_infrastructure_security,ai_infrastructure_security,과기정통부,,,,,,,general,0.0,,business_change,event:과기정통부:ai_infrastructure_security,rumor_or_report,,"insufficient_industry_basis:actor=False,change=True,bridge=False",1,,,,94.0,ai_infrastructure_security,government:tech_security_policy,,,정부_국회,GOV_AI_DIGITAL_POLICY,government_ai_core_policy,government_ai_core_policy:과기정통부 oecd ai 시대 인재양성 보고서 공개 디지털 역량 강화가 핵심,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,5,4,5,,,로컬 보조 라벨,local_low_confidence,,GOV_AI_CORE_POLICY,,other,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,,government_ai_core_policy:과기정통부 oecd ai 시대 인재양성 보고서 공개 디지털 역량 강화가 핵심,government_ai_core_policy,,,
34,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"[Game & Now] 넥슨, 미래 개발자 육성…카카오게임즈 ‘오딘’ 구글 매출 1위",game now 넥슨 미래 개발자 육성 카카오게임즈 오딘 구글 매출 1위,ebn.co.kr,ebn.co.kr,"Mon, 13 Jul 2026 01:31:22 GMT","[Game & Now] 넥슨, 미래 개발자 육성…카카오게임즈 ‘오딘’ 구글 매출 1위 ebn.co.kr",https://news.google.com/rss/articles/CBMiaEFVX3lxTFBZQVRJNmt1cnIydHlVcG9RSUpyUmx1ZEF1U3VIMDZpOFc5WGpiZ0F5WVdvTjAwTl94TDRqdlFpV1VzY1lDYWlES2tsT3ZPekszUzA0S2p5LVdGbi1UQzNNVGFabEp6N2pT?oc=5,google_rss_카카오 when:4d,93.8,52.5,"earnings,financial_performance",financial_performance,"구글,카카오,카카오게임즈",,,,,,,general,24.0,published_today,general,event:구글+카카오:financial_performance,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,93.8,financial_performance,self:financial_performance,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_strategic_reference,self_strategic_reference:game now 넥슨 미래 개발자 육성 카카오게임즈 오딘 구글 매출 1위,"카카오·계열사의 사업 확장, 제휴, MOU, 신규 서비스 참고 이슈",4,3,4,,,v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,local_low_confidence,STRATEGIC_REFERENCE,,COMP_GENERAL_LOW_RELEVANCE,overseas,,카카오 현직자가 사업 방향과 외부 질의 가능성을 참고할 실질 변화,self_strategic_reference:game now 넥슨 미래 개발자 육성 카카오게임즈 오딘 구글 매출 1위,self_strategic_reference,,,
176,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오, 광고사업 성장 속 개인정보 활용 논란 확대",카카오 광고사업 성장 속 개인정보 활용 논란 확대,스페셜경제,스페셜경제,"Fri, 10 Jul 2026 06:16:28 GMT","카카오, 광고사업 성장 속 개인정보 활용 논란 확대 스페셜경제",https://news.google.com/rss/articles/CBMibEFVX3lxTE9JWnZwbjVJYks3cHJpZGo1YndVN3Z4Yy1oTEJ4ODhRX2M1Ujh5d0xCZGJ6bkJfZ2ptZGVkcVRMQzFRYlYtQ2hUTHhYMG9iRTh0UlFYck9IbS1GdkNoLTVQY1VNeG5TTXhOTmVoVA?oc=5,google_rss_카카오 카카오페이 when:4d,91.0,124.5,"search_ads,service_reform_backlash",service_reform_backlash,카카오,,Y,,,,self:platform_obligation,platform_operator_obligation,0.0,,direct_risk,privacy_security:kakao:data_leak,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,,,,91.0,service_reform_backlash,self:platform_obligation,global_incident:platform_regulation:kakao:platform_data_protection_obligation:general,global_incident:platform_regulation:kakao:platform_data_protection_obligation,자사_및_계열사_이슈,SELF_DIRECT_RISK,self_privacy_security,global_incident:platform_regulation:kakao:platform_data_protection_obligation,카카오 또는 계열사에 직접 발생한 외부 대응 필요 이슈,5,5,5,,,로컬 보조 라벨,local_low_confidence,DIRECT_RISK,,,other,,,global_incident:platform_regulation:kakao:platform_data_protection_obligation,self_privacy_security,,,
92,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,구조조정에 영업비 누적까지…카카오 '실적 반등' 난항,구조조정에 영업비 누적까지 카카오 실적 반등 난항,catchnews.kr,catchnews.kr,"Fri, 10 Jul 2026 08:58:00 GMT",구조조정에 영업비 누적까지…카카오 '실적 반등' 난항 catchnews.kr,https://news.google.com/rss/articles/CBMiakFVX3lxTE5ZSWU2UVRvSnMzQnp2cGN6MWpBbGR3Yk1ZVThGS3h2NmNuWHZoemFYUWJ1NXRIZC1XVGN4OUllcDBnQTQxalo0dk0waDBFLVNiTy1EV3pIb184WFJyTk15UDc1M1FldUY0bUHSAW5BVV95cUxNOC1QeUhwcUU3aUNmXzlna2lOSHF2cm9xenhycHFnb3FoQVl3T09McDdibHNfaDZrRFBPWFpBX2ROQVM5QXVpSlUwbVlNM01fLWxFeFhlcGlFb2hMYWZ1V2RUM3Y4RnVqaERxN2VlZw?oc=5,google_rss_카카오 노조 when:4d,88.0,57.5,"earnings,financial_performance,labor_dispute",labor_general,카카오,,,,,,,general,0.0,,direct_risk,event:카카오:financial_performance+labor_dispute,vote_or_mediation,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,88.0,financial_performance,self:financial_performance,,,자사_및_계열사_이슈,SELF_DIRECT_RISK,self_labor,카카오 노조 임단협/파업 및 내부 갈등,카카오 또는 계열사에 직접 발생한 외부 대응 필요 이슈,5,5,5,,,로컬 보조 라벨,local_low_confidence,DIRECT_RISK,,,other,,,카카오 노조 임단협/파업 및 내부 갈등,self_labor,,,
147,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"신한투자증권 ""카카오, AI 수익화 검증 필요"" 당부 보고서 촉각",신한투자증권 카카오 ai 수익화 검증 필요 당부 보고서 촉각,파이낸셜포스트,파이낸셜포스트,"Thu, 09 Jul 2026 23:19:39 GMT","신한투자증권 ""카카오, AI 수익화 검증 필요"" 당부 보고서 촉각 파이낸셜포스트",https://news.google.com/rss/articles/CBMidEFVX3lxTE5tRnkyN0ZldUc2MVNFUEFPSDhSOW9kSlJkT2pQZENqY2ZfWW9zQzgtci1RRmZnWnRmZHYwOXo0TUlwU2JSeENuSXpqTDJ1QjQwcEJWQ0wybHJsNkgwWG5xZVFKUVRSaGNUejk4SmxjMVJOVXI2?oc=5,google_rss_카카오 AI when:4d,75.0,48.5,"ai_infrastructure_security,platform_obligation",ai_infrastructure_security,카카오,,,,,,,general,0.0,,business_change,event:카카오:ai_infrastructure_security+platform_obligation,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,,,,75.0,"ai_infrastructure_security,platform_obligation",self:ai_strategy,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_strategic_reference,self_strategic_reference:신한투자증권 카카오 ai 수익화 검증 필요 당부 보고서 촉각,"카카오·계열사의 사업 확장, 제휴, MOU, 신규 서비스 참고 이슈",4,3,4,,,v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,local_low_confidence,STRATEGIC_REFERENCE,,,other,,,self_strategic_reference:신한투자증권 카카오 ai 수익화 검증 필요 당부 보고서 촉각,self_strategic_reference,,,
31,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오페이증권, 투자매매업 인가 취득…""종합증권사 도약 발판""",카카오페이증권 투자매매업 인가 취득 종합증권사 도약 발판,뉴스1,뉴스1,"Mon, 13 Jul 2026 00:11:58 GMT","카카오페이증권, 투자매매업 인가 취득…""종합증권사 도약 발판"" 뉴스1",https://news.google.com/rss/articles/CBMiaEFVX3lxTE1VYXpFTXlUNE1MUGxQYzVXdnd3N3Q1N0R1RUNTUzZBeDFyeUFDSzA3d0ZUS1M4Mi1lLTdkRXV5dWFuT2p5QUY0cTg5ajJyUmY2NEtBejF4RzhyVlNXdERYNEpscWl2MVUx?oc=5,google_rss_카카오 when:4d,74.3,22.0,,,"카카오,카카오페이",,,,,,,general,29.0,published_today+exclusive_breaking,general,,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,,,,74.3,,,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_strategic_reference,self_strategic_reference:카카오페이증권 투자매매업 인가 취득 종합증권사 도약 발판,"카카오·계열사의 사업 확장, 제휴, MOU, 신규 서비스 참고 이슈",4,3,4,,,v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,local_low_confidence,STRATEGIC_REFERENCE,,,other,,,self_strategic_reference:카카오페이증권 투자매매업 인가 취득 종합증권사 도약 발판,self_strategic_reference,,,
214,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오게임즈, 자사주 60% 소각...상장 후 처음",카카오게임즈 자사주 60 소각 상장 후 처음,게임와이,게임와이,"Sun, 12 Jul 2026 17:30:44 GMT","카카오게임즈, 자사주 60% 소각...상장 후 처음 게임와이",https://news.google.com/rss/articles/CBMiZkFVX3lxTFBack5lMHJMa1FnM181UFZaY3dsMFpfbU9lam9ob3o1ZFZQSVduanBuemlmZ0JNa3VDMnEzMTMzOWFIcmVPcWdxLTNFems0aWdZQnM2bVNSQk9ybXBIYXhzcm0xOUZCUdIBakFVX3lxTE9BTlBrdFp6MG9WT0hnXzZVcU9mRXFsbnZwRlFSZkN0TVIxZVhFS0ZGOFV0Ty1hRW1WYzEyQXl0Sk5kQk5kYnZnSEZNU3RsdktIQjJJeE8zUUI3SlNNSDJqZEtaeU9NQ0czdGc?oc=5,google_rss_카카오 카카오게임즈 when:4d,73.8,84.0,"financial_performance,strategy_mna_governance",financial_performance,"카카오,카카오게임즈",v43_self_not_actual_actor:OFF_TOPIC,,Y,must_review:self_strict:strategy_mna:strategy_mna_governance,,,direct_self_risk,24.0,published_today,direct_risk,global_incident:mna_capital:kakao:mna_capital,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,73.8,"strategy_mna_governance,financial_performance",self:strategy_mna,global_incident:mna_capital:kakao:mna_capital:general,global_incident:mna_capital:kakao:mna_capital,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,global_incident:mna_capital:kakao:mna_capital,카카오 대외협력 관점 간접 참고,5,4,5,,,로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전,local_low_confidence,OFF_TOPIC,,,other,,,global_incident:mna_capital:kakao:mna_capital,self_filler_reference,,,
122,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"윤호영 카카오뱅크 대표 ""한국-몽골, 함께 성장하는 AI 금융 생태계 만들 것""",윤호영 카카오뱅크 대표 한국 몽골 함께 성장하는 ai 금융 생태계 만들 것,한경매거진&북,한경매거진&북,"Fri, 10 Jul 2026 08:43:00 GMT","윤호영 카카오뱅크 대표 ""한국-몽골, 함께 성장하는 AI 금융 생태계 만들 것"" 한경매거진&북",https://news.google.com/rss/articles/CBMiaEFVX3lxTE1tLUpETkFXNV9idTNJTE1XdkNGN09ycEFheDZaUUw4SGFCZ0NVUW1QNlhZR09zQmRIUFdZQWZWR2pIdGg5UlhVRE1TOE1pLXBaT1N3cGY2VHk2QkV0RkROQmZJNW00VVBI?oc=5,google_rss_카카오 지분 when:4d,71.0,32.0,ai_infrastructure_security,ai_infrastructure_security,"카카오,카카오뱅크",,,,,,,general,0.0,,direct_risk,global_incident:leadership_service:kakao:leadership_service,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,,,,71.0,ai_infrastructure_security,self:ai_strategy,global_incident:leadership_service:kakao:leadership_service:general,global_incident:leadership_service:kakao:leadership_service,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_strategic_reference,global_incident:leadership_service:kakao:leadership_service,"카카오·계열사의 사업 확장, 제휴, MOU, 신규 서비스 참고 이슈",4,3,4,,,v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,local_low_confidence,STRATEGIC_REFERENCE,,,other,,,global_incident:leadership_service:kakao:leadership_service,self_strategic_reference,,,
