id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_basis,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v26_2_profile_reason
318,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오엔터프라이즈, 'SW 교육 페스티벌' AI 교육·서비스 지원",카카오엔터프라이즈 sw 교육 페스티벌 ai 교육 서비스 지원,아이뉴스24,아이뉴스24,"Tue, 23 Jun 2026 15:46:04 GMT","카카오엔터프라이즈, 'SW 교육 페스티벌' AI 교육·서비스 지원 아이뉴스24",https://news.google.com/rss/articles/CBMiTEFVX3lxTE5lVWdBRVRGNnBENU9VSFVmdDhUR0pmaEVGNGRBdFNyZnMzYWhKWlgtTU9IV2FQVTQ2UnRlYUVtVEF3eU9FaHBJQ3pKXzc?oc=5,google_rss_카카오 카카오 조직개편 when:2d,72.3,32.5,"ai_infrastructure_security,self_pr_promo",ai_infrastructure_security,"카카오,카카오엔터",,,,,,,general,14.0,published_yesterday,business_change,event:카카오+카카오엔터:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,72.3,ai_infrastructure_security,self:ai_strategy,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,self_filler_reference:카카오엔터프라이즈 sw 교육 페스티벌 ai 교육 서비스 지원,직접 리스크는 아니지만 자사 섹션 보강용으로 참고 가능한 홍보·캠페인성 이슈,2,2,3,,,v40: 강한 자사 이슈가 없을 때 3순위로 허용하는 소프트 홍보 이슈,local_low_confidence,FILLER_REFERENCE,,,other,,,self_filler_reference:카카오엔터프라이즈 sw 교육 페스티벌 ai 교육 서비스 지원,self_filler_reference,
288,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"""개인정보 무단 활용"" ""혁신 서비스"" 카카오 브랜드 메시지 1년째 논란",개인정보 무단 활용 혁신 서비스 카카오 브랜드 메시지 1년째 논란,한국일보,한국일보,"Tue, 23 Jun 2026 19:30:00 GMT","""개인정보 무단 활용"" ""혁신 서비스"" 카카오 브랜드 메시지 1년째 논란 한국일보",https://news.google.com/rss/articles/CBMic0FVX3lxTFBaQW00WmxNVWMzM3I3WFA1YWlxX3IybVNmVW9jUjlnVWplU3JwQ3lZcnM3WWIxRWhLbzlhalR3bWt4S0VtTVFSeGpTSHVDTnZFWmRKOFlscGRFUUtxeEdCdXZFUnJ5MHk2Y0J2UDYzTWRHT2vSAXNBVV95cUxQWkFtNFpsTVVjMzNyN1hQNWFpcV9yMm1TZlVvY1I5Z1VqZVNycEN5WXJzN1liMUVoS285YWpUd21reEtFbU1RUnhqU0h1Q052RVpkSjhZbHBkRVFLcXhHQnV2RVJyeTB5NmNCdlA2M01kR09r?oc=5,google_rss_카카오 개인정보 when:2d,71.3,28.5,,,카카오,,,,,,,general,14.0,published_yesterday,direct_risk,privacy_security:kakao:data_leak,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,71.3,,,global_incident:platform_regulation:kakao:platform_regulation:general,global_incident:platform_regulation:kakao:platform_regulation,자사_및_계열사_이슈,SELF_DIRECT_RISK,self_privacy_security,global_incident:platform_regulation:kakao:platform_regulation,카카오 또는 계열사에 직접 발생한 외부 대응 필요 이슈,5,5,5,,,로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전,local_low_confidence,DIRECT_RISK,,,other,,,global_incident:platform_regulation:kakao:platform_regulation,self_privacy_security,
151,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오, 2025 지속가능성 보고서 발간…ESG 경영 성과 담았다",카카오 2025 지속가능성 보고서 발간 esg 경영 성과 담았다,뉴스1,뉴스1,"Wed, 24 Jun 2026 04:56:43 GMT","카카오, 2025 지속가능성 보고서 발간…ESG 경영 성과 담았다 뉴스1",https://news.google.com/rss/articles/CBMiaEFVX3lxTE0yR2g3UTd3UExBX1Q2WmpsdldfTW1CYnlUcllfbnRXMlJaZlJHOTltUXMwR2N6aFpvQzhPc19xY0dwWjlYZjFxM0dkUVZLN0JBRl9IR3prN2lXMFhoWlkyZldENjh3Ri05?oc=5,google_rss_카카오 AI when:2d,70.3,29.5,platform_obligation,platform_obligation,카카오,,,,,,,general,14.0,published_yesterday,general,event:카카오:platform_obligation,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,70.3,platform_obligation,self:general,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,self_filler_reference:카카오 2025 지속가능성 보고서 발간 esg 경영 성과 담았다,직접 리스크는 아니지만 자사 섹션 보강용으로 참고 가능한 홍보·캠페인성 이슈,2,2,3,,,v40: 강한 자사 이슈가 없을 때 3순위로 허용하는 소프트 홍보 이슈,local_low_confidence,FILLER_REFERENCE,,,other,,,self_filler_reference:카카오 2025 지속가능성 보고서 발간 esg 경영 성과 담았다,self_filler_reference,
159,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오, 2025년 ESG 보고서 발간",카카오 2025년 esg 보고서 발간,파이낸셜뉴스,파이낸셜뉴스,"Wed, 24 Jun 2026 04:44:55 GMT","카카오, 2025년 ESG 보고서 발간 파이낸셜뉴스",https://news.google.com/rss/articles/CBMiWkFVX3lxTE5NT1F4MHVQOVNmaXdKVEJubmFRZnVHN3d3RjFQZDROOU14MXlWUzg3WGlmOWc0cjM4bzM1MGpoOGowRDYwT2NCOVh3LXF5cFNHWmd6NlJCcXpmZw?oc=5,google_rss_카카오 AI when:2d,69.3,29.5,platform_obligation,platform_obligation,카카오,,,,,,,general,14.0,published_yesterday,general,event:카카오:platform_obligation,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,69.3,platform_obligation,self:general,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,self_filler_reference:카카오 2025년 esg 보고서 발간,직접 리스크는 아니지만 자사 섹션 보강용으로 참고 가능한 홍보·캠페인성 이슈,2,2,3,,,v40: 강한 자사 이슈가 없을 때 3순위로 허용하는 소프트 홍보 이슈,local_low_confidence,FILLER_REFERENCE,,,other,,,self_filler_reference:카카오 2025년 esg 보고서 발간,self_filler_reference,
212,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오게임즈, 대표 MMORPG 2종 대규모 업데이트 단행",카카오게임즈 대표 mmorpg 2종 대규모 업데이트 단행,워크투데이,워크투데이,"Wed, 24 Jun 2026 10:53:37 GMT","카카오게임즈, 대표 MMORPG 2종 대규모 업데이트 단행 워크투데이",https://news.google.com/rss/articles/CBMibEFVX3lxTE5aWVZ0VHRmWUpTZ1N0WFNaLWxucE56djd1Q01fc2JUSUNjWkN0ZGF0MXdvYXdnSFFFQjdtU21zaWpqblczMGw1enhsamdBSWY4RGx6WndhLWxWTHJIbzlNMzNzVXBKdDM4UEtPYw?oc=5,google_rss_카카오 카카오게임즈 when:2d,68.8,20.0,kakao_games_management,kakao_games_general,"카카오,카카오게임즈",,,,,,,general,14.0,published_yesterday,direct_risk,global_incident:leadership_service:kakao:leadership_service,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,68.8,,,global_incident:leadership_service:kakao:leadership_service:general,global_incident:leadership_service:kakao:leadership_service,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_strategic_reference,global_incident:leadership_service:kakao:leadership_service,"카카오·계열사의 사업 확장, 제휴, MOU, 신규 서비스 참고 이슈",5,4,5,,,v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,local_low_confidence,STRATEGIC_REFERENCE,,,other,,,global_incident:leadership_service:kakao:leadership_service,self_strategic_reference,
246,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,공동대표 체제 닻 올린 카카오게임즈…하반기 신작 성패 주목,공동대표 체제 닻 올린 카카오게임즈 하반기 신작 성패 주목,MSN,MSN,"Wed, 24 Jun 2026 05:25:31 GMT",공동대표 체제 닻 올린 카카오게임즈…하반기 신작 성패 주목 MSN,https://news.google.com/rss/articles/CBMiiANBVV95cUxNTFhXX3QyWElEbjRiMk92TTlZNHl2a1NlQkdnUExvUVE0cW9KOGFDREdKbURhSGFRbWd2bmE5YktNYmNZS2t0a29TQmR1RmNGclMxTDlQRm1FUUFURWpYNDhRajNMZzVSQkhnWHd3c3FodzB6NVM3a1h6UDZxNDdtYmRjY1E1dUJUa0xMNl9WVjFpVmdWSUVQbERxaFUwOUMyakladFpvcGlPSURLT0MwRjRaQ0JvbXFpODlHM3RhZndQY1hodzg5OWU2N3lyQXVjbFROX1oxSUlzWHBQLUN0WGVzNWNQc0lpLTlTQ2s4dlZJUkVzWEgxRVJyVDZqWWFxOTNtSGFvNlpiMGRCdTBzS1BwcVhIVS1sdFVGdVpubEExVE4tczJmb1pYd184cnVtMDh3WllHNkhVWVRodnlreXZKS2NkOGprX3NuRFJkRWNvSXFpcVBfbzBJSHgweUJLUUtmamlHalF2TG5DbDVtazlIdk96ZGRVZWtkV3YwdFNSc1RER1E4OQ?oc=5,google_rss_카카오 카카오게임즈 when:2d,68.8,20.0,kakao_games_management,kakao_games_general,"카카오,카카오게임즈",,,,,,,general,14.0,published_yesterday,direct_risk,global_incident:leadership_service:kakao:leadership_service,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,68.8,,,global_incident:leadership_service:kakao:leadership_service:general,global_incident:leadership_service:kakao:leadership_service,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_strategic_reference,카카오게임즈 최대주주 변경 및 공동대표 체제,"카카오·계열사의 사업 확장, 제휴, MOU, 신규 서비스 참고 이슈",5,4,5,,,v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,local_low_confidence,STRATEGIC_REFERENCE,,COMP_GENERAL_LOW_RELEVANCE,overseas,,카카오 현직자가 사업 방향과 외부 질의 가능성을 참고할 실질 변화,카카오게임즈 최대주주 변경 및 공동대표 체제,self_strategic_reference,
321,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오톡,"평창군, 7월부터 '지적재 조사' 디지털 소통 본격화…카카오톡·모바일 전자고지 도입",평창군 7월부터 지적재 조사 디지털 소통 본격화 카카오톡 모바일 전자고지 도입,gukjenews.com,gukjenews.com,"Thu, 25 Jun 2026 02:32:04 GMT","평창군, 7월부터 '지적재 조사' 디지털 소통 본격화…카카오톡·모바일 전자고지 도입 gukjenews.com",https://news.google.com/rss/articles/CBMibkFVX3lxTFBrM05MTDUzRmF0aVB0alV3SllZUDl2SnVMSWFKNEs1U2hXeDZYZlBWM25vWjlGMERBN29ZWTRxOEU4LWVobGZuUENzS1RpRm1mZi0xenF1STF3aTF2ZFRTdzlWS0ktT0ZjWHhLTWh3?oc=5,google_rss_카카오톡 when:2d,68.3,13.5,,,"카카오,카카오서비스,카카오톡",,,,,,,general,24.0,published_today,official_action,,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,,,,68.3,,,,,자사_및_계열사_이슈,SELF_DIRECT_RISK,self_legal_regulatory,self_legal_regulatory:평창군 7월부터 지적재 조사 디지털 소통 본격화 카카오톡 모바일 전자고지 도입,카카오 또는 계열사에 직접 발생한 외부 대응 필요 이슈,5,5,5,,,로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전,local_low_confidence,DIRECT_RISK,,,other,,,self_legal_regulatory:평창군 7월부터 지적재 조사 디지털 소통 본격화 카카오톡 모바일 전자고지 도입,self_legal_regulatory,
162,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,의료 AI 핵심 인프라 만든다…카카오헬스케어 실증 기관 선정,의료 ai 핵심 인프라 만든다 카카오헬스케어 실증 기관 선정,뉴스1,뉴스1,"Wed, 24 Jun 2026 02:02:25 GMT",의료 AI 핵심 인프라 만든다…카카오헬스케어 실증 기관 선정 뉴스1,https://news.google.com/rss/articles/CBMiaEFVX3lxTE8wUGR0dWNFREJVR3NuT3hIZjZ0azBQWUhvZWJpLTdKbVhPallmQ1Z3bWctV1V4Y0wtdFY2OGg3VS1DRmRhbWtEQl9rbFF2UFJidl83S2V2NWlYam16NjRNRWFTS3JhWTcz?oc=5,google_rss_카카오 AI when:2d,67.3,29.5,ai_infrastructure_security,ai_infrastructure_security,카카오,,,,,,,general,14.0,published_yesterday,business_change,event:카카오:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,,,,67.3,ai_infrastructure_security,self:ai_strategy,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_strategic_reference,self_strategic_reference:의료 ai 핵심 인프라 만든다 카카오헬스케어 실증 기관 선정,"카카오·계열사의 사업 확장, 제휴, MOU, 신규 서비스 참고 이슈",4,3,4,,,v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,local_low_confidence,STRATEGIC_REFERENCE,,,other,,,self_strategic_reference:의료 ai 핵심 인프라 만든다 카카오헬스케어 실증 기관 선정,self_strategic_reference,
158,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,SSAFY × 카카오 테크 부트캠프 AI 해커톤 후기,ssafy 카카오 테크 부트캠프 ai 해커톤 후기,브런치,브런치,"Wed, 24 Jun 2026 09:49:39 GMT",SSAFY × 카카오 테크 부트캠프 AI 해커톤 후기 브런치,https://news.google.com/rss/articles/CBMiUkFVX3lxTE5idlRtUUYyMXJIUDEzZWdLNWNVQmhsUnI3NENMNmx3ZzRIOTlxeGJjUlJSSmNfTFNTRGI3cWRFOGJjeDVqRnBuVWtOS1laU2h3VXc?oc=5,google_rss_카카오 AI when:2d,66.3,29.5,ai_infrastructure_security,ai_infrastructure_security,카카오,,,,,,,general,14.0,published_yesterday,business_change,event:카카오:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,66.3,ai_infrastructure_security,self:ai_strategy,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_strategic_reference,self_strategic_reference:ssafy 카카오 테크 부트캠프 ai 해커톤 후기,"카카오·계열사의 사업 확장, 제휴, MOU, 신규 서비스 참고 이슈",4,3,4,,,v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,local_low_confidence,STRATEGIC_REFERENCE,,,other,,,self_strategic_reference:ssafy 카카오 테크 부트캠프 ai 해커톤 후기,self_strategic_reference,
102,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오, ESG 보고서 발간…계열사 147개서 94개로 축소",카카오 esg 보고서 발간 계열사 147개서 94개로 축소,뉴스투데이,뉴스투데이,"Wed, 24 Jun 2026 08:40:00 GMT","카카오, ESG 보고서 발간…계열사 147개서 94개로 축소 뉴스투데이",https://news.google.com/rss/articles/CBMiXkFVX3lxTFBiUFZBRE9wblVmNXNXWFlLZ281SXk4VV9jUGdwbEFVX3hVNllhUFRtZktyTGNaelFaRHI0dm5MVEFMcEZFVWRIWjR0eHZ5NTlYS2VKUVJ3VHRPcTFva1E?oc=5,google_rss_카카오 노조 when:2d,66.3,29.5,platform_obligation,platform_obligation,카카오,,,,,,,general,14.0,published_yesterday,general,event:카카오:platform_obligation,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,66.3,platform_obligation,self:general,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,self_filler_reference:카카오 esg 보고서 발간 계열사 147개서 94개로 축소,직접 리스크는 아니지만 자사 섹션 보강용으로 참고 가능한 홍보·캠페인성 이슈,2,2,3,,,v40: 강한 자사 이슈가 없을 때 3순위로 허용하는 소프트 홍보 이슈,local_low_confidence,FILLER_REFERENCE,,,other,,,self_filler_reference:카카오 esg 보고서 발간 계열사 147개서 94개로 축소,self_filler_reference,
92,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오, '지속가능성 보고서' 발간...""계열사 147→94개 축소""",카카오 지속가능성 보고서 발간 계열사 147 94개 축소,글로벌경제신문,글로벌경제신문,"Wed, 24 Jun 2026 08:32:47 GMT","카카오, '지속가능성 보고서' 발간...""계열사 147→94개 축소"" 글로벌경제신문",https://news.google.com/rss/articles/CBMicEFVX3lxTE9sc2diYWdwSzNvcXFCOTBsc0JkU3I3eV9DVkcyYXc2U2FudzNyMGdxZkpwSDdmTy1ibnlNYWl1U1F6SE9scHluaWZPUC1EWWprWmt5dTRNNy10Z3p1Z19Ua0NBMDZqWG1nM2tGS3RNaVHSAXBBVV95cUxPbHNnYmFncEszb3FxQjkwbHNCZFNyN3lfQ1ZHMmF3NlNhbnczcjBncWZKcEg3Zk8tYm55TWFpdVNRekhPbHB5bmlmT1AtRFlqa1preXU0TTctdGd6dWdfVGtDQTA2alhtZzNrRkt0TWlR?oc=5,google_rss_카카오 when:2d,66.3,29.5,platform_obligation,platform_obligation,카카오,,,,,,,general,14.0,published_yesterday,general,event:카카오:platform_obligation,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,66.3,platform_obligation,self:general,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_strategic_reference,self_strategic_reference:카카오 지속가능성 보고서 발간 계열사 147 94개 축소,"카카오·계열사의 사업 확장, 제휴, MOU, 신규 서비스 참고 이슈",4,3,4,,,v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,local_low_confidence,STRATEGIC_REFERENCE,,,other,,,self_strategic_reference:카카오 지속가능성 보고서 발간 계열사 147 94개 축소,self_strategic_reference,
161,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오, 지속가능성 보고서 발간…재생에너지 조달 2.8배 확대",카카오 지속가능성 보고서 발간 재생에너지 조달 2 8배 확대,더파워,더파워,"Wed, 24 Jun 2026 06:03:05 GMT","카카오, 지속가능성 보고서 발간…재생에너지 조달 2.8배 확대 더파워",https://news.google.com/rss/articles/CBMifEFVX3lxTFA3RENlU0Jrc1FhT2pHTU9MbVRvVDNmRFBocGNMaXcwNVNOdXkyTUtTNV9laFNXZ1dFbWRjMDdGYTJHd2NpMGVuVDhwT2V0clJoallMalhWcnVPV1JCVW4wTEF0UG5zOXFwNWxlZ21TMWswai1EY2xycDljYXg?oc=5,google_rss_카카오 AI when:2d,66.3,29.5,platform_obligation,platform_obligation,카카오,,,,,,,general,14.0,published_yesterday,general,event:카카오:platform_obligation,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,,,,66.3,platform_obligation,self:general,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_strategic_reference,self_strategic_reference:카카오 지속가능성 보고서 발간 재생에너지 조달 2 8배 확대,"카카오·계열사의 사업 확장, 제휴, MOU, 신규 서비스 참고 이슈",4,3,4,,,v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,local_low_confidence,STRATEGIC_REFERENCE,,,other,,,self_strategic_reference:카카오 지속가능성 보고서 발간 재생에너지 조달 2 8배 확대,self_strategic_reference,
66,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오, 지속가능성 보고서 공개…지배구조 이행률 93%",카카오 지속가능성 보고서 공개 지배구조 이행률 93,v.daum.net,v.daum.net,"Wed, 24 Jun 2026 05:29:44 GMT","카카오, 지속가능성 보고서 공개…지배구조 이행률 93% v.daum.net",https://news.google.com/rss/articles/CBMiT0FVX3lxTE95ZkU0R1d6MldzdXdfWHVlSkxkMHF3T2paUlNnVFlwRU5IMmF6LXpiZFVCTUE0UFZVLUZMTlhXNlZtTG8zRHZIZWF4U01nU28?oc=5,google_rss_카카오 when:2d,66.3,29.5,platform_obligation,platform_obligation,카카오,,,,,,,general,14.0,published_yesterday,general,event:카카오:platform_obligation,rumor_or_report,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,,,,66.3,platform_obligation,self:general,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_strategic_reference,self_strategic_reference:카카오 지속가능성 보고서 공개 지배구조 이행률 93,"카카오·계열사의 사업 확장, 제휴, MOU, 신규 서비스 참고 이슈",4,3,4,,,v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,local_low_confidence,STRATEGIC_REFERENCE,,,other,,,self_strategic_reference:카카오 지속가능성 보고서 공개 지배구조 이행률 93,self_strategic_reference,
152,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오, ‘2025 지속가능성 보고서’ 발간…ESG 전용 홈페이지도 선보여",카카오 2025 지속가능성 보고서 발간 esg 전용 홈페이지도 선보여,인더뉴스,인더뉴스,"Wed, 24 Jun 2026 04:58:26 GMT","카카오, ‘2025 지속가능성 보고서’ 발간…ESG 전용 홈페이지도 선보여 인더뉴스",https://news.google.com/rss/articles/CBMiZEFVX3lxTFB4VkZkTlhncEx2Qm84SUdmSjVlSXRFc05yVjRyUHd1X055MFhWRHJBNUU1d21MQ1NEZWsyYkk2OE1CdnFWN0JVNnZtRjI4SV9XNWFHM3BodlBuTGxNVnlnMFRYTWQ?oc=5,google_rss_카카오 AI when:2d,66.3,29.5,platform_obligation,platform_obligation,카카오,,,,,,,general,14.0,published_yesterday,general,event:카카오:platform_obligation,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,66.3,platform_obligation,self:general,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,self_filler_reference:카카오 2025 지속가능성 보고서 발간 esg 전용 홈페이지도 선보여,직접 리스크는 아니지만 자사 섹션 보강용으로 참고 가능한 홍보·캠페인성 이슈,2,2,3,,,v40: 강한 자사 이슈가 없을 때 3순위로 허용하는 소프트 홍보 이슈,local_low_confidence,FILLER_REFERENCE,,,other,,,self_filler_reference:카카오 2025 지속가능성 보고서 발간 esg 전용 홈페이지도 선보여,self_filler_reference,
416,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오헬스케어,의료 AI 핵심 인프라 만든다...카카오헬스케어 실증 기관 선정,의료 ai 핵심 인프라 만든다 카카오헬스케어 실증 기관 선정,MSN,MSN,"Wed, 24 Jun 2026 04:54:35 GMT",의료 AI 핵심 인프라 만든다...카카오헬스케어 실증 기관 선정 MSN,https://news.google.com/rss/articles/CBMi_wJBVV95cUxPU1Y0RE9TRVdncEZ4cmNwLWhUUDcySGdjVlp5UXRhSUhZQnlNMjI2YlFjSWxPYWloci1KX3BkN1BNVzlPYWNrN3dfcThPYTBCYUEzVWd0QXkzRDhYZVFNV1NZd2pZcTBaNHozdk9Ya2NwNWJObEV3SDl2RGdLcTNFQ1NhckNDZzNnalYtbXkyM1J5UGxoTzgtY1NsYVJweFFTTV9VcGxZSFF1dTh4LVRXLWpoUnBrRHNiY0hiUDZ4bnFqU1BBVnF2VkJJYXBQZVBKX1pvNGNmSUtpTWg0U1hEOE5HTVlYZGFpT1dmbFAyLWhvUlFkNFhtY1U0NTdjZ0dmNjk1TzkxbWZiVFFjOGt1X3lVOXRKSl9WalRmRkhDMzNFM1pDSTA3WUtJMXd4REliU0d6cDV2YXNYSlB6b3c2eTRZQWJrdGJ6eV9FdzlhLU5rRWVRS2RZMXJoYlVUdm9PWW5KcHVnV0FoeHVmckZJWElLUmVKdHlOdWlBdkV2Yw?oc=5,google_rss_카카오헬스케어 when:2d,66.3,29.5,ai_infrastructure_security,ai_infrastructure_security,카카오,,,,,,,general,14.0,published_yesterday,business_change,event:카카오:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,,,,66.3,ai_infrastructure_security,self:ai_strategy,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_strategic_reference,self_strategic_reference:의료 ai 핵심 인프라 만든다 카카오헬스케어 실증 기관 선정,"카카오·계열사의 사업 확장, 제휴, MOU, 신규 서비스 참고 이슈",4,3,4,,,v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,local_low_confidence,STRATEGIC_REFERENCE,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오 현직자가 사업 방향과 외부 질의 가능성을 참고할 실질 변화,self_strategic_reference:의료 ai 핵심 인프라 만든다 카카오헬스케어 실증 기관 선정,self_strategic_reference,
169,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오, AI·환경·지배구조 성과 공개…""지속가능 성장 기반 강화""",카카오 ai 환경 지배구조 성과 공개 지속가능 성장 기반 강화,네이트,네이트,"Wed, 24 Jun 2026 04:53:00 GMT","카카오, AI·환경·지배구조 성과 공개…""지속가능 성장 기반 강화"" 네이트",https://news.google.com/rss/articles/CBMiU0FVX3lxTE9yc3FsMjIzbG5zTmxEZTR1cTdlbkFwTDlqbmZiQXJNWkZ6TEhadlhiT1M4ZTU3R2ZkZFE0SFFqSWlPbzNoWGtiMnRXNTVSRm1Qc0l3?oc=5,google_rss_카카오 AI when:2d,66.3,29.5,ai_infrastructure_security,ai_infrastructure_security,카카오,,,,,,,general,14.0,published_yesterday,business_change,event:카카오:ai_infrastructure_security,rumor_or_report,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,,,,66.3,ai_infrastructure_security,self:ai_strategy,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_strategic_reference,self_strategic_reference:카카오 ai 환경 지배구조 성과 공개 지속가능 성장 기반 강화,"카카오·계열사의 사업 확장, 제휴, MOU, 신규 서비스 참고 이슈",4,3,4,,,v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,local_low_confidence,STRATEGIC_REFERENCE,,,other,,,self_strategic_reference:카카오 ai 환경 지배구조 성과 공개 지속가능 성장 기반 강화,self_strategic_reference,
