검색어,기사제목,발행기관,기사 전체 내용,발행일시,링크
AI기본법,젠슨 황 “의료·자동차·국방 등에선 AI 규제해야” — IT뉴스모아 - news.dlwlrmaon.com,news.dlwlrmaon.com,"<a href=""https://news.google.com/rss/articles/CBMiU0FVX3lxTE9TQk84WXlyUHktUVBhTTlUcUxRU3VrV2Fxa0U4QlR4R093THdTQlE1dk1XV2FIc0M0Z0ZSNGduclozSHh6cGpFTVpMQ0xhQXN4U0o4?oc=5"" target=""_blank"">젠슨 황 “의료·자동차·국방 등에선 AI 규제해야” — IT뉴스모아</a>&nbsp;&nbsp;<font color=""#6f6f6f"">news.dlwlrmaon.com</font>",2026-05-21 18:26,https://news.google.com/rss/articles/CBMiU0FVX3lxTE9TQk84WXlyUHktUVBhTTlUcUxRU3VrV2Fxa0U4QlR4R093THdTQlE1dk1XV2FIc0M0Z0ZSNGduclozSHh6cGpFTVpMQ0xhQXN4U0o4?oc=5
AI기본법,"케어링, 서울도시가스와 고독사 예방 AI 안부 전화 서비스 추진 — IT뉴스모아 - news.dlwlrmaon.com",news.dlwlrmaon.com,"<a href=""https://news.google.com/rss/articles/CBMiU0FVX3lxTE9lSlNwdHVHb2pzVnJEc3lLUlRiZ2N0UER3RENkU0UyNEtHYzRlZkMtRW96ekFQbVpDR2lqQkdJQk93SS10bWxYaFAtXzVSNjJvVTBB?oc=5"" target=""_blank"">케어링, 서울도시가스와 고독사 예방 AI 안부 전화 서비스 추진 — IT뉴스모아</a>&nbsp;&nbsp;<font color=""#6f6f6f"">news.dlwlrmaon.com</font>",2026-05-22 01:57,https://news.google.com/rss/articles/CBMiU0FVX3lxTE9lSlNwdHVHb2pzVnJEc3lLUlRiZ2N0UER3RENkU0UyNEtHYzRlZkMtRW96ekFQbVpDR2lqQkdJQk93SS10bWxYaFAtXzVSNjJvVTBB?oc=5
AI 저작권,"음악권리자단체, AI 저작권 보호 공동사업 시작 - 아시아경제",아시아경제,"<a href=""https://news.google.com/rss/articles/CBMidEFVX3lxTE96Q0FsVU9ERWVMVWZoTVN6dDJ5eWYzWFRuZXJ4dXEtTDd4WmRMRlQ5SmZQaG91Y1pOYi1zdlhWMkVHM0p5MGFIZ2V6MXdDYkNmSHIxeGl4eWUxZkNFb0FwVHBDNE9HMEpUU0F1TnV3RUhjaG82?oc=5"" target=""_blank"">음악권리자단체, AI 저작권 보호 공동사업 시작</a>&nbsp;&nbsp;<font color=""#6f6f6f"">아시아경제</font>",2026-05-21 23:42,https://news.google.com/rss/articles/CBMidEFVX3lxTE96Q0FsVU9ERWVMVWZoTVN6dDJ5eWYzWFRuZXJ4dXEtTDd4WmRMRlQ5SmZQaG91Y1pOYi1zdlhWMkVHM0p5MGFIZ2V6MXdDYkNmSHIxeGl4eWUxZkNFb0FwVHBDNE9HMEpUU0F1TnV3RUhjaG82?oc=5
AI 저작권,"[AI 이슈] “AI 시대, 음악 저작권 지킨다”…6개 단체 ‘K-상생위’ 본격 가동 - AI라이프경제",AI라이프경제,"<a href=""https://news.google.com/rss/articles/CBMibEFVX3lxTE82d1ZacjlVU0VhY0xhTm1Zc0o1YWs5MUFYWnFKYnUyaUJTX092YUNWR3RzTldMZ1dfZzE0TVpZMTFVbjZBTWdxSlZKMGtlV2Uta200c1hSb0l6ejdEVWVTTThQU3ZZa3d5WjI5WNIBb0FVX3lxTE16XzBEOFpCQ3ZkYm1sWFM4VGV2d2llaS01YXZ0RmZ3V19jVmNxM2xURjNEaFhQUjVkRnlseG5lYnhhWm9idzVWQkppYkdGTnVZQVd2cVA5ZTNLM1FCZWdHZEhFa253eVV0NU9JcUxRdw?oc=5"" target=""_blank"">[AI 이슈] “AI 시대, 음악 저작권 지킨다”…6개 단체 ‘K-상생위’ 본격 가동</a>&nbsp;&nbsp;<font color=""#6f6f6f"">AI라이프경제</font>",2026-05-22 01:16,https://news.google.com/rss/articles/CBMibEFVX3lxTE82d1ZacjlVU0VhY0xhTm1Zc0o1YWs5MUFYWnFKYnUyaUJTX092YUNWR3RzTldMZ1dfZzE0TVpZMTFVbjZBTWdxSlZKMGtlV2Uta200c1hSb0l6ejdEVWVTTThQU3ZZa3d5WjI5WNIBb0FVX3lxTE16XzBEOFpCQ3ZkYm1sWFM4VGV2d2llaS01YXZ0RmZ3V19jVmNxM2xURjNEaFhQUjVkRnlseG5lYnhhWm9idzVWQkppYkdGTnVZQVd2cVA5ZTNLM1FCZWdHZEhFa253eVV0NU9JcUxRdw?oc=5
AI 저작권,"K-음악권리자단체 상생위원회, 음악 저작권 보호 위한 5대 사업 추진 - BBS불교방송",BBS불교방송,"<a href=""https://news.google.com/rss/articles/CBMia0FVX3lxTE1HT3pFZlhEVEpoOEhXdzR0a0ZPdEluRXdjRVJQWFk1Vk52YUNGQzJQQ0V6djlIMkdsZVdRcUJMdnZ3ZWt1MDNRYUV1V3ZmYUdUR1U4d1N0dVAxbUdEeHJ4dEpxSldoOUdIRHBj?oc=5"" target=""_blank"">K-음악권리자단체 상생위원회, 음악 저작권 보호 위한 5대 사업 추진</a>&nbsp;&nbsp;<font color=""#6f6f6f"">BBS불교방송</font>",2026-05-22 01:14,https://news.google.com/rss/articles/CBMia0FVX3lxTE1HT3pFZlhEVEpoOEhXdzR0a0ZPdEluRXdjRVJQWFk1Vk52YUNGQzJQQ0V6djlIMkdsZVdRcUJMdnZ3ZWt1MDNRYUV1V3ZmYUdUR1U4d1N0dVAxbUdEeHJ4dEpxSldoOUdIRHBj?oc=5
AI 저작권,허종욱 교수 “송출과 동시에 유출 시작”…AI 시대 창작자 저작권 논의 - 톱스타뉴스,톱스타뉴스,"<a href=""https://news.google.com/rss/articles/CBMickFVX3lxTE1jbFFKNktrWWtmckhjOWR6NnFfOXBPa0ppSTZmcmlBQ3BvZ2dSYkxMWXJESWpOX3hZdXEyRHoyTUtHaUY3V2Z4T0RUbWowYUR6T0xndjFha1dOb296a09tN1BVUWxZUEhQS3pwVjZMWExSZw?oc=5"" target=""_blank"">허종욱 교수 “송출과 동시에 유출 시작”…AI 시대 창작자 저작권 논의</a>&nbsp;&nbsp;<font color=""#6f6f6f"">톱스타뉴스</font>",2026-05-22 05:04,https://news.google.com/rss/articles/CBMickFVX3lxTE1jbFFKNktrWWtmckhjOWR6NnFfOXBPa0ppSTZmcmlBQ3BvZ2dSYkxMWXJESWpOX3hZdXEyRHoyTUtHaUY3V2Z4T0RUbWowYUR6T0xndjFha1dOb296a09tN1BVUWxZUEhQS3pwVjZMWExSZw?oc=5
AI 저작권,최근 저작권 문제로 한 100만 유튜브 채널이 삭제되다 - 브런치,브런치,"<a href=""https://news.google.com/rss/articles/CBMiTkFVX3lxTE9rTG1aY1VMb0xvRVdiQzFLMl9wN0ZGXy1DODBtbUczNHZSLU1GdU1RVkNadGtFQjNKeENKWWdVdC0tbDE3S3plUmtHQkNJdw?oc=5"" target=""_blank"">최근 저작권 문제로 한 100만 유튜브 채널이 삭제되다</a>&nbsp;&nbsp;<font color=""#6f6f6f"">브런치</font>",2026-05-21 20:34,https://news.google.com/rss/articles/CBMiTkFVX3lxTE9rTG1aY1VMb0xvRVdiQzFLMl9wN0ZGXy1DODBtbUczNHZSLU1GdU1RVkNadGtFQjNKeENKWWdVdC0tbDE3S3plUmtHQkNJdw?oc=5
AI 저작권,음악권리자단체 상생위원회 공식 출범…AI 시대 저작권 보호 시동 - gukjenews.com,gukjenews.com,"<a href=""https://news.google.com/rss/articles/CBMibkFVX3lxTE1CcE9UNnJ1WnlfZm5lVVY3N2FvYkw2a2d0aWotTXpLSlVQVDhoQWxmQks4T2lXck5INTRFcTFiWGNtU1NSN3BIQmJuQmt0Y2prWnFnbDdLTG12QnlMMEgyMzVtaXRwaG5fYTBLd1JR?oc=5"" target=""_blank"">음악권리자단체 상생위원회 공식 출범…AI 시대 저작권 보호 시동</a>&nbsp;&nbsp;<font color=""#6f6f6f"">gukjenews.com</font>",2026-05-21 23:48,https://news.google.com/rss/articles/CBMibkFVX3lxTE1CcE9UNnJ1WnlfZm5lVVY3N2FvYkw2a2d0aWotTXpLSlVQVDhoQWxmQks4T2lXck5INTRFcTFiWGNtU1NSN3BIQmJuQmt0Y2prWnFnbDdLTG12QnlMMEgyMzVtaXRwaG5fYTBLd1JR?oc=5
AI 저작권,[알림] 연합뉴스 콘텐츠 저작권 고지 - 연합뉴스,연합뉴스,"<a href=""https://news.google.com/rss/articles/CBMiW0FVX3lxTE04RHpFUF9aNjR5djZ1eGxFR1dyQUg2bWRJbERyZmhJdHpiYWtJbmpSX1ZoTUdGLTc0ZjlBRnN2OE13Z1RUWWlpTjFMTEdaaEQ1VkJVam04Y0VsbUXSAWBBVV95cUxOT2ZmUDJKckJjT1piNVpCX0JQZFFmdlhKb1hVTXA1MlF4eWZUUElYaEhPWEpmZnVSUU5KajJwUUljd3F5OGQ3el80a2stMHRkQW1BSjFDaWxDemQwTlI0eng?oc=5"" target=""_blank"">[알림] 연합뉴스 콘텐츠 저작권 고지</a>&nbsp;&nbsp;<font color=""#6f6f6f"">연합뉴스</font>",2026-05-21 15:00,https://news.google.com/rss/articles/CBMiW0FVX3lxTE04RHpFUF9aNjR5djZ1eGxFR1dyQUg2bWRJbERyZmhJdHpiYWtJbmpSX1ZoTUdGLTc0ZjlBRnN2OE13Z1RUWWlpTjFMTEdaaEQ1VkJVam04Y0VsbUXSAWBBVV95cUxOT2ZmUDJKckJjT1piNVpCX0JQZFFmdlhKb1hVTXA1MlF4eWZUUElYaEhPWEpmZnVSUU5KajJwUUljd3F5OGQ3el80a2stMHRkQW1BSjFDaWxDemQwTlI0eng?oc=5
AI 저작권,"""축구도 특허·상표 전쟁""... EUIPO, 스포츠를 경기 아닌 ‘IP 산업’으로 재정의했다 - 특허뉴스",특허뉴스,"<a href=""https://news.google.com/rss/articles/CBMiSEFVX3lxTFA1TkhHWXNUQUI2TlFSVm0zSWQ0cXRoUnVlY2RmbFFrVDBRNGxUZUNMdUdlLXotNzA2ZjNNMXpRM1hxOGZxcmFUZg?oc=5"" target=""_blank"">""축구도 특허·상표 전쟁""... EUIPO, 스포츠를 경기 아닌 ‘IP 산업’으로 재정의했다</a>&nbsp;&nbsp;<font color=""#6f6f6f"">특허뉴스</font>",2026-05-22 06:16,https://news.google.com/rss/articles/CBMiSEFVX3lxTFA1TkhHWXNUQUI2TlFSVm0zSWQ0cXRoUnVlY2RmbFFrVDBRNGxUZUNMdUdlLXotNzA2ZjNNMXpRM1hxOGZxcmFUZg?oc=5
AI 저작권,"K음악권리자단체 상생위원회, AI 관련 5대 사업 공동 추진 - IT조선",IT조선,"<a href=""https://news.google.com/rss/articles/CBMidEFVX3lxTE1rSFBKa1RhYnc5Njc4SUlFdjEwYzNLRnlFdHBuWGFneGZTN3QxdWNIajlwVkhGTEkzNmpOOGxzN3NlSWxuSTlUREJvMDVXdFdJZHQyUVBoMXdpYi1Od2g3MVp3NUdLVjR3N1R5cmpaVzdKZ3Z20gF0QVVfeXFMTWtIUEprVGFidzk2NzhJSUV2MTBjM0tGeUV0cG5YYWd4ZlM3dDF1Y0hqOXBWSEZMSTM2ak44bHM3c2VJbG5JOVREQm8wNVd0V0lkdDJRUGgxd2liLU53aDcxWnc1R0tWNHc3VHlyalpXN0pndnY?oc=5"" target=""_blank"">K음악권리자단체 상생위원회, AI 관련 5대 사업 공동 추진</a>&nbsp;&nbsp;<font color=""#6f6f6f"">IT조선</font>",2026-05-21 09:15,https://news.google.com/rss/articles/CBMidEFVX3lxTE1rSFBKa1RhYnc5Njc4SUlFdjEwYzNLRnlFdHBuWGFneGZTN3QxdWNIajlwVkhGTEkzNmpOOGxzN3NlSWxuSTlUREJvMDVXdFdJZHQyUVBoMXdpYi1Od2g3MVp3NUdLVjR3N1R5cmpaVzdKZ3Z20gF0QVVfeXFMTWtIUEprVGFidzk2NzhJSUV2MTBjM0tGeUV0cG5YYWd4ZlM3dDF1Y0hqOXBWSEZMSTM2ak44bHM3c2VJbG5JOVREQm8wNVd0V0lkdDJRUGgxd2liLU53aDcxWnc1R0tWNHc3VHlyalpXN0pndnY?oc=5
AI 저작권,AI가 쓴 소설에 노벨상 줬나...문학계 'AI 대필' 논란 확산 - 이투데이,이투데이,"<a href=""https://news.google.com/rss/articles/CBMiVEFVX3lxTFBKaHBHTVRxM2dDcVNfYTRkZUtiTmhYNE45VkRPLUZfbkVfcUg3UWdzYUJuZzhwNHhtX0lNd0FuRUpiZG9HU1BBWjhkTEhodWZLQVgwRQ?oc=5"" target=""_blank"">AI가 쓴 소설에 노벨상 줬나...문학계 'AI 대필' 논란 확산</a>&nbsp;&nbsp;<font color=""#6f6f6f"">이투데이</font>",2026-05-22 05:10,https://news.google.com/rss/articles/CBMiVEFVX3lxTFBKaHBHTVRxM2dDcVNfYTRkZUtiTmhYNE45VkRPLUZfbkVfcUg3UWdzYUJuZzhwNHhtX0lNd0FuRUpiZG9HU1BBWjhkTEhodWZLQVgwRQ?oc=5
AI 저작권,‘K-음악권리자단체 상생위원회’ AI 시대 5대 공동사업 본격 추진 - 스포츠경향,스포츠경향,"<a href=""https://news.google.com/rss/articles/CBMiY0FVX3lxTFBuSXNrRUJUSEZsbkdwckY3RzJ4Q2pMRDJPN1BUX2pTRWVnZVZFLVAwQ0tuRGJtLW14Z1lLZ01BYmRuVTZHZVNveWxMQkZGdFhnbkZlSHFIUERjenBLd056Wl90d9IBY0FVX3lxTFBuSXNrRUJUSEZsbkdwckY3RzJ4Q2pMRDJPN1BUX2pTRWVnZVZFLVAwQ0tuRGJtLW14Z1lLZ01BYmRuVTZHZVNveWxMQkZGdFhnbkZlSHFIUERjenBLd056Wl90dw?oc=5"" target=""_blank"">‘K-음악권리자단체 상생위원회’ AI 시대 5대 공동사업 본격 추진</a>&nbsp;&nbsp;<font color=""#6f6f6f"">스포츠경향</font>",2026-05-21 15:36,https://news.google.com/rss/articles/CBMiY0FVX3lxTFBuSXNrRUJUSEZsbkdwckY3RzJ4Q2pMRDJPN1BUX2pTRWVnZVZFLVAwQ0tuRGJtLW14Z1lLZ01BYmRuVTZHZVNveWxMQkZGdFhnbkZlSHFIUERjenBLd056Wl90d9IBY0FVX3lxTFBuSXNrRUJUSEZsbkdwckY3RzJ4Q2pMRDJPN1BUX2pTRWVnZVZFLVAwQ0tuRGJtLW14Z1lLZ01BYmRuVTZHZVNveWxMQkZGdFhnbkZlSHFIUERjenBLd056Wl90dw?oc=5
AI 저작권,"로고스 흔드는 AI 시대, 글쓰기에 미래는 있는가 [.txt] - 한겨레",한겨레,"<a href=""https://news.google.com/rss/articles/CBMiY0FVX3lxTE8zMktPS2FHSzZFYzBRMi1VaWM5WVg3TFpNejh5QzNpcUNhbnBsY25aWEU2dmhMN2pIcDVUN19jSlBVTU9PWjNzeHZjemMxZ0NsSUZRbDBqMEZ1T3JoX1BJb0swbw?oc=5"" target=""_blank"">로고스 흔드는 AI 시대, 글쓰기에 미래는 있는가 [.txt]</a>&nbsp;&nbsp;<font color=""#6f6f6f"">한겨레</font>",2026-05-22 00:09,https://news.google.com/rss/articles/CBMiY0FVX3lxTE8zMktPS2FHSzZFYzBRMi1VaWM5WVg3TFpNejh5QzNpcUNhbnBsY25aWEU2dmhMN2pIcDVUN19jSlBVTU9PWjNzeHZjemMxZ0NsSUZRbDBqMEZ1T3JoX1BJb0swbw?oc=5
AI 저작권,"""데이터 많아도 소용없다""…AI 데이터 유통 시장, 거버넌스가 새 통행증 - 디지털데일리",디지털데일리,"<a href=""https://news.google.com/rss/articles/CBMiZEFVX3lxTE1DWXhmQlhwLUFvNkJYTGdxLVQ2TkhmNHVXak5SRzZEc2pvaW5aQUhmUG5DVWxCbnAxak1Mbzl4OFNBSXVhWDZhRzBLTmFwaEc4SE5WWEI0MkFPRlE0MW5FVFNMa1U?oc=5"" target=""_blank"">""데이터 많아도 소용없다""…AI 데이터 유통 시장, 거버넌스가 새 통행증</a>&nbsp;&nbsp;<font color=""#6f6f6f"">디지털데일리</font>",2026-05-21 21:00,https://news.google.com/rss/articles/CBMiZEFVX3lxTE1DWXhmQlhwLUFvNkJYTGdxLVQ2TkhmNHVXak5SRzZEc2pvaW5aQUhmUG5DVWxCbnAxak1Mbzl4OFNBSXVhWDZhRzBLTmFwaEc4SE5WWEI0MkFPRlE0MW5FVFNMa1U?oc=5
AI 저작권,조원균 클라우드플레어 지사장 “한국 AI 생태계 성장에 기여” - 데이터넷,데이터넷,"<a href=""https://news.google.com/rss/articles/CBMia0FVX3lxTE1QYTZCWmIwZGZqRmxkN3IwNExXRkkwNFF0UUxiZ3J2c1ZjbFUyOWhxcDBFMEc3MlROcm5uMjJJRl9xeE9FZmMxaWI4Q3NHcHljU0pBakpWRVNkSnhQVWZnQ3RCY2NVbEVUeHI4?oc=5"" target=""_blank"">조원균 클라우드플레어 지사장 “한국 AI 생태계 성장에 기여”</a>&nbsp;&nbsp;<font color=""#6f6f6f"">데이터넷</font>",2026-05-22 04:29,https://news.google.com/rss/articles/CBMia0FVX3lxTE1QYTZCWmIwZGZqRmxkN3IwNExXRkkwNFF0UUxiZ3J2c1ZjbFUyOWhxcDBFMEc3MlROcm5uMjJJRl9xeE9FZmMxaWI4Q3NHcHljU0pBakpWRVNkSnhQVWZnQ3RCY2NVbEVUeHI4?oc=5
AI 저작권,"K-음악권리자단체 상생위원회, AI 시대 공동사업 추진 - 네이트",네이트,"<a href=""https://news.google.com/rss/articles/CBMiU0FVX3lxTE9yWEREbVBZR3ZJNkVrZDNPY0JlQ00tSXpXLThaRmpfT1FzVWxmUjNITUpfS3JIMEpMYVp5X2hRX2s5aUo4aDdTUE93TkFJRi05QVJz?oc=5"" target=""_blank"">K-음악권리자단체 상생위원회, AI 시대 공동사업 추진</a>&nbsp;&nbsp;<font color=""#6f6f6f"">네이트</font>",2026-05-21 23:13,https://news.google.com/rss/articles/CBMiU0FVX3lxTE9yWEREbVBZR3ZJNkVrZDNPY0JlQ00tSXpXLThaRmpfT1FzVWxmUjNITUpfS3JIMEpMYVp5X2hRX2s5aUo4aDdTUE93TkFJRi05QVJz?oc=5
AI 저작권,"[가요소식] K-음악권리자단체, AI시대 공동사업 추진 - 연합뉴스",연합뉴스,"<a href=""https://news.google.com/rss/articles/CBMiW0FVX3lxTE4weklyWWxGcVdndWJHbUF4UGlXencxVDBUbjdIc01hR1V3dGx1UVFXY0s2Slp5TmZTWmRfbzZNemg4c01vN0Zzbl9VUTdUQkRCM1NhRjJqZGk3eDTSAWBBVV95cUxQeWRHX3cyMl9meGhGZkFpeXV1QVVaTmlwS3Y4a0ZaSERrTGpXTGE5NmM2SWhUQ3gtU2lJUkFUSjA1NXgzX0RaeXVnbE1oLUxCOHd6R0I4VWFCb0xKYnYtbnA?oc=5"" target=""_blank"">[가요소식] K-음악권리자단체, AI시대 공동사업 추진</a>&nbsp;&nbsp;<font color=""#6f6f6f"">연합뉴스</font>",2026-05-21 08:56,https://news.google.com/rss/articles/CBMiW0FVX3lxTE4weklyWWxGcVdndWJHbUF4UGlXencxVDBUbjdIc01hR1V3dGx1UVFXY0s2Slp5TmZTWmRfbzZNemg4c01vN0Zzbl9VUTdUQkRCM1NhRjJqZGk3eDTSAWBBVV95cUxQeWRHX3cyMl9meGhGZkFpeXV1QVVaTmlwS3Y4a0ZaSERrTGpXTGE5NmM2SWhUQ3gtU2lJUkFUSjA1NXgzX0RaeXVnbE1oLUxCOHd6R0I4VWFCb0xKYnYtbnA?oc=5
AI 저작권,"""검찰이 특허전쟁 전면 지휘""... 중국, 2.5만명 기소한 ‘IP 국가통제’ - 특허뉴스",특허뉴스,"<a href=""https://news.google.com/rss/articles/CBMiSEFVX3lxTE03Unctakh3V3VpSXdWZm9MUnh4TDlua3otU2pBWkNWNk5BaVkycWhMbVVPZUhCMUk4RGpyTk13V1JtWHFhY2FnTg?oc=5"" target=""_blank"">""검찰이 특허전쟁 전면 지휘""... 중국, 2.5만명 기소한 ‘IP 국가통제’</a>&nbsp;&nbsp;<font color=""#6f6f6f"">특허뉴스</font>",2026-05-22 02:29,https://news.google.com/rss/articles/CBMiSEFVX3lxTE03Unctakh3V3VpSXdWZm9MUnh4TDlua3otU2pBWkNWNk5BaVkycWhMbVVPZUhCMUk4RGpyTk13V1JtWHFhY2FnTg?oc=5
AI 저작권,"""AI·데이터가 콘텐츠 산업 판 바꾼다""... 한·영 전문가들, 미래 ‘창조생태계’ 공동 설계 나섰다 - 특허뉴스",특허뉴스,"<a href=""https://news.google.com/rss/articles/CBMiSEFVX3lxTE9jcHRRU0hlOTVvU0NCemRHLVJLbjdRTUpZNGx1R1pmR1NjVzlWYWNMTk54RHNsM2lnd3RlVGNOYVc1azcwaFVYUQ?oc=5"" target=""_blank"">""AI·데이터가 콘텐츠 산업 판 바꾼다""... 한·영 전문가들, 미래 ‘창조생태계’ 공동 설계 나섰다</a>&nbsp;&nbsp;<font color=""#6f6f6f"">특허뉴스</font>",2026-05-21 15:08,https://news.google.com/rss/articles/CBMiSEFVX3lxTE9jcHRRU0hlOTVvU0NCemRHLVJLbjdRTUpZNGx1R1pmR1NjVzlWYWNMTk54RHNsM2lnd3RlVGNOYVc1azcwaFVYUQ?oc=5
AI 저작권,유니버설은 허가 없이 영화를 인공지능 학습에 사용하는 경우 법적 조치를 취할 것이라고 경고했습니다. - Vietnam.vn,Vietnam.vn,"<a href=""https://news.google.com/rss/articles/CBMilAFBVV95cUxQSkxhQ3RUSDVBY1M3Q2RoNnRkRDMzZFl6WHBpamNhejAxSWdXTlBkenVPbVVpdzJHT1RyQkt6dUJadEE5SWpjQ09WelNQMHBSNkFPN1h2RzJpZWFhempwT2FHSVpsc3ZQMmM3Zi1ZMURZT0YxMmdUUzItT0ktTzdvaE9kWGI1enRCbi16TzRWZXNBekE0?oc=5"" target=""_blank"">유니버설은 허가 없이 영화를 인공지능 학습에 사용하는 경우 법적 조치를 취할 것이라고 경고했습니다.</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Vietnam.vn</font>",2026-05-21 17:27,https://news.google.com/rss/articles/CBMilAFBVV95cUxQSkxhQ3RUSDVBY1M3Q2RoNnRkRDMzZFl6WHBpamNhejAxSWdXTlBkenVPbVVpdzJHT1RyQkt6dUJadEE5SWpjQ09WelNQMHBSNkFPN1h2RzJpZWFhempwT2FHSVpsc3ZQMmM3Zi1ZMURZT0YxMmdUUzItT0ktTzdvaE9kWGI1enRCbi16TzRWZXNBekE0?oc=5
AI 저작권,"김현 의원실, 국회 AI 토론회 분석 자료집 발간 - 제민일보",제민일보,"<a href=""https://news.google.com/rss/articles/CBMiZ0FVX3lxTE04b0VmaGJMQ0xEN3FfZ0FqR1piSE5UbjRZMy1pVlFmNXZ5VDNYWUd5ZERQM2VQT1NENHQzeGo5NlBzZm9ZMFkySFJQblhwTktJRm81cE9iV2poc2VCeF94V19VNjhCZzA?oc=5"" target=""_blank"">김현 의원실, 국회 AI 토론회 분석 자료집 발간</a>&nbsp;&nbsp;<font color=""#6f6f6f"">제민일보</font>",2026-05-21 14:01,https://news.google.com/rss/articles/CBMiZ0FVX3lxTE04b0VmaGJMQ0xEN3FfZ0FqR1piSE5UbjRZMy1pVlFmNXZ5VDNYWUd5ZERQM2VQT1NENHQzeGo5NlBzZm9ZMFkySFJQblhwTktJRm81cE9iV2poc2VCeF94V19VNjhCZzA?oc=5
AI 저작권,06화 AI는 예술을 할 수 있을까. - 브런치,브런치,"<a href=""https://news.google.com/rss/articles/CBMiUkFVX3lxTE4tdVctZHdBTU9BOUJnbmQtVzQ5M2tPLXc2aEJBcm9zS3VNeG5zeGdBOFBiT1J6QW5lMkNaUm5PSWgyeW1wREt6UzJ2bVJaUTZxeWc?oc=5"" target=""_blank"">06화 AI는 예술을 할 수 있을까.</a>&nbsp;&nbsp;<font color=""#6f6f6f"">브런치</font>",2026-05-21 09:50,https://news.google.com/rss/articles/CBMiUkFVX3lxTE4tdVctZHdBTU9BOUJnbmQtVzQ5M2tPLXc2aEJBcm9zS3VNeG5zeGdBOFBiT1J6QW5lMkNaUm5PSWgyeW1wREt6UzJ2bVJaUTZxeWc?oc=5
AI 저작권,"AI 음악생성, 뭘 써야할까? - 브런치",브런치,"<a href=""https://news.google.com/rss/articles/CBMiREFVX3lxTE1HTkktZ0VVVVZmYm8tc0JTWHhEZ0xkaHN4NHI0NnJVbFZCM25IVzEzb3kyZ2NYVDhRNDhzVVpaczFsd0Rv?oc=5"" target=""_blank"">AI 음악생성, 뭘 써야할까?</a>&nbsp;&nbsp;<font color=""#6f6f6f"">브런치</font>",2026-05-21 23:03,https://news.google.com/rss/articles/CBMiREFVX3lxTE1HTkktZ0VVVVZmYm8tc0JTWHhEZ0xkaHN4NHI0NnJVbFZCM25IVzEzb3kyZ2NYVDhRNDhzVVpaczFsd0Rv?oc=5
AI 저작권,"스포티파이, AI 음악 제작 시장 본격 진출… UMG와 손잡고 ‘AI 커버·리믹스’ 도입 - 데브타임즈",데브타임즈,"<a href=""https://news.google.com/rss/articles/CBMiT0FVX3lxTE1USVBIV1V2b1JqZ3JWVW8yMXNRTmZBUHgyX2tadUo2RVpfeWhVQXZQMjROWGM4Q3dZLWllMlFWRi1Fa0NYNmFldUdNb2cxVms?oc=5"" target=""_blank"">스포티파이, AI 음악 제작 시장 본격 진출… UMG와 손잡고 ‘AI 커버·리믹스’ 도입</a>&nbsp;&nbsp;<font color=""#6f6f6f"">데브타임즈</font>",2026-05-22 03:04,https://news.google.com/rss/articles/CBMiT0FVX3lxTE1USVBIV1V2b1JqZ3JWVW8yMXNRTmZBUHgyX2tadUo2RVpfeWhVQXZQMjROWGM4Q3dZLWllMlFWRi1Fa0NYNmFldUdNb2cxVms?oc=5
AI 저작권,[부고] 고미경(전라남도 인재개발원장)씨 시부상 - KPI뉴스,KPI뉴스,"<a href=""https://news.google.com/rss/articles/CBMiXEFVX3lxTFBZNFBOZ3F6all1VWMyZWpnNFRHb0JWdlZZc1pRSG52QmFtNFZ1ZFo3WHItc1hTb2c2Y1lkSmFLTk9YZmpodDRpeG9aTTlPYTRTS3Bzdy1FZzVHbkhy0gFTQVVfeXFMT1JQTnd5SjJCWVlMSVRrRmc1TFZBT3RZTFpTT0gxdTN5bEZBWmdTMGpGLWJSSmVyMGZTaC1BYWt2Y0JrOFdWcmtObU9XNldDVTJRUE0?oc=5"" target=""_blank"">[부고] 고미경(전라남도 인재개발원장)씨 시부상</a>&nbsp;&nbsp;<font color=""#6f6f6f"">KPI뉴스</font>",2026-05-22 00:56,https://news.google.com/rss/articles/CBMiXEFVX3lxTFBZNFBOZ3F6all1VWMyZWpnNFRHb0JWdlZZc1pRSG52QmFtNFZ1ZFo3WHItc1hTb2c2Y1lkSmFLTk9YZmpodDRpeG9aTTlPYTRTS3Bzdy1FZzVHbkhy0gFTQVVfeXFMT1JQTnd5SjJCWVlMSVRrRmc1TFZBT3RZTFpTT0gxdTN5bEZBWmdTMGpGLWJSSmVyMGZTaC1BYWt2Y0JrOFdWcmtObU9XNldDVTJRUE0?oc=5
