id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,랭킹원점수,편집신호,스토리버킷,강제검토,강제검토사유
1946,경쟁사/해외이슈,경쟁사_해외이슈,중국 AI,"[올댓차이나] 홍콩 증시, AI 기대에 기술주 매수로 사흘째 상승 마감…H주 3%↑",올댓차이나 홍콩 증시 ai 기대에 기술주 매수로 사흘째 상승 마감 h주 3,뉴시스,뉴시스,"Tue, 02 Jun 2026 09:43:31 GMT","[올댓차이나] 홍콩 증시, AI 기대에 기술주 매수로 사흘째 상승 마감…H주 3%↑ 뉴시스",https://news.google.com/rss/articles/CBMiYEFVX3lxTE13d21OdXJBSzJpYTkxaFNTRlhndVdwMWxNWXkwZkluUFNpQ3ZpYWRVdVUzSWNiYm5hdTJYV0FtZnZxNDU4NjMzdHduLVdWelNLRjI4NDFfaFpXNW1rU3htMdIBeEFVX3lxTE5OWFB1b2xrQVJ5d2RLRFRfdHVQN1N2dEtheTZBUjdOUG54ZVNBdlBvRFpndUl6a2lPNkdhRGp2Ml80UWVJSnlfTHFtZHZBa1FNd1ZIekljR3Vkb2VVd1J2NEdaa2Uxa21TLWZlOEx4eUdxQWliNHB6bg?oc=5,google_rss_중국 AI when:1d,-16.0,11.0,ai_infrastructure_security,ai_infrastructure_security,,below_absolute_quality_floor,-16.0,ai_infrastructure_security,competitor:ai_strategy,,
1219,정부/국회,정부_국회,국가AI전략위원회,[출구조사]전재수 50.2 박형준 48.3…부산시장 경합,출구조사 전재수 50 2 박형준 48 3 부산시장 경합,네이트,네이트,"Wed, 03 Jun 2026 09:17:11 GMT",[출구조사]전재수 50.2 박형준 48.3…부산시장 경합 네이트,https://news.google.com/rss/articles/CBMiU0FVX3lxTE9lcldPT0J1ZmxsdTA3T094czJLMU5aM0pxNExOTmloNjBnX25wR1R3M2piNWRtVTRJMVppMGVJY2hRSUNfRnNpNlRxTG5mT1VDTXhN?oc=5,google_rss_국가AI전략위원회 when:1d,-16.0,10.0,,,,below_absolute_quality_floor,-16.0,"policy_legislation,ai_infrastructure_security",,,
1217,정부/국회,정부_국회,국가AI전략위원회,[JTBC 예측조사] 전재수 53.9% vs 박형준 44.4%,jtbc 예측조사 전재수 53 9 vs 박형준 44 4,위키트리,위키트리,"Wed, 03 Jun 2026 09:04:00 GMT",[JTBC 예측조사] 전재수 53.9% vs 박형준 44.4% 위키트리,https://news.google.com/rss/articles/CBMiVkFVX3lxTE92RlFtZ1NZajhNcGxlU0MycTFoMjBadUM3UUpTRzlaSzlxU3BaUDlESzY5cnJhZTdJUENvUXZMdUxJOFdSbWg4QmxYblRxdFZBdktfMmNR?oc=5,google_rss_국가AI전략위원회 when:1d,-16.0,10.0,,,,below_absolute_quality_floor,-16.0,"policy_legislation,ai_infrastructure_security",,,
808,정부/국회,정부_국회,행정안전부,"특검, 한창섭 전 차관 소환…윤석열 정부 관저 이전 의사결정 조사",특검 한창섭 전 차관 소환 윤석열 정부 관저 이전 의사결정 조사,강원도민일보,강원도민일보,"Wed, 03 Jun 2026 08:43:07 GMT","특검, 한창섭 전 차관 소환…윤석열 정부 관저 이전 의사결정 조사 강원도민일보",https://news.google.com/rss/articles/CBMiaEFVX3lxTE1LNFVhWEdnSzhaaVJsWTBDSXo3dXN3cHZoMERKTF9qZDAwb1d1c0tlcy14X0xrMEJaNXpSTVFIMHRSTGNPZ0ZtRmJQeTNmdWxwaGxMT0w4aE9xSWxtVlI5eDNNdnR1Tl8x?oc=5,google_rss_행정안전부 when:1d,-16.0,10.0,,,,below_absolute_quality_floor,-16.0,,,,
872,정부/국회,정부_국회,행정안전부,"종합특검, 한창섭 前 행안부 차관 소환 조사…“관저 예산 불법 전용 관련”",특검 한창섭 행안부 차관 소환 조사 관저 예산 불법 전용 관련,뉴스데일리,뉴스데일리,"Wed, 03 Jun 2026 08:09:40 GMT","종합특검, 한창섭 前 행안부 차관 소환 조사…“관저 예산 불법 전용 관련” 뉴스데일리",https://news.google.com/rss/articles/CBMia0FVX3lxTE51emNuY3NLM1dVZWR4MDV4ZHJ1UjlxcERzRklyS1czSGk4WGJBZThLWFNtMGhXTjdHVGJrTXpOQmRmbG9kRUtYSDNUbDVEN01MUlYxelhuUG9jRUZKZEVYVjRmQkNNRXVlNVhj?oc=5,"google_rss_""행정안전부"" when:1d",-16.0,10.0,,,행안부,below_absolute_quality_floor,-16.0,,,,
825,정부/국회,정부_국회,행정안전부,"종합특검, 관저이전 의혹 한창섭 前 행안차관 참고인 조사",특검 관저이전 의혹 한창섭 행안차관 참고인 조사,서울신문,서울신문,"Wed, 03 Jun 2026 07:59:10 GMT","종합특검, 관저이전 의혹 한창섭 前 행안차관 참고인 조사 서울신문",https://news.google.com/rss/articles/CBMib0FVX3lxTE1DWmJ4Ymp1SUJtdWdSUmNYeTQ3YmlXSllCc3B6VkVDNHF6OXJCZUszaGpnNE9DR3FaYXVvNG1FT3ZhYjNLcm90SFExemdad01ucFg1Zmg5ZnhBdTFRU0U5RUI4T3JXXzZmRG9KN1JpNA?oc=5,google_rss_행정안전부 when:1d,-16.0,10.0,,,,below_absolute_quality_floor,-16.0,,,,
802,정부/국회,정부_국회,행정안전부,"종합특검, 한창섭 전 행정안전부 차관 첫 조사‥관저 이전 관련",특검 한창섭 전 행정안전부 차관 첫 조사 관저 이전 관련,MBC 뉴스,MBC 뉴스,"Wed, 03 Jun 2026 07:57:04 GMT","종합특검, 한창섭 전 행정안전부 차관 첫 조사‥관저 이전 관련 MBC 뉴스",https://news.google.com/rss/articles/CBMid0FVX3lxTE05VWFYOGF5UG00OHNjR3FqZzlaOG4xOXE4VFM1Q1I0NW1zdnkzb3E0QW5LaDJaazlqVWxYcGZTc1FVTUpGSEJpNEZzWFp1ZzVyUmhsTzVYM3JpNE9Dc3NpRU01dTJUSG1uUlVYdFJsZE9GLS0zdHNJ0gF3QVVfeXFMTUs0ODBaWHFJUE9rOGVBb3FoTVhCYWlkRVd5Y0NlcGhzd3YxLVlYNnRramFXTVpLRnRmWWVIdkRCaTRJZVduSWpYMkE0MnBvZkpwZ0liN2JucE96UmViVGNWZTJtcWtvdTBmcFZaTGpiYk9FVV9OSnM?oc=5,google_rss_행정안전부 when:1d,-16.0,10.0,,,행안부,below_absolute_quality_floor,-16.0,,,,
823,정부/국회,정부_국회,행정안전부,"종합특검, '관저 이전 의혹' 전 행안부 차관 조사…참고인 신분",특검 관저 이전 의혹 전 행안부 차관 조사 참고인 신분,더팩트,더팩트,"Wed, 03 Jun 2026 06:27:00 GMT","종합특검, '관저 이전 의혹' 전 행안부 차관 조사…참고인 신분 더팩트",https://news.google.com/rss/articles/CBMiUEFVX3lxTE1SYnJyNllKbGdtZHNyOGRfQWdPek9vclk3RkZWVGhkVktaVnN3X2c5dmZ2LTJHdXJaeERLUWZ3X0pzNDdTRjR0Y093ajFMSEN00gFQQVVfeXFMTVJicnI2WUpsZ21kc3I4ZF9BZ096T29yWTdGRlZUaGRWS1pWc3dfZzl2ZnYtMkd1clp4REtRZndfSnM0N1NGNHRjT3dqMUxIQ3Q?oc=5,google_rss_행정안전부 when:1d,-16.0,10.0,,,행안부,below_absolute_quality_floor,-16.0,,,,
237,정부/국회,정부_국회,과학기술정보통신부,한미 JFS 첫 실무협의 종료…이르면 내달 美서 2차 회의 개최,한미 jfs 첫 실무협의 종료 이르면 내달 서 2차 회의 개최,헤럴드경제,헤럴드경제,"Wed, 03 Jun 2026 09:24:38 GMT",한미 JFS 첫 실무협의 종료…이르면 내달 美서 2차 회의 개최 헤럴드경제,https://news.google.com/rss/articles/CBMiVkFVX3lxTE55R1JxMnhDdVI1R0NZam1BdXBlZFhSSW9CYlNOZm5PVUg5Vk1iUHRLVC16NjFyMmx1UFJpZ3NEbVNuMnRoclVUa2hRZld4WEp3alNrVTB3?oc=5,google_rss_과학기술정보통신부 site:heraldcorp.com when:1d,-16.0,7.0,,,,below_absolute_quality_floor,-16.0,,,,
1113,정부/국회,정부_국회,스테이블코인,[부고] 양선제(㈜LG 홍보브랜드팀 책임)씨 부친상,부고 양선제 lg 홍보브랜드팀 책임 씨 부친상,헤럴드경제,헤럴드경제,"Wed, 03 Jun 2026 08:50:41 GMT",[부고] 양선제(㈜LG 홍보브랜드팀 책임)씨 부친상 헤럴드경제,https://news.google.com/rss/articles/CBMiVkFVX3lxTFBWa1dsYXRiNjlFUnpSTVprVEl6ampWcnBHMjZNNmQ2WjlYbnI0eXUwcEhBWDdZYjFUR2FjUUZQRk1BejVVOXdFOTB2QjMyaUZDdndNR0ZR?oc=5,google_rss_스테이블코인 site:heraldcorp.com when:1d,-16.0,7.0,,,,below_absolute_quality_floor,-16.0,digital_asset_stablecoin,,,
1153,정부/국회,정부_국회,스테이블코인,"‘인천 계양을’ 출마 김현태, 주소지는 ‘계양갑’…자신 선거구서 투표 못해",인천 계양을 출마 김현태 주소지는 계양갑 자신 선거구서 투표 못해,헤럴드경제,헤럴드경제,"Wed, 03 Jun 2026 08:16:45 GMT","‘인천 계양을’ 출마 김현태, 주소지는 ‘계양갑’…자신 선거구서 투표 못해 헤럴드경제",https://news.google.com/rss/articles/CBMiVkFVX3lxTE04U3VlVEZ4OXEwU0kzd05BUDRNdzEyLTZFVmpvMU9WVkt2VjZ5Rmdua3VMVFVENzhoTTlmTkN4eGc3SzhiQng1WTkxZjNnNllfbWtKM19n?oc=5,google_rss_스테이블코인 site:heraldcorp.com when:1d,-16.0,7.0,,,,below_absolute_quality_floor,-16.0,digital_asset_stablecoin,,,
1196,정부/국회,정부_국회,스테이블코인,[속보] 제9회 지방선거 투표율 오후 5시 57.4%…4년 전보다 9.8.%p↑,제9회 지방선거 투표율 오후 5시 57 4 4년 전보다 9 8 p,헤럴드경제,헤럴드경제,"Wed, 03 Jun 2026 08:15:23 GMT",[속보] 제9회 지방선거 투표율 오후 5시 57.4%…4년 전보다 9.8.%p↑ 헤럴드경제,https://news.google.com/rss/articles/CBMiVkFVX3lxTE14TFZUOHUzY0lHS0JHZmxpMnppZ1p3ZlpaRm1qYTNrNDltek9rM0U5YmJhQU5ZUGV6d1h0MFRwLWY0Xzg5ZkgzNkd0cmpvUnlLUUVIV2hn?oc=5,google_rss_스테이블코인 site:heraldcorp.com when:1d,-16.0,7.0,,,,below_absolute_quality_floor,-16.0,digital_asset_stablecoin,,,
1157,정부/국회,정부_국회,스테이블코인,"OECD, 韓성장률 1.7%→2.6%…“반도체 수요 확대 시 추가 상승 가능”",oecd 성장률 1 7 2 6 반도체 수요 확대 시 추가 상승 가능,헤럴드경제,헤럴드경제,"Wed, 03 Jun 2026 08:02:19 GMT","OECD, 韓성장률 1.7%→2.6%…“반도체 수요 확대 시 추가 상승 가능” 헤럴드경제",https://news.google.com/rss/articles/CBMiVkFVX3lxTE5WVUk5emZ1aHdnbXdEbnFWN1NLbmxKWnBmOTU0aXppQklOMjRUemo5aHZac0FoVk5yUEhaaXBPVkNmRGRxd2VTS21TRWRGZWtLU0xndXdn?oc=5,google_rss_스테이블코인 site:heraldcorp.com when:1d,-16.0,7.0,,,,below_absolute_quality_floor,-16.0,digital_asset_stablecoin,,,
1128,정부/국회,정부_국회,스테이블코인,"닛케이지수, 사상 첫 6만8000 돌파…키옥시아 장중 한때 日시총 2위 기록도",닛케이지수 사상 첫 6만8000 돌파 키옥시아 장중 한때 시총 2위 기록도,헤럴드경제,헤럴드경제,"Wed, 03 Jun 2026 07:55:45 GMT","닛케이지수, 사상 첫 6만8000 돌파…키옥시아 장중 한때 日시총 2위 기록도 헤럴드경제",https://news.google.com/rss/articles/CBMiV0FVX3lxTE12NTZ6THRRVUpMS1psNXp5Z3lpVWFFcXFtem1WMHYwbnVHd0JEbDh6cDlDdGhiVUlVNzBZdUF2c0YwdHN6eVVlSE9LLXBHRWktODY2dWJTUQ?oc=5,google_rss_스테이블코인 site:heraldcorp.com when:1d,-16.0,7.0,,,,below_absolute_quality_floor,-16.0,digital_asset_stablecoin,,,
1172,정부/국회,정부_국회,스테이블코인,"靑, 미 ‘강제노동’ 추가관세 예고에 “기존 관세합의 훼손되지 않게 최선 다할 것”",미 강제노동 추가관세 예고에 기존 관세합의 훼손되지 않게 최선 다할 것,헤럴드경제,헤럴드경제,"Wed, 03 Jun 2026 07:49:38 GMT","靑, 미 ‘강제노동’ 추가관세 예고에 “기존 관세합의 훼손되지 않게 최선 다할 것” 헤럴드경제",https://news.google.com/rss/articles/CBMiVkFVX3lxTE05RjE5SWUtVVMxbzNzRHRyYnBfa3JhdFkxTkhiaDJtNzdFdVo0MGFmcW5xWloyLTlkSVdFU2o3YkltUUtDU0NFT1BuRGRtTFV3TzhmZUhn?oc=5,google_rss_스테이블코인 site:heraldcorp.com when:1d,-16.0,7.0,,,,below_absolute_quality_floor,-16.0,digital_asset_stablecoin,,,
1155,정부/국회,정부_국회,스테이블코인,투표 마쳤는데 또 하겠다며 소동…투표소 112신고 242건 [세상&],투표 마쳤는데 또 하겠다며 소동 투표소 112신고 242건 세상,헤럴드경제,헤럴드경제,"Wed, 03 Jun 2026 07:27:49 GMT",투표 마쳤는데 또 하겠다며 소동…투표소 112신고 242건 [세상&] 헤럴드경제,https://news.google.com/rss/articles/CBMiVkFVX3lxTFBsWnpCR0N4UWJHVEp4NkZ6YldnRmxVLXBndmRhN2NQUnIyQ3JmaTFrS3FBdzVWSXltT1JkWHdVc2FhQXRfWmlQdVZFNld3NjhWWExoZzZR?oc=5,google_rss_스테이블코인 site:heraldcorp.com when:1d,-16.0,7.0,,,,below_absolute_quality_floor,-16.0,digital_asset_stablecoin,,,
1134,정부/국회,정부_국회,스테이블코인,"美, ‘강제노동’ 60개국에 10∼12.5% 관세예고…한국 12.5%",강제노동 60개국에 10 12 5 관세예고 한국 12 5,헤럴드경제,헤럴드경제,"Wed, 03 Jun 2026 07:24:18 GMT","美, ‘강제노동’ 60개국에 10∼12.5% 관세예고…한국 12.5% 헤럴드경제",https://news.google.com/rss/articles/CBMiVkFVX3lxTE1xczNLQTM3MFJHc1hKQ3I5UFVxeWR4VjhSRXJJcEZSU1IwenFrc2lLR2tyQ2R4bjNRRFUxM20taWxuSlFOUjB5Q3M5VnZLQzRlM2R5Tk5R?oc=5,google_rss_스테이블코인 site:heraldcorp.com when:1d,-16.0,7.0,,,,below_absolute_quality_floor,-16.0,digital_asset_stablecoin,,,
1133,정부/국회,정부_국회,스테이블코인,반도체 효과에 韓 성장률 확 올린 OECD…1.7→2.6%,반도체 효과에 성장률 확 올린 oecd 1 7 2 6,헤럴드경제,헤럴드경제,"Wed, 03 Jun 2026 07:16:34 GMT",반도체 효과에 韓 성장률 확 올린 OECD…1.7→2.6% 헤럴드경제,https://news.google.com/rss/articles/CBMiVkFVX3lxTE05SC1weURMa1BKeTROY0FTREhrdENxMU1oQkd3Ty16VEpXcm5FaFRBYUVGRk1wRzI5RE1mekllQk9lbVBsNDhRa0cxMlZ1Mno3WDlFc05R?oc=5,google_rss_스테이블코인 site:heraldcorp.com when:1d,-16.0,7.0,,,,below_absolute_quality_floor,-16.0,digital_asset_stablecoin,,,
1204,정부/국회,정부_국회,스테이블코인,[속보] 투표율 오후 4시 현재 54.7%…4년 전보다 9.3%p↑,투표율 오후 4시 현재 54 7 4년 전보다 9 3 p,헤럴드경제,헤럴드경제,"Wed, 03 Jun 2026 07:04:45 GMT",[속보] 투표율 오후 4시 현재 54.7%…4년 전보다 9.3%p↑ 헤럴드경제,https://news.google.com/rss/articles/CBMiVkFVX3lxTE5lc0twNktrMUtXdU92OUxjYVpyMWFVUTg2dUdDM2FSNndFTU84azFMV3BNcEVIT25EU2hTb1E4WmlJS3ZKSThXZTdWSzYtLUlfSl9JSGt3?oc=5,google_rss_스테이블코인 site:heraldcorp.com when:1d,-16.0,7.0,,,,below_absolute_quality_floor,-16.0,digital_asset_stablecoin,,,
1150,정부/국회,정부_국회,스테이블코인,"李대통령 “대한민국 집값, 부동산값 비싸도 너무 비싸”",대통령 대한민국 집값 부동산값 비싸도 너무 비싸,헤럴드경제,헤럴드경제,"Wed, 03 Jun 2026 06:45:34 GMT","李대통령 “대한민국 집값, 부동산값 비싸도 너무 비싸” 헤럴드경제",https://news.google.com/rss/articles/CBMiVkFVX3lxTE9TTE9zYWFkX3ZWdEEzQ0hvMVBxQklWenNINktkWkY4ME5HSzQ1TEZKR1U4NnFfN1dCcGFUVl8zY0VUeDB5VTVneTMxMHFjRUZBeW0tOFZn?oc=5,google_rss_스테이블코인 site:heraldcorp.com when:1d,-16.0,7.0,,,,below_absolute_quality_floor,-16.0,digital_asset_stablecoin,,,
1178,정부/국회,정부_국회,스테이블코인,울산 아파트서 전동휠체어 배터리 폭발…70대 주민 화상,울산 아파트서 전동휠체어 배터리 폭발 70대 주민 화상,헤럴드경제,헤럴드경제,"Wed, 03 Jun 2026 06:41:50 GMT",울산 아파트서 전동휠체어 배터리 폭발…70대 주민 화상 헤럴드경제,https://news.google.com/rss/articles/CBMiVkFVX3lxTE9mNXZ1aTRSS1cwNDZ0LUJfamdPMjcydU1OT2M1LXlydHRweWFrSUpPeTRvSXA4OThTQ0RoYzdKOXM1cVlQS0NBU3RuTDFwTXdkSmRBdUFn?oc=5,google_rss_스테이블코인 site:heraldcorp.com when:1d,-16.0,7.0,,,,below_absolute_quality_floor,-16.0,digital_asset_stablecoin,,,
1144,정부/국회,정부_국회,스테이블코인,태백시청 전광판에 특정 후보 ‘당선 축하’ 문구…관권선거 논란,태백시청 전광판에 특정 후보 당선 축하 문구 관권선거 논란,헤럴드경제,헤럴드경제,"Wed, 03 Jun 2026 06:13:37 GMT",태백시청 전광판에 특정 후보 ‘당선 축하’ 문구…관권선거 논란 헤럴드경제,https://news.google.com/rss/articles/CBMiVkFVX3lxTE1QUjV1Ul9XcXFtYk1jbHJ1OUxCUkZuOHU1UmZheFNiNDZBdGZxT25wamNpZnp4d3ROdnZoVkRsdUJaZThJenlPS1p3VXFpZXdINTFlMmR3?oc=5,google_rss_스테이블코인 site:heraldcorp.com when:1d,-16.0,7.0,,,,below_absolute_quality_floor,-16.0,digital_asset_stablecoin,,,
1147,정부/국회,정부_국회,스테이블코인,‘스타벅스 불매 비판’이병태 “ 마케팅 기획 ‘2030 실무진’ 불이익 없기를”,스타벅스 불매 비판이병태 마케팅 기획 2030 실무진 불이익 없기를,헤럴드경제,헤럴드경제,"Wed, 03 Jun 2026 06:02:25 GMT",‘스타벅스 불매 비판’이병태 “ 마케팅 기획 ‘2030 실무진’ 불이익 없기를” 헤럴드경제,https://news.google.com/rss/articles/CBMiVkFVX3lxTE1vNVhLb1FtWVR4MlJrWWUzX25hb29XMnoxcmF6dmdPMi00bFNWOGVGeWhvNGVmQTNCWUtWSEdaYjhXOU5OSE5odUxMNHppNXJldW5tTW5B?oc=5,google_rss_스테이블코인 site:heraldcorp.com when:1d,-16.0,7.0,,,,below_absolute_quality_floor,-16.0,digital_asset_stablecoin,,,
189,정부/국회,정부_국회,과학기술정보통신부,[연합뉴스 이 시각 헤드라인] - 15:00,연합뉴스 이 시각 헤드라인 15 00,매일경제 마켓,매일경제 마켓,"Wed, 03 Jun 2026 06:00:00 GMT",[연합뉴스 이 시각 헤드라인] - 15:00 매일경제 마켓,https://news.google.com/rss/articles/CBMiUkFVX3lxTFA4LUE5MHBQU0V4aGVBSUZ1T0lDb1BOOEREbmJON0pxeXB1bzZLbzhEbmpBX3JNcHVuVTNDTFk5UGdoZVhpWlk3aWtsWlNPNy03M2c?oc=5,google_rss_과학기술정보통신부 site:mk.co.kr when:1d,-16.0,7.0,,,,below_absolute_quality_floor,-16.0,,,,
1135,정부/국회,정부_국회,스테이블코인,"“회사 8000곳 지원했는데 다 떨어졌어요”…美 명문대 이과생의 절규[나우,어스]",회사 8000곳 지원했는데 다 떨어졌어요 명문대 이과생의 절규 나우 어스,헤럴드경제,헤럴드경제,"Wed, 03 Jun 2026 06:00:00 GMT","“회사 8000곳 지원했는데 다 떨어졌어요”…美 명문대 이과생의 절규[나우,어스] 헤럴드경제",https://news.google.com/rss/articles/CBMiVkFVX3lxTFBJX2J1bERUb1FveDFfYWNmVTVtQ0tpbFhBTzZmaHFjY0ZKQWVUclZEQTItS05GSXo0dTRSbHVqM1FLQ2FKeDZkdHRzWXNzazFDWHRmQ1ln?oc=5,google_rss_스테이블코인 site:heraldcorp.com when:1d,-16.0,7.0,,,,below_absolute_quality_floor,-16.0,digital_asset_stablecoin,,,
1186,정부/국회,정부_국회,스테이블코인,"[속보] 쿠웨이트 항공당국 “이란 공격에 인명 부상, 시설 심각 피해”",쿠웨이트 항공당국 이란 공격에 인명 부상 시설 심각 피해,헤럴드경제,헤럴드경제,"Wed, 03 Jun 2026 05:55:36 GMT","[속보] 쿠웨이트 항공당국 “이란 공격에 인명 부상, 시설 심각 피해” 헤럴드경제",https://news.google.com/rss/articles/CBMiVkFVX3lxTE1kOC1DSkNKT2tIZ3pIbnM4TmphaE1UUi1ibERwNEIxWXFzMmV2bzZhUGt1Rmtoc0NhZUZPNHN6LVFKRi1INFQ3TzhxanI3ZFlNS1ZpM3JB?oc=5,google_rss_스테이블코인 site:heraldcorp.com when:1d,-16.0,7.0,,,,below_absolute_quality_floor,-16.0,digital_asset_stablecoin,,,
1078,정부/국회,정부_국회,스테이블코인,“영포티 아니라 야수포티였네”…삼전닉스 레버리지 큰손 된 40대,영포티 아니라 야수포티였네 삼전닉스 레버리지 큰손 된 40대,매일경제TV,매일경제TV,"Wed, 03 Jun 2026 05:51:00 GMT",“영포티 아니라 야수포티였네”…삼전닉스 레버리지 큰손 된 40대 매일경제TV,https://news.google.com/rss/articles/CBMiaEFVX3lxTE43a083Ukx2SldNZ2dqaURBVS1LZktob3dPREZzMUxGYy11WGc1M3ZPNGxPTk9aX3Bla0lYVDNZMmN6T2FqRW5kTkZYdWRQLThSSm5PY1J0VkJqRkM3MDVIeFM2ekVRdFFW?oc=5,google_rss_스테이블코인 조사 when:1d,-16.0,7.0,,,,below_absolute_quality_floor,-16.0,digital_asset_stablecoin,,,
824,정부/국회,정부_국회,행정안전부,"윤호중 행안장관, 지방선거 투·개표 지원상황 점검",윤호중 행안장관 지방선거 투 개표 지원상황 점검,파이낸셜뉴스,파이낸셜뉴스,"Wed, 03 Jun 2026 05:38:28 GMT","윤호중 행안장관, 지방선거 투·개표 지원상황 점검 파이낸셜뉴스",https://news.google.com/rss/articles/CBMiWkFVX3lxTFBkTkhWR0xhRmdxUU0xd2o2RzliOTVOTUNmUkVlRGFaLVVfMjRHUnBBeDBkdENfX3Z0U3NCLVhORmRObk8wZGk2NlBkSzVBOW5KOUFoVGk5c3ZwZ9IBXkFVX3lxTFA4MFl0cWt6WlJ4SDNSSEl1Mks2VE5ndXRTaGNld0ZjZXZDMEFkZUxXdDBqeTNMVDlnSjk5cnBkZ0Y0T3NRdGh2NDBOaHQ4azNNei13NF9QRlBfdWFRanc?oc=5,google_rss_행정안전부 when:1d,-16.0,7.0,,,,below_absolute_quality_floor,-16.0,,,,
817,정부/국회,정부_국회,행정안전부,"지자체 5급 이상 여성공무원, 사상 첫 1만명 돌파",지자체 5급 이상 여성공무원 사상 첫 1만명 돌파,매일경제,매일경제,"Wed, 03 Jun 2026 05:33:29 GMT","지자체 5급 이상 여성공무원, 사상 첫 1만명 돌파 매일경제",https://news.google.com/rss/articles/CBMiRkFVX3lxTE9UN25oQnZpWUNuZDlwV3RCdHZrTWw2TEtmcENRbXpJUDlUeE5WOXRfS0toSEgycmZfc1piUFZPNTRKa2taanc?oc=5,google_rss_행정안전부 when:1d,-16.0,7.0,,,,below_absolute_quality_floor,-16.0,,,,
1048,정부/국회,정부_국회,스테이블코인,"인텔 CEO ""CPU 중요성 높아져…많은 CEO들 직접 전화""",인텔 ceo cpu 중요성 높아져 많은 ceo들 직접 전화,매일경제TV,매일경제TV,"Wed, 03 Jun 2026 05:33:00 GMT","인텔 CEO ""CPU 중요성 높아져…많은 CEO들 직접 전화"" 매일경제TV",https://news.google.com/rss/articles/CBMiaEFVX3lxTE15MU1pdDdnZFJfNXBCTWljSU4yaVAyb2VPMGhFYjlCNmFuenNydEdEV182YldDWUc0b3RWcTRmNlZSZTRwYzdidC0yY2FMXzBYTWtuRk5TajlDSGpGLUQ3QXVKRG5EdWtp?oc=5,google_rss_스테이블코인 AI when:1d,-16.0,7.0,,,,below_absolute_quality_floor,-16.0,digital_asset_stablecoin,,,
795,정부/국회,정부_국회,금융감독원,보험설계사 통째로 영입에 10억…편법 스카우트 활개,보험설계사 통째로 영입에 10억 편법 스카우트 활개,헤럴드경제,헤럴드경제,"Wed, 03 Jun 2026 05:24:14 GMT",보험설계사 통째로 영입에 10억…편법 스카우트 활개 헤럴드경제,https://news.google.com/rss/articles/CBMiVkFVX3lxTFBYYkkyWU54ZlNlYV82LVN6aHJhX0dBWndjSWMzSTl6ZDdKczFwU25pM080M1lEMkdiTzV0VjZvdG1xS29VSlNsXzRpeUViUnVtLVcwMmJn?oc=5,google_rss_금융감독원 site:heraldcorp.com when:1d,-16.0,7.0,,,,below_absolute_quality_floor,-16.0,,,,
1145,정부/국회,정부_국회,스테이블코인,[속보] 투표율 오후 2시 현재 48.9%…4년 전보다 8.2%p↑,투표율 오후 2시 현재 48 9 4년 전보다 8 2 p,헤럴드경제,헤럴드경제,"Wed, 03 Jun 2026 05:09:16 GMT",[속보] 투표율 오후 2시 현재 48.9%…4년 전보다 8.2%p↑ 헤럴드경제,https://news.google.com/rss/articles/CBMiVkFVX3lxTE8xeWFrbzRoUmh5RWwtNjRoWGd4Ti1weUwtWFdPWk1DRUJTUlJsblI5b2lkU3owUk9PR0IyOE1za1pLZ3dMS3hOdjZXSUxNQjJqV2lwQmlB?oc=5,google_rss_스테이블코인 site:heraldcorp.com when:1d,-16.0,7.0,,,,below_absolute_quality_floor,-16.0,digital_asset_stablecoin,,,
233,정부/국회,정부_국회,과학기술정보통신부,총12건 - 파이낸셜뉴스,총12건,파이낸셜뉴스,파이낸셜뉴스,"Wed, 03 Jun 2026 04:54:26 GMT",총12건 - 파이낸셜뉴스 파이낸셜뉴스,https://news.google.com/rss/articles/CBMilAFBVV95cUxNeF9ueWtOaFRUbEExNVFZSk02QjJGRHo2U0UycV9GVGJVdWU3QUZyc1llUDRLWWM1Qi1wN1lSaE5QY1U4eWF3Vmh1S1AzSFBOZE83SE1VSmZaSmFLbWd6M01OM2pCTWVybzBoUFVuWFhtSFhHYTNuQzNwR1hqc2ZXU21KY2NoMHpBWVNNZGJqbkF6b0lO?oc=5,google_rss_과학기술정보통신부 site:fnnews.com when:1d,-16.0,7.0,,,,below_absolute_quality_floor,-16.0,,,,
1136,정부/국회,정부_국회,스테이블코인,"인텔 CEO “CPU 중요성 높아져…많은 CEO들, 직접 전화해 더 많은 공급 확보 희망”",인텔 ceo cpu 중요성 높아져 많은 ceo들 직접 전화해 더 많은 공급 확보 희망,헤럴드경제,헤럴드경제,"Wed, 03 Jun 2026 04:54:17 GMT","인텔 CEO “CPU 중요성 높아져…많은 CEO들, 직접 전화해 더 많은 공급 확보 희망” 헤럴드경제",https://news.google.com/rss/articles/CBMiVkFVX3lxTE50VW5CYUs2OWpSMEdnSWthTnFmRU8yLXc3T3M1bjJ2UFBkcmJNNXZnSUI1dmVIYmt3VGFZbm1SRUZqZUxOUVl4R1UtbS02WFRBLXZSZDVB?oc=5,google_rss_스테이블코인 site:heraldcorp.com when:1d,-16.0,7.0,,,,below_absolute_quality_floor,-16.0,digital_asset_stablecoin,,,
