id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_industry_ok,v27_industry_reason,v27_industry_score,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v27_event_key,v26_2_profile_reason,v26가드레일사유
1147,정부/국회,정부_국회,공정거래위원회,베트남서 붙은 AI 기판 대전… 삼성·LG `이원화 초격차`로 승부수,베트남서 붙은 ai 기판 대전 삼성 lg 이원화 초격차 로 승부수,디지털데일리,디지털데일리,"Wed, 10 Jun 2026 05:36:50 GMT",베트남서 붙은 AI 기판 대전… 삼성·LG `이원화 초격차`로 승부수 디지털데일리,https://news.google.com/rss/articles/CBMiZEFVX3lxTE9xQnV2ZC0zdF8talIteV9YdHNTX3dqbFhjUlV1ekg3QVhzbVh0amNXamxMR0lNaUJKVFlYZlN3X2h6SmxETmZrWVNGOEhVZ2VqblNPOGhvWXBENm5NNHdDaEtBQzA?oc=5,google_rss_공정거래위원회 site:ddaily.co.kr when:2d,-154.0,-41.0,ai_infrastructure_security,ai_infrastructure_security,,v26_2_government_without_central_public_actor_action:no_public_actor_action_domain,,,,,,general,14.0,published_yesterday,business_change,,general,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,-154.0,"policy_legislation,ai_infrastructure_security",government:tech_security_policy,,,경쟁사_해외이슈,GOV_AI_DIGITAL_POLICY,government_ai_core_policy,government_ai_core_policy:베트남서 붙은 ai 기판 대전 삼성 lg 이원화 초격차 로 승부수,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,2,4,5,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain,local,,OFF_TOPIC,,other,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,,government_ai_core_policy:베트남서 붙은 ai 기판 대전 삼성 lg 이원화 초격차 로 승부수,government_ai_core_policy,,weak_gov_basis:no_public_actor_action_domain,
1721,정부/국회,정부_국회,중소벤처기업부,"중기부 ""소상공인 정책자금, 금융안전망…금융 소외계층 지원 확대""",중기부 소상공인 정책자금 금융안전망 금융 소외계층 지원 확대,뉴스1,뉴스1,"Wed, 10 Jun 2026 05:00:00 GMT","중기부 ""소상공인 정책자금, 금융안전망…금융 소외계층 지원 확대"" 뉴스1",https://news.google.com/rss/articles/CBMiYkFVX3lxTE1SaF9NLU9yZ3lWdmxYVlJKS3NkRS1WMlFVZGRqYkdpY3NRVFNMNGNtc1hrTEhMTHdoTGpBdFZrWkxqOW80VmNtZ3N4bDZEOTNIUnN3aklaTnc1dmVFRHp6X3p3?oc=5,google_rss_중소벤처기업부 when:2d,-154.0,-41.0,policy_legislation,policy_legislation,,v26_2_government_without_central_public_actor_action:no_public_actor_action_domain,,,,,,general,2.0,published_yesterday+analysis_without_direct_event,analysis_feature,,general,,"insufficient_industry_basis:actor=False,change=True,bridge=False",1,-154.0,policy_legislation,government:policy_legislation,,,경쟁사_해외이슈,GOV_PLATFORM_REGULATION,government_general_policy,government_general_policy:중기부 소상공인 정책자금 금융안전망 금융 소외계층 지원 확대,카카오 대외협력 관점 간접 참고,4,2,2,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local,,OFF_TOPIC,,other,카카오 대외협력 관점 간접 참고,,government_general_policy:중기부 소상공인 정책자금 금융안전망 금융 소외계층 지원 확대,government_general_policy,,weak_gov_basis:no_public_actor_action_domain,
890,정부/국회,정부_국회,과학기술정보통신부,"대전 유성구·대덕특구 연구원, 청소년 과학인재 육성 힘 모아",대전 유성구 대덕특구 연구원 청소년 과학인재 육성 힘 모아,뉴스1,뉴스1,"Wed, 10 Jun 2026 04:42:07 GMT","대전 유성구·대덕특구 연구원, 청소년 과학인재 육성 힘 모아 뉴스1",https://news.google.com/rss/articles/CBMiYEFVX3lxTE5Jb3h3R1ZYb2ZORndMeFBfOFRROXBoN1Qta2NZcmwzWkQtTGZaV2NKYVN3VFZTam1kdGVzaEdHbGRvTWVOM1B1RUc4R3d4UzJ0MmxmQmlRemZFZHFvTXN2eg?oc=5,google_rss_과학기술정보통신부 site:news1.kr when:2d,-154.0,-41.0,deepfake_youth,deepfake_youth,,v26_2_government_without_central_public_actor_action:no_public_actor_action_domain,,,,,,general,14.0,published_yesterday,general,,general,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,-154.0,,,,,경쟁사_해외이슈,GOV_PLATFORM_REGULATION,government_general_low_relevance,government_general_low_relevance:대전 유성구 대덕특구 연구원 청소년 과학인재 육성 힘 모아,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,2,2,1,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain,local,,OFF_TOPIC,,other,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,,government_general_low_relevance:대전 유성구 대덕특구 연구원 청소년 과학인재 육성 힘 모아,government_general_low_relevance,,weak_gov_basis:no_public_actor_action_domain,
862,정부/국회,정부_국회,과학기술정보통신부,"익산시, 가상융합산업대전 참가…AI·홀로그램 전시공동관",익산시 가상융합산업대전 참가 ai 홀로그램 전시공동관,뉴시스,뉴시스,"Wed, 10 Jun 2026 04:17:32 GMT","익산시, 가상융합산업대전 참가…AI·홀로그램 전시공동관 뉴시스",https://news.google.com/rss/articles/CBMieEFVX3lxTE1pRlM0LVBCcDgtMS10bHpZODNqRXhrQlJZX1Nvb1NHYXQ2QXNCM0NySDVPQzJ3NnUyVXJBMGdTNG43dDgxT0VkUklhVHNCaXFKMU03TFJwT2lPNkM1Q1pkUElkWmdOejd2SWhTbG1kZ0J0YTBzVnE5ZdIBeEFVX3lxTE1pRlM0LVBCcDgtMS10bHpZODNqRXhrQlJZX1Nvb1NHYXQ2QXNCM0NySDVPQzJ3NnUyVXJBMGdTNG43dDgxT0VkUklhVHNCaXFKMU03TFJwT2lPNkM1Q1pkUElkWmdOejd2SWhTbG1kZ0J0YTBzVnE5ZQ?oc=5,google_rss_과학기술정보통신부 site:newsis.com when:2d,-154.0,-41.0,ai_infrastructure_security,ai_infrastructure_security,,v26_2_government_without_central_public_actor_action:no_public_actor_action_domain,,,,,,general,14.0,published_yesterday,business_change,,general,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,-154.0,ai_infrastructure_security,government:tech_security_policy,,,경쟁사_해외이슈,GOV_AI_DIGITAL_POLICY,government_ai_core_policy,government_ai_core_policy:익산시 가상융합산업대전 참가 ai 홀로그램 전시공동관,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,4,4,5,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local,,OFF_TOPIC,,other,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,,government_ai_core_policy:익산시 가상융합산업대전 참가 ai 홀로그램 전시공동관,government_ai_core_policy,,weak_gov_basis:no_public_actor_action_domain,
1634,정부/국회,정부_국회,행정안전부,"행안부, 공공부문 AI 도입 가이드 배포…'AI 민주정부' 속도",행안부 공공부문 ai 도입 가이드 배포 ai 민주정부 속도,뉴스1,뉴스1,"Wed, 10 Jun 2026 03:00:00 GMT","행안부, 공공부문 AI 도입 가이드 배포…'AI 민주정부' 속도 뉴스1",https://news.google.com/rss/articles/CBMiVEFVX3lxTE5qLVhxVTQ4T0diUXZOY2otOTRGSHFFNTBSczVhNG5hdHEtbVZITnlUaG5ZSlRxUWI3UFZKRUo0bm40SEtaa0xlUGhSbEJhMHBIV3VSQQ?oc=5,google_rss_행정안전부 when:2d,-154.0,-41.0,ai_infrastructure_security,ai_infrastructure_security,행안부,v26_2_government_without_central_public_actor_action:no_public_actor_action_domain,,,,,,general,14.0,published_yesterday,business_change,event:행안부:ai_infrastructure_security,general,,"insufficient_industry_basis:actor=False,change=True,bridge=False",1,-154.0,ai_infrastructure_security,government:tech_security_policy,,,경쟁사_해외이슈,GOV_AI_DIGITAL_POLICY,government_ai_core_policy,government_ai_core_policy:행안부 공공부문 ai 도입 가이드 배포 ai 민주정부 속도,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,4,4,5,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local,,OFF_TOPIC,,other,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,,government_ai_core_policy:행안부 공공부문 ai 도입 가이드 배포 ai 민주정부 속도,government_ai_core_policy,,weak_gov_basis:no_public_actor_action_domain,
1746,정부/국회,정부_국회,중소벤처기업부,"""AI 기반 신약 개발""…중기부·제약사, 스타트업 육성",ai 기반 신약 개발 중기부 제약사 스타트업 육성,뉴시스,뉴시스,"Wed, 10 Jun 2026 03:00:00 GMT","""AI 기반 신약 개발""…중기부·제약사, 스타트업 육성 뉴시스",https://news.google.com/rss/articles/CBMieEFVX3lxTFAwWE1CZGdzZHlUN3prWWpFTmxFa08tU0hiN0RydWQ5R2h4ZF9QZGRkTjF0VDRnZUJXU0dQNkhiRFBaaDRfSXoxQWM2Z1NhbHctRm1hY1Q4WGRQZU9qaXp4U3E0NERWeUxycHdFaWVySnVPeUc3UEg1a9IBeEFVX3lxTFAwWE1CZGdzZHlUN3prWWpFTmxFa08tU0hiN0RydWQ5R2h4ZF9QZGRkTjF0VDRnZUJXU0dQNkhiRFBaaDRfSXoxQWM2Z1NhbHctRm1hY1Q4WGRQZU9qaXp4U3E0NERWeUxycHdFaWVySnVPeUc3UEg1aw?oc=5,google_rss_중소벤처기업부 when:2d,-154.0,-41.0,ai_infrastructure_security,ai_infrastructure_security,,v26_2_government_without_central_public_actor_action:no_public_actor_action_domain,,,,,,general,14.0,published_yesterday,business_change,,general,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,-154.0,ai_infrastructure_security,government:tech_security_policy,,,정부_국회,GOV_AI_DIGITAL_POLICY,government_ai_core_policy,government_ai_core_policy:ai 기반 신약 개발 중기부 제약사 스타트업 육성,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,2,4,5,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain,local,,OFF_TOPIC,,other,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,,government_ai_core_policy:ai 기반 신약 개발 중기부 제약사 스타트업 육성,government_ai_core_policy,,weak_gov_basis:no_public_actor_action_domain,
1537,정부/국회,정부_국회,금융감독원,"한화솔루션, 1.7조 유상증자 성사 임박…""탠덤 셀 등 미래 태양광 육성 속도""",한화솔루션 1 7조 유상증자 성사 임박 탠덤 셀 등 미래 태양광 육성 속도,뉴시스,뉴시스,"Wed, 10 Jun 2026 02:32:48 GMT","한화솔루션, 1.7조 유상증자 성사 임박…""탠덤 셀 등 미래 태양광 육성 속도"" 뉴시스",https://news.google.com/rss/articles/CBMieEFVX3lxTE50R0hXdlhYQ3NrcUU5Uk14RGpMU2pSWC1UbktkRDF6ZUFVVlo0RExPVWF2RUp2Vmx6cWxTYWJEUUNud3RER21rY1FfV3NnWjVFWXBJQmt0YTBSVGhfZS1rUUY5WjdkR1JOdGc5ZVNTTkxIREZKSDRwWdIBeEFVX3lxTE50R0hXdlhYQ3NrcUU5Uk14RGpMU2pSWC1UbktkRDF6ZUFVVlo0RExPVWF2RUp2Vmx6cWxTYWJEUUNud3RER21rY1FfV3NnWjVFWXBJQmt0YTBSVGhfZS1rUUY5WjdkR1JOdGc5ZVNTTkxIREZKSDRwWQ?oc=5,google_rss_금융감독원 site:newsis.com when:2d,-154.0,-41.0,strategy_mna_governance,strategy_mna_governance,,v26_2_government_without_central_public_actor_action:no_public_actor_action_domain,,,,,,general,14.0,published_yesterday,general,,general,,"weak_form_without_full_basis:actor=False,change=False,bridge=False",0,-154.0,strategy_mna_governance,government:general,,,정부_국회,GOV_PLATFORM_REGULATION,government_general_low_relevance,government_general_low_relevance:한화솔루션 1 7조 유상증자 성사 임박 탠덤 셀 등 미래 태양광 육성 속도,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,2,2,1,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain,local,,OFF_TOPIC,,other,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,,government_general_low_relevance:한화솔루션 1 7조 유상증자 성사 임박 탠덤 셀 등 미래 태양광 육성 속도,government_general_low_relevance,,weak_gov_basis:no_public_actor_action_domain,
1822,정부/국회,정부_국회,정무위원회,"소상공인 ""고물가·고금리에 폐업률 치솟아…경영 안전 대책 시급""",소상공인 고물가 고금리에 폐업률 치솟아 경영 안전 대책 시급,뉴스1,뉴스1,"Wed, 10 Jun 2026 02:00:00 GMT","소상공인 ""고물가·고금리에 폐업률 치솟아…경영 안전 대책 시급"" 뉴스1",https://news.google.com/rss/articles/CBMiakFVX3lxTE9xNlJTZEJBLW5BWmVHS2swckxnUVF5WWNxejJueUtKLXpycVVqR050aGFlYi1UdFBDT2FLZ25PZEJGeXlmRWJ4a1NiRG92ckdQWFpVWDQ3WEhoam1FOGM5TWZPd0QwUGVkTUE?oc=5,google_rss_정무위원회 when:2d,-154.0,-41.0,policy_legislation,policy_legislation,,v26_2_government_without_central_public_actor_action:no_public_actor_action_domain,,,,,,general,14.0,published_yesterday,general,,general,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,-154.0,policy_legislation,government:policy_legislation,,,정부_국회,GOV_PLATFORM_REGULATION,government_appointment_governance,government_appointment_governance:소상공인 고물가 고금리에 폐업률 치솟아 경영 안전 대책 시급,카카오 플랫폼·AI·대관 대응 경로에 영향을 줄 수 있는 정책/감독 이슈,2,5,4,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain,local,,OFF_TOPIC,,other,카카오 플랫폼·AI·대관 대응 경로에 영향을 줄 수 있는 정책/감독 이슈,,government_appointment_governance:소상공인 고물가 고금리에 폐업률 치솟아 경영 안전 대책 시급,government_appointment_governance,,weak_gov_basis:no_public_actor_action_domain,
1825,정부/국회,정부_국회,정무위원회,[단독]'규제 사각지대' 사내 주택대출 연 5조…1인당 평균 7400만원,규제 사각지대 사내 주택대출 연 5조 1인당 평균 7400만원,뉴시스,뉴시스,"Wed, 10 Jun 2026 01:57:04 GMT",[단독]'규제 사각지대' 사내 주택대출 연 5조…1인당 평균 7400만원 뉴시스,https://news.google.com/rss/articles/CBMieEFVX3lxTE9IVXJLVGg0WlV6Smk1cW5taGEtQ1NHQXNmeVBaU093YkpTM2FpWXlkQ3hRSFpGbXhlNVFaUWZMdUVxTFNIN0tWR3FTd3ZKWGgxeGZ6VGtKVG1BRTNLTjY4Vkh2bENvYzZwSkVuVk1IQzFRZVJoMFpadtIBeEFVX3lxTE9IVXJLVGg0WlV6Smk1cW5taGEtQ1NHQXNmeVBaU093YkpTM2FpWXlkQ3hRSFpGbXhlNVFaUWZMdUVxTFNIN0tWR3FTd3ZKWGgxeGZ6VGtKVG1BRTNLTjY4Vkh2bENvYzZwSkVuVk1IQzFRZVJoMFpadg?oc=5,google_rss_정무위원회 when:2d,-154.0,-41.0,policy_legislation,policy_legislation,,v26_2_government_without_central_public_actor_action:no_public_actor_action_domain,,,,,,general,19.0,published_yesterday+exclusive_breaking,general,,general,,"insufficient_industry_basis:actor=False,change=True,bridge=False",1,-154.0,policy_legislation,government:policy_legislation,,,경쟁사_해외이슈,GOV_PLATFORM_REGULATION,government_appointment_governance,government_appointment_governance:규제 사각지대 사내 주택대출 연 5조 1인당 평균 7400만원,카카오 플랫폼·AI·대관 대응 경로에 영향을 줄 수 있는 정책/감독 이슈,4,5,4,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local,,OFF_TOPIC,,other,카카오 플랫폼·AI·대관 대응 경로에 영향을 줄 수 있는 정책/감독 이슈,,government_appointment_governance:규제 사각지대 사내 주택대출 연 5조 1인당 평균 7400만원,government_appointment_governance,,weak_gov_basis:no_public_actor_action_domain,
870,정부/국회,정부_국회,과학기술정보통신부,XR·AI 융합인재 575명 키웠다…가상융합대학원 성과 공유,xr ai 융합인재 575명 키웠다 가상융합대학원 성과 공유,뉴스1,뉴스1,"Wed, 10 Jun 2026 01:30:00 GMT",XR·AI 융합인재 575명 키웠다…가상융합대학원 성과 공유 뉴스1,https://news.google.com/rss/articles/CBMiZkFVX3lxTE5HS1RmUFh6eW9icC1BanpzNmhxTkxpRDFnaWg3RktCUDMtUU9XVjEySlBrZDdfM3RNbWo1UnFKd0pfT1pQS3loZjNfSTRDSHdaNzRPS2VOTDVsWlplaTQ4X25QYVg3Zw?oc=5,google_rss_과학기술정보통신부 site:news1.kr when:2d,-154.0,-41.0,ai_infrastructure_security,ai_infrastructure_security,,v26_2_government_without_central_public_actor_action:no_public_actor_action_domain,,,,,,general,14.0,published_yesterday,business_change,,general,,"weak_form_without_full_basis:actor=False,change=False,bridge=False",0,-154.0,ai_infrastructure_security,government:tech_security_policy,,,정부_국회,GOV_AI_DIGITAL_POLICY,government_ai_core_policy,government_ai_core_policy:xr ai 융합인재 575명 키웠다 가상융합대학원 성과 공유,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,2,4,5,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain,local,,OFF_TOPIC,,other,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,,government_ai_core_policy:xr ai 융합인재 575명 키웠다 가상융합대학원 성과 공유,government_ai_core_policy,,weak_gov_basis:no_public_actor_action_domain,
859,정부/국회,정부_국회,과학기술정보통신부,"성남산단, 국내 최초 '푸드테크 AI 혁신 리더스포럼' 참가모집",성남산단 국내 최초 푸드테크 ai 혁신 리더스포럼 참가모집,뉴시스,뉴시스,"Wed, 10 Jun 2026 01:29:29 GMT","성남산단, 국내 최초 '푸드테크 AI 혁신 리더스포럼' 참가모집 뉴시스",https://news.google.com/rss/articles/CBMieEFVX3lxTFBWeHY2X21leWw1X29IVElnYXdkZVRfSF9nVk1OSGYtTS1qVUMweW1MWUs3VlRRakxQdmtDdTZhVU1vNUVoWm1IMkFjbWNXNEtsUklDLTFKZU5lT0ctcGVYbDhPaW9IMEdjemdBN1h2Qk9ZU284dUlfetIBeEFVX3lxTFBWeHY2X21leWw1X29IVElnYXdkZVRfSF9nVk1OSGYtTS1qVUMweW1MWUs3VlRRakxQdmtDdTZhVU1vNUVoWm1IMkFjbWNXNEtsUklDLTFKZU5lT0ctcGVYbDhPaW9IMEdjemdBN1h2Qk9ZU284dUlfeg?oc=5,google_rss_과학기술정보통신부 site:newsis.com when:2d,-154.0,-41.0,ai_infrastructure_security,ai_infrastructure_security,,v26_2_government_without_central_public_actor_action:no_public_actor_action_domain,,,,,,general,14.0,published_yesterday,business_change,,general,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,-154.0,ai_infrastructure_security,government:tech_security_policy,,,경쟁사_해외이슈,GOV_AI_DIGITAL_POLICY,government_ai_core_policy,government_ai_core_policy:성남산단 국내 최초 푸드테크 ai 혁신 리더스포럼 참가모집,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,2,4,5,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain,local,,OFF_TOPIC,,other,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,,government_ai_core_policy:성남산단 국내 최초 푸드테크 ai 혁신 리더스포럼 참가모집,government_ai_core_policy,,weak_gov_basis:no_public_actor_action_domain,
771,정부/국회,정부_국회,과학기술정보통신부,"""대체불가 대한민국 견인""...'국가 AI대상' 18일 접수 마감",대체불가 대한민국 견인 국가 ai대상 18일 접수 마감,지디넷코리아,지디넷코리아,"Wed, 10 Jun 2026 01:23:29 GMT","""대체불가 대한민국 견인""...'국가 AI대상' 18일 접수 마감 지디넷코리아",https://news.google.com/rss/articles/CBMiVkFVX3lxTE5VampCRThtRlNFcGJRdk94ZTZPamZxeEJOYVlRRWV3bzFaM2hmQVhTWmlZWVpCWC1UUHkyYk0wcEl3VU9xV0RpaEpnYW5rVXZVSjc4V1FR?oc=5,google_rss_과학기술정보통신부 AI when:2d,-154.0,-41.0,ai_infrastructure_security,ai_infrastructure_security,,v26_2_government_without_central_public_actor_action:no_public_actor_action_domain,,,,,,general,14.0,published_yesterday,business_change,,general,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,-154.0,ai_infrastructure_security,government:tech_security_policy,,,경쟁사_해외이슈,GOV_AI_DIGITAL_POLICY,government_ai_core_policy,government_ai_core_policy:대체불가 대한민국 견인 국가 ai대상 18일 접수 마감,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,2,4,5,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain,local,,OFF_TOPIC,,other,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,,government_ai_core_policy:대체불가 대한민국 견인 국가 ai대상 18일 접수 마감,government_ai_core_policy,,weak_gov_basis:no_public_actor_action_domain,
871,정부/국회,정부_국회,과학기술정보통신부,"이영섭 뉴스1 대표 ""AI로 인해 승자의 조건 바뀌었다""…NTF 2026 개막",이영섭 뉴스1 대표 ai로 인해 승자의 조건 바뀌었다 ntf 2026 개막,뉴스1,뉴스1,"Wed, 10 Jun 2026 01:06:32 GMT","이영섭 뉴스1 대표 ""AI로 인해 승자의 조건 바뀌었다""…NTF 2026 개막 뉴스1",https://news.google.com/rss/articles/CBMiZEFVX3lxTE01dWpTSThCSWxYMkpOWmFTM0ZlNWF0WFpqbUpxSTkxT1pjVUZtZkxhVEc0S2M4Wk1tMEZTN1M5UzMyc0NFSDZGRlFXTVIxd0U1WmlkRDRwQkRleDVlOHZfWGZTejc?oc=5,google_rss_과학기술정보통신부 site:news1.kr when:2d,-154.0,-41.0,ai_infrastructure_security,ai_infrastructure_security,,v26_2_government_without_central_public_actor_action:no_public_actor_action_domain,,,,,,general,14.0,published_yesterday,direct_risk,,general,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,-154.0,ai_infrastructure_security,government:tech_security_policy,,,경쟁사_해외이슈,GOV_AI_DIGITAL_POLICY,government_ai_core_policy,government_ai_core_policy:이영섭 뉴스1 대표 ai로 인해 승자의 조건 바뀌었다 ntf 2026 개막,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,2,4,5,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain,local,,OFF_TOPIC,,other,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,,government_ai_core_policy:이영섭 뉴스1 대표 ai로 인해 승자의 조건 바뀌었다 ntf 2026 개막,government_ai_core_policy,,weak_gov_basis:no_public_actor_action_domain,
877,정부/국회,정부_국회,과학기술정보통신부,"성남산단, '푸드테크 AI 혁신 전환 리더스포럼' 참가자 모집",성남산단 푸드테크 ai 혁신 전환 리더스포럼 참가자 모집,뉴스1,뉴스1,"Wed, 10 Jun 2026 01:06:08 GMT","성남산단, '푸드테크 AI 혁신 전환 리더스포럼' 참가자 모집 뉴스1",https://news.google.com/rss/articles/CBMiW0FVX3lxTE04d2gxY0Y5cnZDWnlpOUt0NHlpemZqa0p0TFRiUmd1UUllcTNtZklPeTBuUFNVMlFsNV9GdmJMQW00YjByWkJmcW0wZlhvQmp6Zkg0MV9vMF8wdWM?oc=5,google_rss_과학기술정보통신부 site:news1.kr when:2d,-154.0,-41.0,ai_infrastructure_security,ai_infrastructure_security,,v26_2_government_without_central_public_actor_action:no_public_actor_action_domain,,,,,,general,14.0,published_yesterday,business_change,,general,,"insufficient_industry_basis:actor=False,change=True,bridge=False",1,-154.0,ai_infrastructure_security,government:tech_security_policy,,,경쟁사_해외이슈,GOV_AI_DIGITAL_POLICY,government_ai_core_policy,government_ai_core_policy:성남산단 푸드테크 ai 혁신 전환 리더스포럼 참가자 모집,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,4,4,5,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local,,OFF_TOPIC,,other,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,,government_ai_core_policy:성남산단 푸드테크 ai 혁신 전환 리더스포럼 참가자 모집,government_ai_core_policy,,weak_gov_basis:no_public_actor_action_domain,
768,정부/국회,정부_국회,과학기술정보통신부,"안산시, 외국인 주민 민원 안내용 AI챗봇 개발…26개 언어 지원",안산시 외국인 주민 민원 안내용 ai챗봇 개발 26개 언어 지원,연합뉴스,연합뉴스,"Wed, 10 Jun 2026 00:32:01 GMT","안산시, 외국인 주민 민원 안내용 AI챗봇 개발…26개 언어 지원 연합뉴스",https://news.google.com/rss/articles/CBMiYEFVX3lxTE9NNWIwNUhuZ3Atb0FQQ0VSM1JiYllPU3o5NkRTSFhQV3pFdFFlUXI0Y1NhdEN5R0lYeVEycVlhcUMxTEZnYlRGRHZWU2gzRzRndkViMkJfbHQ2dzg1MkdOZNIBYEFVX3lxTE9NNWIwNUhuZ3Atb0FQQ0VSM1JiYllPU3o5NkRTSFhQV3pFdFFlUXI0Y1NhdEN5R0lYeVEycVlhcUMxTEZnYlRGRHZWU2gzRzRndkViMkJfbHQ2dzg1MkdOZA?oc=5,google_rss_과학기술정보통신부 AI when:2d,-154.0,-41.0,ai_infrastructure_security,ai_infrastructure_security,,v26_2_government_without_central_public_actor_action:no_public_actor_action_domain,,,,,,general,14.0,published_yesterday,business_change,,general,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,-154.0,ai_infrastructure_security,government:tech_security_policy,,,경쟁사_해외이슈,GOV_AI_DIGITAL_POLICY,government_ai_core_policy,government_ai_core_policy:안산시 외국인 주민 민원 안내용 ai챗봇 개발 26개 언어 지원,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,2,4,5,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain,local,,OFF_TOPIC,,other,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,,government_ai_core_policy:안산시 외국인 주민 민원 안내용 ai챗봇 개발 26개 언어 지원,government_ai_core_policy,,weak_gov_basis:no_public_actor_action_domain,
