검색어,후보제목,후보링크,후보언론사,매칭과거일자,매칭과거제목,매칭과거링크,중복판정이유,공유주체,공유사건태그,종합점수,제목점수,토큰점수,본문점수,제외단계,후보대표점수,원문날짜,날짜검증결과,v20_issue_id,v20_issue_group,매칭대표점수
금융감독원,"비거주 1주택자 전세대출 규제, 이르면 다음 달 발표",https://news.google.com/rss/articles/CBMiVkFVX3lxTE83bTlGcC1jejBWMEVDUkZNNHNjZ2xNV3h4MFpxbTFQQjQ0bE80OC11Q0NnM3E5Y2w0YXQzc3lQZ0k5cngyaDQxdmFiZ0lKenFnQjhPY2pR0gFbQVVfeXFMT3docHZCSzdxcUFTRGlOX0hkay1KWUtDSmZUV2JXNzIxX1V1dHVsUnpSSi1UempEOTQ0S2RCZzJnTGRLU3RaVHJEMjA5T2pBWExkU3JZTi1NeS1HUQ?oc=5,tokenpost.kr,CURRENT_COLLECTION,canonical_seen,,same_canonical_title_same_press,,,,,,,,,,,,,
금융감독원,"금감원, 회계업계 감사보수 덤핑 제동…""부실감사 즉시 감리""",https://news.google.com/rss/articles/CBMiW0FVX3lxTE1hbmIwekxXNURlNm1OVEU1MFhJVE1UeFpjbVZyS2pWbVdjTTlFYUlzZ1JYSktDcWxKNEM3WU1fOHA4TVVkakZaRUNfYUxlTFJ2SEYtRUFRQ0I1clHSAWBBVV95cUxNWG5fbXVoVEt3S0cwTWZTQXY2eHdhNDJWbnpTSU1TMWtuWkdPeHVpcUNFc2RmbkgwZnlVaEpaSm0yMmd6ajlhRFJOUEJkOXBGRG05cTR5bENlbm1LWWl1dzA?oc=5,연합뉴스,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
금융감독원,"금감원장 모의해킹훈련 점검…""사고 발생시 소비자보호 최우선""",https://news.google.com/rss/articles/CBMiW0FVX3lxTE1NckI4RXMtVW1Eb2JhUFU3MGNGOWM0ZGFlVGswNk9kQnJycjU3TXFtSlZWVWFoTUlqNlFzamZDR2dkZ05KNGxsbjdvOUMydEtUT1lRTEpsQzRzOFHSAWBBVV95cUxQWjNnQ3JqeTI3Q1Y0NWpWX2VLTjBnU1N1VE9sb2ZxV3g1M05RR2NRWWdUTVJmY2RyMUxmRk9zTFlTUWc4bnVwalRUa0RuZW9iajZLSk9fWEhXWWFvVEllRFA?oc=5,연합뉴스,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
금융감독원,"서울시, 핀테크 아카데미 14기 교육생 80명 모집",https://news.google.com/rss/articles/CBMiYEFVX3lxTE5PRG0yb2dWanllX2xHb0VwWkNEeTJyN0Y3bmlER0dpNUFlaGstWkVwUWFtTTFkSU4wVGxxcWkwdFlPaUFVc0tkWWluaGY3U3RDaGlkRzA1UXllQ3lnMmIwNNIBYEFVX3lxTE5PRG0yb2dWanllX2xHb0VwWkNEeTJyN0Y3bmlER0dpNUFlaGstWkVwUWFtTTFkSU4wVGxxcWkwdFlPaUFVc0tkWWluaGY3U3RDaGlkRzA1UXllQ3lnMmIwNA?oc=5,연합뉴스,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
금융감독원,규제지역 집있는데 전세대출 4.9조 '집중타깃'…보증제한해 죈다,https://news.google.com/rss/articles/CBMiYEFVX3lxTE5ZZ1hMM1l1TXFRcDBNU2hWcWhoR2NYSGdxVFAxQWFFY1pFRE80TzZnempxZS1zck1lWDN5a1lqdktEN1o5c0NpbmpRR0NBSVpiLVpWUXJ3ZVM2OURwY0lMeQ?oc=5,연합뉴스,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
금융감독원,당국 달러 매도 요청에도…기업 달러예금 3년5개월만에 최대,https://news.google.com/rss/articles/CBMiYEFVX3lxTE1lVHUxY3R0OXhaSXhtRHNzWS1IZlpMTTVwcld1cGZQVFFKcnN0RDVlRU9SWEs2R1FyWm9DUFFrLUpZNHZWYUJHUHItV0hiV3VqWjZoOURxS2U5amJwZ25CadIBYEFVX3lxTE1lVHUxY3R0OXhaSXhtRHNzWS1IZlpMTTVwcld1cGZQVFFKcnN0RDVlRU9SWEs2R1FyWm9DUFFrLUpZNHZWYUJHUHItV0hiV3VqWjZoOURxS2U5amJwZ25CaQ?oc=5,연합뉴스,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
금융감독원,빚투 효과?…증권사 고금리 매도금담보대출로 벌써 수백억 벌어,https://news.google.com/rss/articles/CBMiYEFVX3lxTE01UGJWR21sNHVSVDJYbDhEa3N6TkFxVzFvOHJCQkRWamxILXF3ODBnTVppVXE2eVRObWlFMTdlbV9tSUdpYWVENGJ6NmsyNEJQMk9nRks3ZXA5OXY5M0JLeA?oc=5,연합뉴스,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
금융감독원,"李대통령, '기자 선행매매' 겨냥 ""패가망신하는 주가조작 그만""",https://news.google.com/rss/articles/CBMiW0FVX3lxTE85aWxCT3pPeFp3ZkNmZzZGdWI1Rk91V0ZKYmpqVm1pclhLN3dhUld2aGhoSURsVXpFZXNMM1FOeHc2Z1NsUTZ0OGNzb000akxYQ1hSelFDbWVqa3PSAWBBVV95cUxNWVpFdmtXRmx3OEZxT3ZFb1NpMU5JbnhHbjFFdXFGZFBNRGZONEwtZzBXR3pkek1TbndiMmREREktQ29neGtlN3NoRjItSk9fSll3elNtSnY0S1pwR3lBVXY?oc=5,연합뉴스,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
금융감독원,"금감원, 회계법인 '감사보수 덤핑' 경고…""비정상적 감소시 감리 착수""",https://news.google.com/rss/articles/CBMiYEFVX3lxTFBVQWxyMFB3bTBzY1pVNDgwYmRvNmhXQ0lWLS1lZ1g4TXh5NzdGVHp1RnlmSUtENmxpT2xwLUdWVXZZVXZtTTBfVjFLWlBUcFVWWVRPRDRDVm1iMVp1S1U4MtIBeEFVX3lxTE1Yd3ZFc29oc1ZSZk5sUnBSREhxVWhLMlBQcVY5NDBGTTZJWjZyTVBsd1VxaE9XYjFmcG82eWVCdXZsaFRDSUM4dUctbmJUTDJpY00yajEwam1GZFRzb0lnY0x0TnRjc1dpbEllNUZJd05BUlY2VzBQNw?oc=5,뉴시스,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
금융감독원,"이찬진 금감원장 ""사이버보안, 핵심 경영 리스크…CEO가 직접 챙겨야""",https://news.google.com/rss/articles/CBMiYEFVX3lxTE10Z043TkJyN0RORUltMER0UFRQNU9nYzFGYXlNeVlJcWlFeFRCS01WYVF0NlBvYS1na2FaTGYwMG9peHAta0Q1TnZ6dks5bElMNEtCTHpDQ1VlQXgyeFY4ONIBeEFVX3lxTE9qR2w1LUk2RmxOYUVRZWZFT1k4UnlEbGlPbjUzc21TSk5YRm5fVXgxd1hJWkxCMGt5WTlCblFKRnlUVC10THpldk4yZmUxWGZzTWpXYTlqOV94Q0tDYmw2cnVDN1JUQ2IwQ0ZwTW1QYnBfNFJNLXBldA?oc=5,뉴시스,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
금융감독원,"증권사, 매도대금담보대출에 8~10% '고금리'…수백억 이자수익",https://news.google.com/rss/articles/CBMieEFVX3lxTFByMjRGRWdCSllHZnl5eTdDZ1FLbF84cW5LaXZFYjJTakR0YXNRTWZuT2VtLTVsNHV1azBTSWM4dU52bklGQ1VXblBWMV9naG5Rd1RyLWdsdEQ5UGNqNDdodmtEcmJHQmh6OVVOem1XeldWNEdFTlNqaNIBeEFVX3lxTFByMjRGRWdCSllHZnl5eTdDZ1FLbF84cW5LaXZFYjJTakR0YXNRTWZuT2VtLTVsNHV1azBTSWM4dU52bklGQ1VXblBWMV9naG5Rd1RyLWdsdEQ5UGNqNDdodmtEcmJHQmh6OVVOem1XeldWNEdFTlNqaA?oc=5,뉴시스,CURRENT_COLLECTION,canonical_seen,,same_canonical_title_same_press,,,,,,,,,,,,,
금융감독원,"""좋아요 누르면 건당 3000원"" 알바했는데…판치는 신종 금융사기",https://news.google.com/rss/articles/CBMieEFVX3lxTFBqU0prbFVQYjI3U0hHSnlEZlprYWdFZS1RRVg2cnJza3NPVmdhYVhlMGhVbExhazk5Ym9oLXdWMGVCUVEyYzIzeDI3R2tROFpjX1R2QnlwZHo5YXRrejVMZjBlWUpuN3lDSkR4SDdCNzBUbTM4WTExMNIBeEFVX3lxTFBqU0prbFVQYjI3U0hHSnlEZlprYWdFZS1RRVg2cnJza3NPVmdhYVhlMGhVbExhazk5Ym9oLXdWMGVCUVEyYzIzeDI3R2tROFpjX1R2QnlwZHo5YXRrejVMZjBlWUpuN3lDSkR4SDdCNzBUbTM4WTExMA?oc=5,뉴시스,CURRENT_COLLECTION,canonical_seen,,same_canonical_title_same_press,,,,,,,,,,,,,
금융감독원,미래에셋 스페이스X 물량 '0주' 후폭풍…운용사들도 ETF 편입 '직격탄',https://news.google.com/rss/articles/CBMiYEFVX3lxTE1hWGZqV0cycVdNT21JUi1BRV9NYnFPc0REWEp6VnpNUGhtTWZYNXRZRHd2dzRvTVVRVVM4UUhhRUUtdFJ5LUpOVzVtai1wXzQxa1djNUF6VVFEX3V0X0pNTtIBeEFVX3lxTE54eXRGMnhySDdrZ1k2RkZITHpoVWkzVEp1NldRaWxycXdqU3hGWkcwUjRyYXBXNGxvc1djNkFtZm9LS19DakZHNW92aFdJX0VpNlo3NUNFR09hTHB3Wl9pMGotQ0ZYWDJJUU1qWkRCMHNQeS1rdEpzdQ?oc=5,뉴시스,CURRENT_COLLECTION,canonical_seen,,same_canonical_title_same_press,,,,,,,,,,,,,
금융감독원,사진으로 보는 일주일 [뉴시스Pic],https://news.google.com/rss/articles/CBMieEFVX3lxTE5ONVlrX25hRWJDYzZLTmtGY05EOGp0UmpHaGhNWlU3eTZ5Uldpei1pR3dzZExhQ0lCSUJ1WTRqSHFiaEpvRi1CRE9FOHdidVpVN3JOajZlbEJIMmFBV1FuZHhpWElQZTgtU2Z3cFBCTENvOWNqVnkyRdIBeEFVX3lxTE5ONVlrX25hRWJDYzZLTmtGY05EOGp0UmpHaGhNWlU3eTZ5Uldpei1pR3dzZExhQ0lCSUJ1WTRqSHFiaEpvRi1CRE9FOHdidVpVN3JOajZlbEJIMmFBV1FuZHhpWElQZTgtU2Z3cFBCTENvOWNqVnkyRQ?oc=5,뉴시스,COLLECTION_FILTER,,,collection_relevance:photo_or_caption_title,,,,,,,,,,,,,
금융감독원,서울시 '핀테크 아카데미' 교육생 모집…교육비 전액 지원,https://news.google.com/rss/articles/CBMiYkFVX3lxTE5YMFdUeHh2b0pUVFo4LThZQklHbWVnb3R4SUc3bTd2Z3V2d3lQTVlXREhHTDNNR2JRdlhiNTctSmJTejl5SVYxcTRsSl8zNkE2S0tCVmhQNGtLUTNLUmYwQ1Nn?oc=5,뉴스1,CURRENT_COLLECTION,canonical_seen,,same_canonical_title_same_press,,,,,,,,,,,,,
금융감독원,"규제지역 전세대출 4.9조 우선 타깃…금융위, 보증 제한하나",https://news.google.com/rss/articles/CBMiZ0FVX3lxTE4weEh1SjVGRjVGTmNPaHhiYWl4LS1IR2dpbmdQZHM2c0k3enBmeXRTLU5OajdQU0VIQTJXd0VzM2dBejlRcG5WWU5JS3hiTlpBUjNFa2dXY0NuUDNKRy1NWHAxeTJoalk?oc=5,뉴스1,CURRENT_COLLECTION,canonical_seen,,same_canonical_title_same_press,,,,,,,,,,,,,
금융감독원,"한미반도체, 장비 대장주서 스페이스X 테마주로 '변신'[종목현미경]",https://news.google.com/rss/articles/CBMiZEFVX3lxTFB3QlRLeF83TWJwNXF1SUViME9vNEFLaks3d1RNaWtIRDVDeHo3RXhKbEFid0NQdmtKVU9MRWxJakN5TG1SbnNTalRxQ05DMkhiVHZVNnNncGJBQS04Z2dVTmxQamI?oc=5,뉴스1,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
금융감독원,"코아시아세미, AI향 첨단패키지 확대…해외 매출 비중 상승",https://news.google.com/rss/articles/CBMiTkFVX3lxTE53ZVBiZHdmcmlhUGFaNjZyZlR3YVEwOHVpS2pHNEl2RlpCWFFXSjJyR1Jqczk3NHhCLUtMS1lsLVdFNGN1QmZFWGgzajFWUQ?oc=5,전자신문,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
금융감독원,"회계법인 부른 금감원 ""감사시간 크게 줄면 즉시 감사인감리""",https://news.google.com/rss/articles/CBMigAFBVV95cUxQRkhvVEE3cVlBVWZrUUpQa3Y5UHZtUEY0WEhHSnBRWWNCajZHOXdsblJrMGtiMDF3cUpmSXFXQjM2RHFVU1ZIenoxc1FyVDlKd01CRWkxYm1yNHJYUTdjVl9fWkFpMmVUeEVNLTc3eV9vZjFYQXBwRVN3TmhCQkt5OQ?oc=5,이데일리,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
금융감독원,다음주 금융당국 일정,https://news.google.com/rss/articles/CBMigAFBVV95cUxNZzJvUlpJMmVja0RPN01mT2tNMll1VjVURlRsRElub3hfcWo4RE1EYUtRZ0FkS2ZuZ2JNcFVfd3ZZRDNzWjNqdGhVZTFOSU9uWk5zNWhyNlBTTTVDVlVSWU5xUUhhNy0xRGRqWk50d0FtT18tbmZjdERJWmZOZ2RYRg?oc=5,이데일리,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
금융감독원,‘검찰 고발’ 피한 고려아연·영풍…‘고의’ 수위 감경 배경은,https://news.google.com/rss/articles/CBMickFVX3lxTE00eWJhZlQ2V01XWEIySm9NdVlkbTN1NHBVRktnV1pMZE1peWhMaXRRbmNyUVlLWndWMHBNVDUxcWs0aDZTcVZ4TXkzTHZ1T0lKM0JVa1pwWGZ1SDIxRmtDbTloQXhVMXVRemNfenlKRHRldw?oc=5,마켓인,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
금융감독원,“다음은 1주택자?” 규제지역 ‘5조’ 비상,https://news.google.com/rss/articles/CBMibEFVX3lxTFBvTjZRNGZIbFhsQjg4djROM2F5N0R2X2Z2aGZ2eDNrQ0pweWZtNGpxWFhCS3QyTVU5VFZfMERfaFFZSEFGQXdqYXN2N1FuS2FTaDJub0xFZzhPdTVTTzFlRUZtd1JwTWwxQWhGZA?oc=5,한경매거진&북,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
금융감독원,"이재명 대통령, '기자 선행매매' 겨냥...""패가망신하는 주가조작 그만""",https://news.google.com/rss/articles/CBMibEFVX3lxTE9QU2pkUnpQbDBYQ1VBbWFxU2hvcHZsVFJXYlhfc2phaW50bGZzeV85NzBPQm1saWxjVjhjM0ZsWEVfNzRLdzVyNmdHdmxaWTV1QU04Q1Fpb3FoVjJoU0Q1S1p2cVdEMkZzZE5sSg?oc=5,한경매거진&북,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
금융감독원,"금감원, 회계업계 감사보수 덤핑 제동…""부실감사 즉시 감리""",https://news.google.com/rss/articles/CBMiUkFVX3lxTE5acF9UdTBBMG9JdmQ3emZRTFJSNkFVTjBmSkVfOHhUZ1l0NmtrTWNmRnd0TnB5bUVJWGdrNE9ISlVwNGVCRzFrNHFLbHpBeFZGV3c?oc=5,매일경제 마켓,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
금융감독원,"서울시, 핀테크 아카데미 14기 교육생 80명 모집",https://news.google.com/rss/articles/CBMiUkFVX3lxTE1NU0V2RFFYY0xOc1BqYUpXVVVFYkVlUnVIeVZPT3Q3UUNRUVh2TGtxWFlFcmhvVWdNenZudHp0OHlxVnJkSEYzbmpqQXJNb21TcEE?oc=5,매일경제 마켓,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
금융감독원,스페이스X ‘0주 배정’ 실화?…후폭풍 어디까지,https://news.google.com/rss/articles/CBMiT0FVX3lxTE9DMkdEU0VMbkRaRy1JSktlckhONTVUaS1iemZWQWVuR0tDRzVxSmUwR2ZrODdBMUt3UEU1VXk0Nnh0eV9Bb3hXeEpVcFFuQkE?oc=5,매일경제,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
금융감독원,李 대통령 “주가조작 패가망신…저질렀다면 자수하길”,https://news.google.com/rss/articles/CBMiVkFVX3lxTE1CV2FSNmJlOEhtUmJPaWg3dE1RRmJ3NXg3YnVvdWJPb2RBQ1FFYzFiUF95ZVM3RG1QdkoyaWUtcEZaVVRxS3VPZWJxa19JeWJyMWI4V253?oc=5,매일경제,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
금융감독원,"금감원장, 금융권 모의해킹 현장 점검… “CEO가 보안 직접 챙겨야”",https://news.google.com/rss/articles/CBMicEFVX3lxTE1RT0tYZlVIblNYakxHU2RsRU9VdFoxdVFacXpFUmxaOVN6RGFTQkhZVzZYM21xNzctOXpFYmJubFA4Z3lzUGpjUkFMWUVqVS16YWk4dVZhWlhZcF9aR2l2YUZKcWRBSU9HOGVBbHMwTF_SAXRBVV95cUxQSWtmcHdneExOZ3l2MG02blpQanB1MjFydG1hLVYyUzlweEVPV0dPTHpnUUVxN0UtT0l4blhLTUNuZWNlOXZJWTg0QUNzbzA4NkFqX0JPZURWdTc1WS1XZzI1NmVNT3dORmpfcFlnaTZjWFpQdA?oc=5,IT조선,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
금융감독원,"李 대통령, ‘기자 선행매매’ 겨냥 “패가망신 주가조작 그만… 자수하라” - 조선비즈",https://news.google.com/rss/articles/CBMirgFBVV95cUxPY21Ra2NrejBWcEZCUnlNY3g1LWpvdmIwczBfLVh3MzJzTFNuUFRwVDRLOGxrSTFvb0hmZWltR05ubHhfMGF3Y0c5T2NlUnJrWmVReVFWZWJidk5UbC1FbXk1WDR5NU13VDhJb1o2RThsU3VhcFV2M0pVWHBuNFFoLUJZeUp3cW1HdGdVZnctWTNtMWZfNjRyVnNTX0JacnF2Tl9mYWxnNW8yanFHelHSAa4BQVVfeXFMT2NtUWtja3owVnBGQlJ5TWN4NS1qb3ZiMHMwXy1YdzMyc0xTblBUcFQ0Szhsa0kxb29IZmVpbUdObmx4XzBhd2NHOU9jZVJya1plUXlRVmViYnZOVGwtRW15NVg0eTVNd1Q4SW9aNkU4bFN1YXBVdjNKVVhwbjRRaC1CWXlKd3FtR3RnVWZ3LVkzbTFmXzY0clZzU19CWnJxdk5fZmFsZzVvMmpxR3pR?oc=5,Chosunbiz,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
금융감독원,속보서비스,https://news.google.com/rss/articles/CBMigAFBVV95cUxPOE5BVmJqbEMzMU9LWWcwcFZFZWRVb2pfRTA5cFczTldFbkxmQ1RxOEtfX216T094TlBzWUc2WVBXUEMtSVN0MVh5ZDlaNVFvMzVGNzJNaXpDMVBlTHZQNkFFM3RWUGZxUUVfbi16ZDN6bS15ZVZEMnh5bzE1cGtWRg?oc=5,cbiz.chosun.com,CURRENT_COLLECTION,canonical_seen,,same_canonical_title_same_press,,,,,,,,,,,,,
금융감독원,"[사진]엄지성,'뛰고 또 뛰고' - 조선비즈",https://news.google.com/rss/articles/CBMiiAFBVV95cUxOaUhrc2g5Q0g0dm0yd2toclczZEpFWk51UGh4aWpYQXlnNG1hX2swZ0R3czFOSG4tRlhTdThIWkhac29EVWZZM0pOSlB3a1UwY0FNbGhMdzR6NUJJQWNrVC1LcUI0MXNGczdMT1FFXzhCcnl1OEpSZ3FoOW5rdHgybloxbDlrX1lI0gGcAUFVX3lxTE9vYmphUFRSTmwwUHpTWkJQUzktN0dFZVB3UkpHVDdRZDJTbmh0N0RWX0RXZDluelhaY1JFMXZWNk12eHpkbmZENnZ3YldyQk1TdDU3NUZtQ0pSUHJXd2RQWE53VUItY3p0LW5ySlRNVFNKSmNLN2ZRdkJVcUZDNkRLVXBpalZhM0FfTXUtbmJ5Nm1IYVdGbV8tNGhzTA?oc=5,Chosunbiz,COLLECTION_FILTER,,,collection_relevance:photo_or_caption_title,,,,,,,,,,,,,
금융감독원,"뉴욕증시, 스페이스X 20% 상승에… 일제히 강세 마감 - 조선비즈",https://news.google.com/rss/articles/CBMingFBVV95cUxQR0hOLURJUzkwRmktRE15VEducjI2azhrM0VYNEpCZGUxekEwLWVHMDNub01pU1A1Sk9jZGJBamZkV0VfWnQxcDhoNC1LVndGWGxpQm1CVUxrTVBYa0FqeDREVnRITEVhUXBCVUNNSXg5cWhCaG1TR1VxVWxCcTJIeEdaSzJOTzhqLVc1MUNyaEZTUkRxZkwxSGVEbmRCUdIBsgFBVV95cUxOYmU0anAxOVN4Z19heGtxMEpodS00TVJLZUV5cFFoX1EteGhBVW9FYjJnTHJVN0xwb0tpeXQ3REtrdW5hVUI1R0lLREprYlJ5SjcwbkdxVnBkV19GMG1SU3pueXhBMWdEZ0ttREJIWW16bjF2bVpPQ1pNcVYzY1Z5MUVyVnFDSnEzNUY1dzZNam1nSkRRZ25lSHZkc0g5ZzA4ZWM1X2ZfQWFEZDkzSXBpcHB3?oc=5,Chosunbiz,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
금융감독원,[사진]제12회 시각장애인과 함께하는 어울림 마라톤 대회 - 조선비즈,https://news.google.com/rss/articles/CBMiiAFBVV95cUxOX0JmMVhPU05udUNLUnVHUmJTellRMHQ1WENBWnJDUlJhWFBPQS13NWQyN0FmZGpGLVIyZkFRMzJxZDd1VEhVcjdWRTlBMDRkMS1oUXQ1ZkhWbU1tVkR5N0sxZU9Md0JkTnBnT1hiNHNwRnpHQXRINXVEdUt6RnJRMmdVSGVLX3hQ0gGcAUFVX3lxTE9lOU9pTkptZVVJSXNNemFTNTFkTUZZMHZuMF9rMUJNc3k1N0M2dHI5a2ZaZUd5VUoyNmY1eWxnWE5ZSEFaWTc3ald6dThoT3pxQTRmc0ViZE05djRqWTFyRV9kZ0pyb2tuRFlNS3RrY1ZZMkhZRXY0eDFZNFJnOUwzNjlTTlFYTXFCVDFMM0NKVkNHdHRsMHY4R0h4RQ?oc=5,Chosunbiz,COLLECTION_FILTER,,,collection_relevance:photo_or_caption_title,,,,,,,,,,,,,
금융감독원,"[사진] 베니지아노, 승리를 향한 강속구 - 조선비즈",https://news.google.com/rss/articles/CBMiiAFBVV95cUxPb0xkLVR5WHZyUV9iWkZBRWt6a1Fyd2FnUFdRY2RPaUF6RmJUUlpFdEE4b1FHUXctanZQdmxqVmNsekN6M1ZRQzBiUFNSYVg4eVJTV3kxb2ZiZWplYXp3ZW15VVVTN3doQTlUbEZya1Z6U20tcE9NNmZFa1dtUmtHR0dtY1Y4VW5y0gGcAUFVX3lxTFBWSkV2Y1ItOHI2SE9nZnBydmd6WG1zRUlHZko0YzBaMFU5SzRjUjk3SFVxVFpwRGEtMzJlUFNIdlVfblBydjRWWms4QTNxcEZBR2xyczA1MTlyZXBtbWpDTTZuSUxjcWpOOURBMnZDZXZKVVhBSjQxVEc5Y1lCNGxYV184RG5YYU0tVTFOQ1R0UmZFNmJLSV9hemJDNg?oc=5,Chosunbiz,COLLECTION_FILTER,,,collection_relevance:photo_or_caption_title,,,,,,,,,,,,,
금융감독원,"[사진]이한범-오현규-이강인,'미소 가득한 훈련장' - 조선비즈",https://news.google.com/rss/articles/CBMiiAFBVV95cUxPT3RYTGZFQ1JrUUJrenVaejEycTB4TURiTDRhMnQ1UkNHSXZMSzRRSXJ6Mko3LVk1WlVTNGQ2RDNnMmRHbVRDUEZPZms3VERFcVVLeWpkckVsZXJZVkdxeVVpWEdzU01nZWt3WnpTeWN0TTVpOElxSHM5ZWJZUTFmeFdsQV9GRDdH0gGcAUFVX3lxTFAwWlJmNDFzR2lVZXNvdkduVkZOX09iV2h0RlZZWl9FVTNoWVdiUFNvNWZxcnV3ODEzUFNEOEo5YUNSSkZwRUd0by1nQTNwZG5MN3BWaGdrdG5oQS1WWHNkSE0wNko2d3MyUGJoaWF0Z2ZwYTlCTnVwdUJxMG9ob0xFWUlUam5uaVBmTXBuT0E0YkFSSFhIQlY2SjRSNg?oc=5,Chosunbiz,COLLECTION_FILTER,,,collection_relevance:photo_or_caption_title,,,,,,,,,,,,,
금융감독원,[사진]파이팅 넘치는 대한민국 축구 대표팀 - 조선비즈,https://news.google.com/rss/articles/CBMiiAFBVV95cUxNV0g0c1l5UGljNU1LT2JLZ2JIR00tX3pGLTV2UlYxaWxGUWJVMTZhRVpRQWJwNEdlM0l1VmxaQ3dtdjNDWXg5SGlraS14ZlZkYXhZd3pCb1RoRnNHbUlnVDJuZ2pyQXlmemZpTUZsWjA1d1RKNEhMcDFZenF2dmxWYTBxSDlqTUs20gGcAUFVX3lxTE5hd21nVTVLLVRnZ2lKVVVVcUYtZXZ0djVaTEZfYndNakNXT1hfc1E5VkFjclJ4ZG10c1ZXNnFiaE5aLXFwOFhsQ3ItSWYxVGU2eFZiVW5jZlZrekh0cERrT1VJbkNmSDJGaXNENzRGVFJvNmFBRGFxVEdhVHE2cUdPcFhjcjZPNlJKWHdqdzlvRTcxX3Y4bjkxcXRBRA?oc=5,Chosunbiz,COLLECTION_FILTER,,,collection_relevance:photo_or_caption_title,,,,,,,,,,,,,
금융감독원,"[사진] 후라도, 깔끔한 피칭 - 조선비즈",https://news.google.com/rss/articles/CBMiiAFBVV95cUxOMkFDcWpJaU9VNERsMXB2WlFBQXdSbWRYZGNkOHNDRTh4dGxPU18wU2RNVVA5NDVxUXVzNzJuZmZJRWVJLUxyaVg4ZTVwX3VtYlZUZnZXLUhUQVF6STh3eGRLSGFOT0FtR2Q4bmNfckU4MUN6UXQyeXJ1TFBINXZHdGlYQWRTRG800gGcAUFVX3lxTFBkWDhocjdQajJPbzhqTElOMEZvMVBIaWVqeXRkZG5NTW4yRjFmdjVXMC0zNHBKWnlaTEpWLUlhV0tDTzMzc0tmczctQVZCNUx6dC1zYXJ4Ni13VF9HZzFXUFV2bm9vVmplUVdYUjFZNWZJc2pndlFjejd6Qy00TlpuMnMtdnZNRTdfSmlaX1JHNXpVOWRkMXRMcEdJaQ?oc=5,Chosunbiz,COLLECTION_FILTER,,,collection_relevance:photo_or_caption_title,,,,,,,,,,,,,
금융감독원,[사진]2026 어울림 마라톤 기부금 전달하는 임광욱 다음 부사장 - 조선비즈,https://news.google.com/rss/articles/CBMiiAFBVV95cUxNb2k4Z3N3eTVmWTN1NFhtMk1TVnpsQ2pZRmR5bmJmTk5nTnhBVEtHUXU1aHYtUGpQNzJjX1c2U2lIM0ZORDlzOXFHRlIwT3pnS2hYZkd5d1hxeDlHS2dFUHN4dk9Hc3NoWXVHTFpmdEhLSEw1OUJuNDVZVndUM3BnRGE5enBJX3Jw0gGcAUFVX3lxTE1UYVN2bTNjVGlXcTlNdUV3Q2tSMlBCa3NqaE50TFFPMWthUUlNYldyWkdSNU9MVWNsQkp4U2ZFNUJuYkp0MDU4UHRpbVFiYnNDRFF3NVpDbFMxb0pHREk2Vkdidk9sWERQTld2dEpTM183UXRMOWZFbnpsNmZQX21FNEY0TURhMHZfd2NnTmdqUEMxZkRsRE9ZSWxjNQ?oc=5,Chosunbiz,COLLECTION_FILTER,,,collection_relevance:photo_or_caption_title,,,,,,,,,,,,,
