id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_basis,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v27_event_key,v26_2_profile_reason,v32_weak_non_digital_gov,v26가드레일사유
868,정부/국회,정부_국회,금융위원회,"올해 자사주 소각 5개월새 43조…금융위, 모든 보유 상장사 공시 강화",올해 자사주 소각 5개월새 43조 금융위 모든 보유 상장사 공시 강화,v.daum.net,v.daum.net,"Tue, 23 Jun 2026 09:30:03 GMT","올해 자사주 소각 5개월새 43조…금융위, 모든 보유 상장사 공시 강화 v.daum.net",https://news.google.com/rss/articles/CBMiRkFVX3lxTE1vakhUREFfVzJCdGoxXzRYUnZqZzZ1d25WM2VfREJTYkZvWWo1eEI3VmVYMlA3LXlHN3FGUHZYc0JaNVBVWXc?oc=5,google_rss_금융위원회 when:2d,-279.5,-90.5,"financial_performance,strategy_mna_governance",financial_performance,금융위,v43_not_government_policy,,,,,,general,14.0,published_yesterday,direct_risk,global_incident:mna_capital:financial_authority:mna_capital,general,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,,,,-279.5,"policy_legislation,strategy_mna_governance,financial_performance",government:general,global_incident:mna_capital:financial_authority:mna_capital:general,global_incident:mna_capital:financial_authority:mna_capital,경쟁사_해외이슈,INDUSTRY_STRUCTURAL_CHANGE,self_filler_reference,global_incident:mna_capital:financial_authority:mna_capital,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,2,2,1,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain,local,OFF_TOPIC,OFF_TOPIC,,other,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,,global_incident:mna_capital:financial_authority:mna_capital,self_filler_reference,,weak_gov_basis:no_public_actor_action_domain,,government_misclassified_industry_earnings
555,정부/국회,정부_국회,과학기술정보통신부,"""공장 매연 모아 비행기 띄운다""…정부, LG화학·포스코와 CCU 실증 착수",공장 매연 모아 비행기 띄운다 정부 lg화학 포스코와 ccu 실증 착수,뉴시스,뉴시스,"Wed, 24 Jun 2026 00:30:00 GMT","""공장 매연 모아 비행기 띄운다""…정부, LG화학·포스코와 CCU 실증 착수 뉴시스",https://news.google.com/rss/articles/CBMiYEFVX3lxTFBuOGFkYi1zXzBmZUFGMF9ROFVhaElZbF80NGFtTXlSalh6ekRLSXVoeE9HSmVQMGJabmRvLWp6NUh5WGY0cjNGQW9TenBUUjgzMjhJUHo1VjBHeUFDdlVBcdIBeEFVX3lxTFBhOWk0cXRHbTdvYktOc2EtYXc2UXJwYXlrUGxjQ3N1cTkxWlJmOF81YlFMZHdGckwzZzRIZEROenJsTzQ5OGxwSThSVm1MT1U5SlpKbDhUbnl0c1NJMFpXUmhFaE0xZEN3OUV3UXNJdXNwdWh1WVMxTA?oc=5,google_rss_과학기술정보통신부 site:newsis.com when:2d,-280.0,-48.0,,,,v43_not_government_policy;v32_weak_non_digital_gov,,,,,,general,24.0,published_today,general,,general,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,,,,-280.0,,,,,정부_국회,GOV_PLATFORM_REGULATION,government_general_low_relevance,government_general_low_relevance:공장 매연 모아 비행기 띄운다 정부 lg화학 포스코와 ccu 실증 착수,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,2,2,1,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain,local,,OFF_TOPIC,,other,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,,government_general_low_relevance:공장 매연 모아 비행기 띄운다 정부 lg화학 포스코와 ccu 실증 착수,government_general_low_relevance,,weak_gov_basis:no_public_actor_action_domain,Y,
823,정부/국회,정부_국회,금융위원회,자사주 보유현황·처분·소각 공시 강화....모든 상장사 확대,자사주 보유현황 처분 소각 공시 강화 모든 상장사 확대,데일리브리프,데일리브리프,"Wed, 24 Jun 2026 01:42:40 GMT",자사주 보유현황·처분·소각 공시 강화....모든 상장사 확대 데일리브리프,https://news.google.com/rss/articles/CBMibkFVX3lxTFBNamRtT3RlZF9qcnBVSUxzRGpsSHd1V01NdzhDaEdYc0IzVVJGOF9WSVJYZmtaSklaVUVaRXY3OUNNZlFXSlNydEZsVURYWm01b0hCbzVDanlVbDZnUml1YW00dWxTTXFoRHMtdkdn?oc=5,google_rss_금융위원회 when:2d,-281.0,-96.0,"financial_performance,strategy_mna_governance",financial_performance,,v43_not_government_policy,,,,,,general,24.0,published_today,direct_risk,,penalty_or_sanction,,"insufficient_industry_basis:actor=False,change=True,bridge=False",1,,,,-281.0,"policy_legislation,strategy_mna_governance,financial_performance",government:general,,,경쟁사_해외이슈,INDUSTRY_STRUCTURAL_CHANGE,government_general_low_relevance,government_general_low_relevance:자사주 보유현황 처분 소각 공시 강화 모든 상장사 확대,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,4,2,1,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local,,OFF_TOPIC,,other,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,,government_general_low_relevance:자사주 보유현황 처분 소각 공시 강화 모든 상장사 확대,government_general_low_relevance,,weak_gov_basis:no_public_actor_action_domain,,government_misclassified_industry_earnings
909,정부/국회,정부_국회,금융위원회,"자사주 보유·처분 공시, 모든 상장사로 확대…주주환원 원칙 확립 - 머니투데이",자사주 보유 처분 공시 모든 상장사로 확대 주주환원 원칙 확립,머니투데이,머니투데이,"Tue, 23 Jun 2026 06:47:46 GMT","자사주 보유·처분 공시, 모든 상장사로 확대…주주환원 원칙 확립 - 머니투데이 머니투데이",https://news.google.com/rss/articles/CBMibkFVX3lxTE1aNUw2N204ckRYMl94cTVaVlRiZWM3ekJMZ2toUm9neFFQa2xNczdUX2Z6SURMdW9SS2JWcEhMU2s1RTQwWkswTFpZbnhLTTdUVnZGaTEtUkEwWXh6bV9iZnFXcFRuMVphU040RDNB0gFuQVVfeXFMTVo1TDY3bThyRFgyX3hxNVpWVGJlYzd6Qkxna2hSb2d4UVBrbE1zN1RfZnpJREx1b1JLYlZwSExTazVFNDBaSzBMWllueEtNN1RWdkZpMS1SQTBZeHptX2JmcVdwVG4xWmFTTjREM0E?oc=5,"google_rss_""금융위원회"" when:2d",-281.0,-96.0,"financial_performance,strategy_mna_governance",financial_performance,,v43_not_government_policy,,,,,,general,14.0,published_yesterday,analysis_with_direct_risk,,penalty_or_sanction,,"insufficient_industry_basis:actor=False,change=True,bridge=False",1,,,,-281.0,"policy_legislation,strategy_mna_governance,financial_performance",government:general,,,경쟁사_해외이슈,INDUSTRY_STRUCTURAL_CHANGE,government_general_low_relevance,government_general_low_relevance:자사주 보유 처분 공시 모든 상장사로 확대 주주환원 원칙 확립,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,4,2,1,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local,,OFF_TOPIC,,other,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,,government_general_low_relevance:자사주 보유 처분 공시 모든 상장사로 확대 주주환원 원칙 확립,government_general_low_relevance,,weak_gov_basis:no_public_actor_action_domain,,government_misclassified_industry_earnings
992,정부/국회,정부_국회,금융위원회,"금융위, 자사주 공시·규제 전면 강화…주주가치 제고",금융위 자사주 공시 규제 전면 강화 주주가치 제고,네이트,네이트,"Tue, 23 Jun 2026 09:02:00 GMT","금융위, 자사주 공시·규제 전면 강화…주주가치 제고 네이트",https://news.google.com/rss/articles/CBMiU0FVX3lxTE1SOXRlMFlDSWFsSUgzS0s4WXdDREZ4SzdPZWFKWVpOZGVoR1Z1RDBKX3VZWmo4cFRtdnhGZUw2VjR3UDJPRXBZRERxOEJ1aVR0RTVF?oc=5,google_rss_금융위원회 규제 when:2d,-282.5,-93.5,"financial_performance,policy_legislation",financial_performance,금융위,v43_not_government_policy,,,,,,general,14.0,published_yesterday,market_commentary,event:금융위:financial_performance+policy_legislation,general,,"insufficient_industry_basis:actor=False,change=True,bridge=False",1,,,,-282.5,"policy_legislation,financial_performance",government:policy_legislation,,,경쟁사_해외이슈,INDUSTRY_STRUCTURAL_CHANGE,government_general_low_relevance,government_general_low_relevance:금융위 자사주 공시 규제 전면 강화 주주가치 제고,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,4,2,1,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local,,OFF_TOPIC,,other,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,,government_general_low_relevance:금융위 자사주 공시 규제 전면 강화 주주가치 제고,government_general_low_relevance,,weak_gov_basis:no_public_actor_action_domain,,government_misclassified_industry_earnings
929,정부/국회,정부_국회,금융위원회,"금융위, 자사주 공시·규제 전면 강화…주주가치 제고",금융위 자사주 공시 규제 전면 강화 주주가치 제고,아시아투데이,아시아투데이,"Tue, 23 Jun 2026 09:00:51 GMT","금융위, 자사주 공시·규제 전면 강화…주주가치 제고 아시아투데이",https://news.google.com/rss/articles/CBMibkFVX3lxTE0yd1ZfNFlYWldrV05UYS1ycVQyM1R0TjFqc0dpRFNEcHR1NlNDWVJ5Q3R0c2NSenVPVmtIVEM0YlVHcXV6OHNIRFpmTldlYXlfME55SlV0RUJ1a2tUS0VFcHpNVWV5dWZmV1NpTWpR?oc=5,"google_rss_""금융위원회"" when:2d",-282.5,-93.5,"financial_performance,policy_legislation",financial_performance,금융위,v43_not_government_policy,,,,,,general,14.0,published_yesterday,market_commentary,event:금융위:financial_performance+policy_legislation,general,,"insufficient_industry_basis:actor=False,change=True,bridge=False",1,,,,-282.5,"policy_legislation,financial_performance",government:policy_legislation,,,경쟁사_해외이슈,INDUSTRY_STRUCTURAL_CHANGE,government_general_low_relevance,government_general_low_relevance:금융위 자사주 공시 규제 전면 강화 주주가치 제고,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,4,2,1,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local,,OFF_TOPIC,,other,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,,government_general_low_relevance:금융위 자사주 공시 규제 전면 강화 주주가치 제고,government_general_low_relevance,,weak_gov_basis:no_public_actor_action_domain,,government_misclassified_industry_earnings
1041,정부/국회,정부_국회,금융감독원,"“사람이 없는데 어떻게 나누나”...2금융권, 책무구조도 시행 앞 ‘혼란’",사람이 없는데 어떻게 나누나 2금융권 책무구조도 시행 앞 혼란,에너지경제신문,에너지경제신문,"Wed, 24 Jun 2026 02:02:31 GMT","“사람이 없는데 어떻게 나누나”...2금융권, 책무구조도 시행 앞 ‘혼란’ 에너지경제신문",https://news.google.com/rss/articles/CBMiW0FVX3lxTE1wRFE2eWpBVS1GNFBtYlBJUm1nM0lvNk5UTE1NR3Jma2pmN01wZkRTRlhuSlhpX1N1a19GMUt6TW00SmUyTWdlZlBkS0otSm1sTE9hSENyX21HS0E?oc=5,google_rss_금융감독원 when:2d,-284.0,-48.0,,,,v43_not_government_policy;v32_weak_non_digital_gov,,,,,,general,24.0,published_today,general,,action_started,,"insufficient_industry_basis:actor=False,change=True,bridge=False",1,,,,-284.0,,,,,경쟁사_해외이슈,GOV_PLATFORM_REGULATION,government_general_low_relevance,government_general_low_relevance:사람이 없는데 어떻게 나누나 2금융권 책무구조도 시행 앞 혼란,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,4,2,1,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local,,OFF_TOPIC,,other,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,,government_general_low_relevance:사람이 없는데 어떻게 나누나 2금융권 책무구조도 시행 앞 혼란,government_general_low_relevance,,weak_gov_basis:no_public_actor_action_domain,Y,
381,정부/국회,정부_국회,과학기술정보통신부,LG화학·포스코와 탄소 활용 실험…정부 사업 착수,lg화학 포스코와 탄소 활용 실험 정부 사업 착수,네이트,네이트,"Wed, 24 Jun 2026 01:37:00 GMT",LG화학·포스코와 탄소 활용 실험…정부 사업 착수 네이트,https://news.google.com/rss/articles/CBMiU0FVX3lxTE14RE83ZE9rdXpkNEJ1dFhBQ3pvdFdNeHlZNFF6dFVWN0k5ZV90R3hCVW5OWmlkbG0za1A5YS1Oc29UdExzUDItOVM0dThjMHdJWDVV?oc=5,google_rss_과학기술정보통신부 when:2d,-284.0,-48.0,,,,v43_not_government_policy;v32_weak_non_digital_gov,,,,,,general,24.0,published_today,general,,general,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,,,,-284.0,,,,,경쟁사_해외이슈,GOV_PLATFORM_REGULATION,government_general_low_relevance,government_general_low_relevance:lg화학 포스코와 탄소 활용 실험 정부 사업 착수,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,2,2,1,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain,local,,OFF_TOPIC,,other,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,,government_general_low_relevance:lg화학 포스코와 탄소 활용 실험 정부 사업 착수,government_general_low_relevance,,weak_gov_basis:no_public_actor_action_domain,Y,
1516,정부/국회,정부_국회,문화체육관광위원회,"“세종문화회관 태극기, 美대사관 성조기에 압도 당해”",세종문화회관 태극기 대사관 성조기에 압도 당해,동방일보,동방일보,"Wed, 24 Jun 2026 01:29:58 GMT","“세종문화회관 태극기, 美대사관 성조기에 압도 당해” 동방일보",https://news.google.com/rss/articles/CBMickFVX3lxTE5oTlNfcHRuWk9SMVhRVHQ3ektaYVVjQ0JZR2RGRUJBbDlIb0FCQVgwMU91djNvT09OZHRPMFZQZzkxSlFJX0JxRjRlbjJxU1g2SF9hTUx3VlRyR1lObkdMajFTeHNyOG9nWWsyUi1BNWs5QQ?oc=5,"google_rss_""문화체육관광위원회"" when:2d",-284.0,-48.0,,,,v43_not_government_policy;v32_weak_non_digital_gov,,,,,,general,24.0,published_today,general,,general,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,,,,-284.0,policy_legislation,,,,정부_국회,GOV_PLATFORM_REGULATION,government_general_policy,government_general_policy:세종문화회관 태극기 대사관 성조기에 압도 당해,카카오 대외협력 관점 간접 참고,2,2,2,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain,local,,OFF_TOPIC,,other,카카오 대외협력 관점 간접 참고,,government_general_policy:세종문화회관 태극기 대사관 성조기에 압도 당해,government_general_policy,,weak_gov_basis:no_public_actor_action_domain,Y,
1425,정부/국회,정부_국회,중소벤처기업부,"세이지, ‘유니콘브릿지’ 선정…글로벌 시장 진출 본격화",세이지 유니콘브릿지 선정 글로벌 시장 진출 본격화,에너지안전신문,에너지안전신문,"Wed, 24 Jun 2026 00:11:33 GMT","세이지, ‘유니콘브릿지’ 선정…글로벌 시장 진출 본격화 에너지안전신문",https://news.google.com/rss/articles/CBMiZEFVX3lxTFBISUR5cExtU0JxMnhYdzJMcEJVZTVJSUtsS1BmSmJITkRLdkdzQm82aGlYMEVrT0NfRTdtSDJfdTZKYWNrQkJuVXA0S2phMEhQbGNjanFZR1d1X3gyVmZ5LW5RMEo?oc=5,"google_rss_""중소벤처기업부"" when:2d",-284.0,-48.0,,,,v43_not_government_policy;v32_weak_non_digital_gov,,,,,,general,24.0,published_today,general,,general,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,,,,-284.0,,,,,경쟁사_해외이슈,GOV_PLATFORM_REGULATION,government_general_policy,government_general_policy:세이지 유니콘브릿지 선정 글로벌 시장 진출 본격화,카카오 대외협력 관점 간접 참고,4,2,2,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local,,OFF_TOPIC,,other,카카오 대외협력 관점 간접 참고,,government_general_policy:세이지 유니콘브릿지 선정 글로벌 시장 진출 본격화,government_general_policy,,weak_gov_basis:no_public_actor_action_domain,Y,
1496,정부/국회,정부_국회,문화체육관광위원회,"관광업계·학계 ""출국납부금 현실화 시급"" 한목소리",관광업계 학계 출국납부금 현실화 시급 한목소리,뉴시스,뉴시스,"Tue, 23 Jun 2026 08:42:39 GMT","관광업계·학계 ""출국납부금 현실화 시급"" 한목소리 뉴시스",https://news.google.com/rss/articles/CBMiYEFVX3lxTE9LdUw5QldSem84cXVvb1dXQkNBZ2dVR3ZNckFwTFBQN1draV9hcG1rYXZqWm90YVNnODB1SFEtZjFzaW1zREt1QWZ2ZWQtZ3JOa1FSSDI0cncycTIyNUtodtIBeEFVX3lxTE1SYWlJNEtZUFM0Z1BNdzFod3ZJOHhMc3Y1aXBfUjhQQWVUM2IydGpVN252d1VyeXYwR1dnMG5RTnVGanNONHBCcHlvcU85MUM1ZkNPdVpsMnMweHNXOHJWSG5BeW9Ga0lYV2xXWEEtemlEU3QtOGx2QQ?oc=5,google_rss_문화체육관광위원회 when:2d,-284.0,-48.0,,,,v43_not_government_policy;v32_weak_non_digital_gov,,,,,,general,14.0,published_yesterday,general,,general,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,,,,-284.0,policy_legislation,,,,경쟁사_해외이슈,GOV_PLATFORM_REGULATION,government_general_policy,government_general_policy:관광업계 학계 출국납부금 현실화 시급 한목소리,카카오 대외협력 관점 간접 참고,2,2,2,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain,local,,OFF_TOPIC,,other,카카오 대외협력 관점 간접 참고,,government_general_policy:관광업계 학계 출국납부금 현실화 시급 한목소리,government_general_policy,,weak_gov_basis:no_public_actor_action_domain,Y,
766,정부/국회,정부_국회,공정거래위원회,"롯데에너지머티, 황화물계 고체전해질 미립화기술로 신기술 인증",롯데에너지머티 황화물계 고체전해질 미립화기술로 신기술 인증,연합뉴스,연합뉴스,"Tue, 23 Jun 2026 01:34:58 GMT","롯데에너지머티, 황화물계 고체전해질 미립화기술로 신기술 인증 연합뉴스",https://news.google.com/rss/articles/CBMiW0FVX3lxTFBIME9QcVZsVEczNk00N0lMU1RCckRZeS1QUGVxVm51Zi04NVpoR2cybHJqRWJWbFZ5bG05QkRrTUlCbjlzVWxVY1EteWFuSXRZMVhvUWR6NDl5QjTSAWBBVV95cUxOSWdZalJfREJtU3BGMVFjOHNDSl9wNm14OFFPT1VOLVN1YlBGYV83Y0x5aEplS2h0UUFyT3l6aFVzTExxa2dJaURuSmpBbmhPY2RfN3FNOWhSZzN5VGpfQzM?oc=5,google_rss_공정거래위원회 site:yna.co.kr when:2d,-284.0,-48.0,,,,v43_not_government_policy;v32_weak_non_digital_gov,,,,,,general,14.0,published_yesterday,general,,general,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,,,,-284.0,policy_legislation,,,,경쟁사_해외이슈,GOV_PLATFORM_REGULATION,government_general_low_relevance,government_general_low_relevance:롯데에너지머티 황화물계 고체전해질 미립화기술로 신기술 인증,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,2,2,1,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain,local,,OFF_TOPIC,,other,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,,government_general_low_relevance:롯데에너지머티 황화물계 고체전해질 미립화기술로 신기술 인증,government_general_low_relevance,,weak_gov_basis:no_public_actor_action_domain,Y,
920,정부/국회,정부_국회,금융위원회,모든 상장사 자사주 공시 의무화…이달 말부터 시행,모든 상장사 자사주 공시 의무화 이달 말부터 시행,뉴스웍스,뉴스웍스,"Tue, 23 Jun 2026 08:06:20 GMT",모든 상장사 자사주 공시 의무화…이달 말부터 시행 뉴스웍스,https://news.google.com/rss/articles/CBMib0FVX3lxTFBDRXhnTWRQRFNVWUY4WmYxREFyU3dLRHFoS09JNHdRSTZOb3hrajRkTHJpYnhPSi01czM0bTNaUVJwLWRkN1hSZklDT2s5MEV5WmFvd1RlRWJEczhHdzlpbmIyWGU0cHd3c2gzZUZRUdIBc0FVX3lxTE5XSnd6cW02NWpwT2w3NWxlX1NaZG1kcEo0VXY1elRPRDBERFZ0bGs4MHJJZjdYbFloOHl1MjFwdkR0SV9wNXYwNzlHOXFDQzZVeUhsYUZjWHFtUW9qUG9vcWtiZ0RaVWZuNFFvXzg2bDN4bEk?oc=5,"google_rss_""금융위원회"" when:2d",-285.0,-96.0,"financial_performance,strategy_mna_governance",financial_performance,,v43_not_government_policy,,,,,,general,14.0,published_yesterday,direct_risk,global_incident:platform_regulation:platform_sector:platform_regulation,action_started,,"insufficient_industry_basis:actor=False,change=True,bridge=False",1,,,,-285.0,"policy_legislation,strategy_mna_governance,financial_performance",government:general,global_incident:platform_regulation:platform_sector:platform_regulation:policy_change,global_incident:platform_regulation:platform_sector:platform_regulation,경쟁사_해외이슈,INDUSTRY_STRUCTURAL_CHANGE,government_general_low_relevance,global_incident:platform_regulation:platform_sector:platform_regulation,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,4,2,1,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local,,OFF_TOPIC,,other,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,,global_incident:platform_regulation:platform_sector:platform_regulation,government_general_low_relevance,,weak_gov_basis:no_public_actor_action_domain,,government_misclassified_industry_earnings
1139,정부/국회,정부_국회,금융감독원,자사주 처분계획 공시의무…모든 상장사로 확대,자사주 처분계획 공시의무 모든 상장사로 확대,중기이코노미,중기이코노미,"Tue, 23 Jun 2026 06:10:52 GMT",자사주 처분계획 공시의무…모든 상장사로 확대 중기이코노미,https://news.google.com/rss/articles/CBMiakFVX3lxTFBvcGQxWVY4WXdmYzJVTTRIdVpqSFlqTkprSlo3M3BLbEJGaTdSZGJ4QkY5a3hWNHpaQkhsMndPVzJDdm5VNDJKUENjMUhxeDN0QXQwODc0NkQ1c1hMbHoyZDlUTURzOFhRMkE?oc=5,"google_rss_""금융감독원"" when:2d",-285.0,-96.0,"financial_performance,strategy_mna_governance",financial_performance,,v43_not_government_policy,,,,,,general,14.0,published_yesterday,direct_risk,,penalty_or_sanction,,"insufficient_industry_basis:actor=False,change=True,bridge=False",1,,,,-285.0,"strategy_mna_governance,financial_performance",government:general,,,경쟁사_해외이슈,INDUSTRY_STRUCTURAL_CHANGE,government_general_low_relevance,government_general_low_relevance:자사주 처분계획 공시의무 모든 상장사로 확대,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,4,2,1,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local,,OFF_TOPIC,,other,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,,government_general_low_relevance:자사주 처분계획 공시의무 모든 상장사로 확대,government_general_low_relevance,,weak_gov_basis:no_public_actor_action_domain,,government_misclassified_industry_earnings
1019,정부/국회,정부_국회,금융위원회,"스페이스X 놓친 미래에셋증권, 신뢰도 실적도 흔들",스페이스x 놓친 미래에셋증권 신뢰도 실적도 흔들,비즈한국,비즈한국,"Wed, 24 Jun 2026 01:01:59 GMT","스페이스X 놓친 미래에셋증권, 신뢰도 실적도 흔들 비즈한국",https://news.google.com/rss/articles/CBMiVkFVX3lxTE5PeFBhZ253NFlwU3FiczljYnJPaEMwVGVxX3pLRWVVMWV1OFhSZjMtTjl0UEhFdmdEZTVzZFBRU2dfUm10VXNmTDRha3o3aXRhcF9CQ0tB?oc=5,google_rss_금융위원회 조사 when:2d,-285.0,-100.0,"earnings,financial_performance",financial_performance,,v43_not_government_policy,,,,,,general,24.0,published_today,direct_risk,,general,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,,,,-285.0,"policy_legislation,financial_performance",government:general,,,경쟁사_해외이슈,INDUSTRY_STRUCTURAL_CHANGE,government_general_low_relevance,government_general_low_relevance:스페이스x 놓친 미래에셋증권 신뢰도 실적도 흔들,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,2,2,1,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain,local,,OFF_TOPIC,,other,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,,government_general_low_relevance:스페이스x 놓친 미래에셋증권 신뢰도 실적도 흔들,government_general_low_relevance,,weak_gov_basis:no_public_actor_action_domain,,government_misclassified_industry_earnings
1247,정부/국회,정부_국회,금융감독원,"'친구따라 쿵, 경찰차도 같이타'…고의사고 보험사기 근절 홍보",친구따라 쿵 경찰차도 같이타 고의사고 보험사기 근절 홍보,연합뉴스,연합뉴스,"Tue, 23 Jun 2026 03:00:14 GMT","'친구따라 쿵, 경찰차도 같이타'…고의사고 보험사기 근절 홍보 연합뉴스",https://news.google.com/rss/articles/CBMiYEFVX3lxTFBISWVHcF8tRVR6UUhZSG1rcHd0akFZUnNBR3JtUXhzejB5TTA4Nk1IREdnOEh4UlhaSTRPbnNhMjZDdnZxdnRGcVgzbkJTWGRpd09TOTdrM1ZObENHNkxBcNIBYEFVX3lxTFBISWVHcF8tRVR6UUhZSG1rcHd0akFZUnNBR3JtUXhzejB5TTA4Nk1IREdnOEh4UlhaSTRPbnNhMjZDdnZxdnRGcVgzbkJTWGRpd09TOTdrM1ZObENHNkxBcA?oc=5,google_rss_금융감독원 site:yna.co.kr when:2d,-286.0,-76.0,legal_regulatory_enforcement,legal_regulatory_enforcement,,individual_crime_case_not_policy;v43_not_government_policy,,,,,,general,14.0,published_yesterday,general,,general,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,,,,-286.0,legal_regulatory_enforcement,government:regulatory_enforcement,,,경쟁사_해외이슈,GOV_PLATFORM_REGULATION,government_general_low_relevance,government_general_low_relevance:친구따라 쿵 경찰차도 같이타 고의사고 보험사기 근절 홍보,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,2,2,1,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain,local,,OFF_TOPIC,,other,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,,government_general_low_relevance:친구따라 쿵 경찰차도 같이타 고의사고 보험사기 근절 홍보,government_general_low_relevance,,weak_gov_basis:no_public_actor_action_domain,,
